trade_no,entry_time,exit_time,direction,entry_price,exit_price,ideal_exit,pnl_pct,pnl_usd,fee_usd,slip_usd,equity,leverage_pnl,cum_pnl,return_pct,dd_pct,month
957,2025-11-05 08:00:00,2025-11-05 08:00:00,LONG,3330.59,3317.04,3317.71,-0.407,-1217.54,200.12,0.66,82167.28,-1.22%,81481.1,11874.25,5.1,2025-11
958,2025-11-05 11:45:00,2025-11-05 11:45:00,SHORT,3317.04,3321.1,3320.44,-0.122,-498.7,197.2,0.66,81668.57,-0.37%,80982.4,11801.57,5.67,2025-11
959,2025-11-06 00:15:00,2025-11-06 00:15:00,LONG,3321.1,3401.77,3402.45,2.429,5755.07,196.0,0.68,87423.64,7.29%,86737.47,12640.26,0.0,2025-11
960,2025-11-06 00:45:00,2025-11-06 00:45:00,SHORT,3401.77,3410.06,3409.37,-0.244,-848.8,209.82,0.68,86574.84,-0.73%,85888.67,12516.56,0.97,2025-11
961,2025-11-06 01:00:00,2025-11-06 01:00:00,LONG,3410.06,3394.64,3395.32,-0.452,-1382.19,207.78,0.68,85192.65,-1.36%,84506.48,12315.13,2.55,2025-11
962,2025-11-06 02:30:00,2025-11-06 02:30:00,SHORT,3394.64,3411.69,3411.01,-0.502,-1488.34,204.46,0.68,83704.31,-1.51%,83018.14,12098.24,4.25,2025-11
963,2025-11-06 05:15:00,2025-11-06 05:15:00,LONG,3411.69,3411.52,3412.2,-0.005,-213.38,200.89,0.68,83490.93,-0.01%,82804.76,12067.14,4.5,2025-11
964,2025-11-06 10:30:00,2025-11-06 10:30:00,SHORT,3411.52,3398.27,3397.59,0.388,772.55,200.38,0.68,84263.48,1.17%,83577.31,12179.73,3.61,2025-11
965,2025-11-06 12:15:00,2025-11-06 12:15:00,LONG,3398.27,3377.74,3378.42,-0.604,-1729.1,202.23,0.68,82534.38,-1.81%,81848.21,11927.74,5.59,2025-11
966,2025-11-06 13:15:00,2025-11-06 13:15:00,SHORT,3377.74,3383.2,3382.52,-0.162,-598.26,198.08,0.68,81936.12,-0.48%,81249.95,11840.56,6.28,2025-11
967,2025-11-06 14:00:00,2025-11-06 14:00:00,LONG,3383.2,3375.55,3376.23,-0.226,-752.44,196.65,0.68,81183.67,-0.68%,80497.51,11730.9,7.14,2025-11
968,2025-11-07 02:30:00,2025-11-07 02:30:00,SHORT,3375.55,3326.54,3325.87,1.452,3341.71,194.84,0.67,84525.38,4.36%,83839.22,12217.89,3.32,2025-11
969,2025-11-07 04:00:00,2025-11-07 04:00:00,LONG,3326.54,3332.61,3333.28,0.183,260.35,202.86,0.67,84785.73,0.55%,84099.57,12255.83,3.02,2025-11
970,2025-11-07 04:15:00,2025-11-07 04:15:00,SHORT,3332.61,3340.53,3339.86,-0.238,-807.79,203.49,0.67,83977.94,-0.71%,83291.78,12138.11,3.94,2025-11
971,2025-11-07 08:30:00,2025-11-07 08:30:00,LONG,3340.53,3338.04,3338.7,-0.075,-389.58,201.55,0.67,83588.36,-0.22%,82902.2,12081.34,4.39,2025-11
972,2025-11-07 16:15:00,2025-11-07 16:15:00,SHORT,3338.04,3304.17,3303.51,1.015,2343.56,200.61,0.66,85931.93,3.04%,85245.76,12422.87,1.71,2025-11
973,2025-11-08 11:30:00,2025-11-08 11:30:00,LONG,3304.17,3443.43,3444.12,4.215,10658.7,206.24,0.69,96590.63,12.64%,95904.46,13976.16,0.0,2025-11
974,2025-11-08 21:15:00,2025-11-08 21:15:00,SHORT,3443.43,3403.94,3403.26,1.147,3091.36,231.82,0.68,99681.98,3.44%,98995.82,14426.67,0.0,2025-11
975,2025-11-08 22:00:00,2025-11-08 22:00:00,LONG,3403.94,3399.82,3400.5,-0.121,-600.99,239.24,0.68,99080.99,-0.36%,98394.83,14339.08,0.6,2025-11
976,2025-11-08 22:15:00,2025-11-08 22:15:00,SHORT,3399.82,3405.73,3405.05,-0.174,-754.64,237.79,0.68,98326.35,-0.52%,97640.19,14229.11,1.36,2025-11
977,2025-11-08 23:45:00,2025-11-08 23:45:00,LONG,3405.73,3400.48,3401.16,-0.154,-690.68,235.98,0.68,97635.67,-0.46%,96949.51,14128.46,2.05,2025-11
978,2025-11-09 05:15:00,2025-11-09 05:15:00,SHORT,3400.48,3400.09,3399.41,0.012,-200.31,234.33,0.68,97435.36,0.03%,96749.2,14099.27,2.25,2025-11
979,2025-11-09 09:45:00,2025-11-09 09:45:00,LONG,3400.09,3405.75,3406.43,0.167,253.33,233.84,0.68,97688.69,0.5%,97002.53,14136.18,2.0,2025-11
980,2025-11-09 11:00:00,2025-11-09 11:00:00,SHORT,3405.75,3411.55,3410.86,-0.17,-733.07,234.45,0.68,96955.63,-0.51%,96269.46,14029.35,2.74,2025-11
981,2025-11-10 12:00:00,2025-11-10 12:00:00,LONG,3411.55,3601.48,3602.2,5.567,15960.9,232.69,0.72,112916.52,16.7%,112230.36,16355.34,0.0,2025-11
982,2025-11-10 13:00:00,2025-11-10 13:00:00,SHORT,3601.48,3601.64,3600.92,-0.004,-286.11,271.0,0.72,112630.42,-0.01%,111944.25,16313.64,0.25,2025-11
983,2025-11-10 14:00:00,2025-11-10 14:00:00,LONG,3601.64,3603.97,3604.69,0.065,-51.73,270.31,0.72,112578.68,0.19%,111892.52,16306.1,0.3,2025-11
984,2025-11-10 20:00:00,2025-11-10 20:00:00,SHORT,3603.97,3576.11,3575.4,0.773,2340.63,270.19,0.72,114919.31,2.32%,114233.15,16647.2,0.0,2025-11
985,2025-11-10 21:00:00,2025-11-10 21:00:00,LONG,3576.11,3556.69,3557.4,-0.543,-2147.87,275.81,0.71,112771.44,-1.63%,112085.28,16334.19,1.87,2025-11
986,2025-11-10 22:45:00,2025-11-10 22:45:00,SHORT,3556.69,3566.37,3565.66,-0.272,-1191.67,270.65,0.71,111579.78,-0.82%,110893.61,16160.53,2.91,2025-11
987,2025-11-11 05:00:00,2025-11-11 05:00:00,LONG,3566.37,3563.2,3563.91,-0.089,-565.6,267.79,0.71,111014.18,-0.27%,110328.01,16078.11,3.4,2025-11
988,2025-11-11 09:00:00,2025-11-11 09:00:00,SHORT,3563.2,3573.61,3572.89,-0.292,-1239.13,266.43,0.71,109775.04,-0.88%,109088.88,15897.53,4.48,2025-11
989,2025-11-11 09:30:00,2025-11-11 09:30:00,LONG,3573.61,3567.32,3568.03,-0.176,-843.32,263.46,0.71,108931.73,-0.53%,108245.56,15774.63,5.21,2025-11
990,2025-11-11 11:00:00,2025-11-11 11:00:00,SHORT,3567.32,3570.9,3570.19,-0.1,-589.73,261.44,0.71,108342.0,-0.3%,107655.83,15688.69,5.72,2025-11
991,2025-11-11 12:15:00,2025-11-11 12:15:00,LONG,3570.9,3569.59,3570.3,-0.037,-379.49,260.02,0.71,107962.51,-0.11%,107276.34,15633.39,6.05,2025-11
992,2025-11-12 06:15:00,2025-11-12 06:15:00,SHORT,3569.59,3457.87,3457.18,3.13,9877.16,259.11,0.69,117839.66,9.39%,117153.5,17072.79,0.0,2025-11
993,2025-11-12 06:30:00,2025-11-12 06:30:00,LONG,3457.87,3446.08,3446.77,-0.341,-1488.62,282.82,0.69,116351.05,-1.02%,115664.88,16855.85,1.26,2025-11
994,2025-11-12 08:15:00,2025-11-12 08:15:00,SHORT,3446.08,3447.99,3447.3,-0.055,-472.69,279.24,0.69,115878.36,-0.17%,115192.19,16786.97,1.66,2025-11
995,2025-11-12 14:45:00,2025-11-12 14:45:00,LONG,3447.99,3531.31,3532.01,2.416,8122.19,278.11,0.71,124000.55,7.25%,123314.38,17970.61,0.0,2025-11
996,2025-11-13 01:00:00,2025-11-13 01:00:00,SHORT,3531.31,3425.32,3424.63,3.001,10867.71,297.6,0.68,134868.26,9.0%,134182.09,19554.37,0.0,2025-11
997,2025-11-13 01:15:00,2025-11-13 01:15:00,LONG,3425.32,3427.46,3428.14,0.062,-70.91,323.68,0.69,134797.35,0.19%,134111.18,19544.03,0.05,2025-11
998,2025-11-13 01:30:00,2025-11-13 01:30:00,SHORT,3427.46,3454.64,3453.95,-0.793,-3530.89,323.51,0.69,131266.45,-2.38%,130580.29,19029.47,2.67,2025-11
999,2025-11-13 01:45:00,2025-11-13 01:45:00,LONG,3454.64,3433.47,3434.15,-0.613,-2728.93,315.04,0.69,128537.52,-1.84%,127851.36,18631.79,4.69,2025-11
1000,2025-11-13 02:30:00,2025-11-13 02:30:00,SHORT,3433.47,3445.73,3445.04,-0.357,-1685.45,308.49,0.69,126852.07,-1.07%,126165.91,18386.17,5.94,2025-11
1001,2025-11-13 03:00:00,2025-11-13 03:00:00,LONG,3445.73,3420.21,3420.9,-0.74,-3122.31,304.44,0.68,123729.76,-2.22%,123043.6,17931.15,8.26,2025-11
1002,2025-11-13 03:15:00,2025-11-13 03:15:00,SHORT,3420.21,3416.52,3415.84,0.108,103.75,296.95,0.68,123833.51,0.32%,123147.35,17946.27,8.18,2025-11
1003,2025-11-13 12:00:00,2025-11-13 12:00:00,LONG,3416.52,3492.25,3492.95,2.217,7937.5,297.2,0.7,131771.01,6.65%,131084.85,19103.0,2.3,2025-11
1004,2025-11-13 12:30:00,2025-11-13 12:30:00,SHORT,3492.25,3499.04,3498.34,-0.194,-1084.83,316.25,0.7,130686.18,-0.58%,130000.02,18944.91,3.1,2025-11
1005,2025-11-13 13:15:00,2025-11-13 13:15:00,LONG,3499.04,3478.59,3479.29,-0.584,-2604.8,313.65,0.7,128081.38,-1.75%,127395.22,18565.31,5.03,2025-11
1006,2025-11-14 14:30:00,2025-11-14 14:30:00,SHORT,3478.59,3162.92,3162.29,9.075,34561.59,307.4,0.63,162642.97,27.22%,161956.81,23601.98,0.0,2025-11
1007,2025-11-14 15:00:00,2025-11-14 15:00:00,LONG,3162.92,3161.89,3162.52,-0.033,-549.08,390.34,0.63,162093.89,-0.1%,161407.73,23521.96,0.34,2025-11
1008,2025-11-14 15:15:00,2025-11-14 15:15:00,SHORT,3161.89,3205.19,3204.55,-1.369,-7047.47,389.03,0.64,155046.43,-4.11%,154360.26,22494.93,4.67,2025-11
1009,2025-11-14 17:45:00,2025-11-14 17:45:00,LONG,3205.19,3192.56,3193.2,-0.394,-2204.99,372.11,0.64,152841.43,-1.18%,152155.27,22173.6,6.03,2025-11
1010,2025-11-14 18:00:00,2025-11-14 18:00:00,SHORT,3192.56,3199.02,3198.38,-0.203,-1295.53,366.82,0.64,151545.9,-0.61%,150859.74,21984.8,6.82,2025-11
1011,2025-11-14 18:30:00,2025-11-14 18:30:00,LONG,3199.02,3171.56,3172.2,-0.858,-4266.06,363.71,0.63,147279.84,-2.58%,146593.68,21363.11,9.45,2025-11
1012,2025-11-14 19:15:00,2025-11-14 19:15:00,SHORT,3171.56,3217.64,3217.0,-1.453,-6772.22,353.47,0.64,140507.62,-4.36%,139821.46,20376.19,13.61,2025-11
1013,2025-11-14 20:00:00,2025-11-14 20:00:00,LONG,3217.64,3186.74,3187.37,-0.96,-4385.68,337.22,0.64,136121.94,-2.88%,135435.78,19737.06,16.31,2025-11
1014,2025-11-15 01:45:00,2025-11-15 01:45:00,SHORT,3186.74,3177.43,3176.79,0.292,865.91,326.69,0.64,136987.86,0.88%,136301.69,19863.26,15.77,2025-11
1015,2025-11-15 04:30:00,2025-11-15 04:30:00,LONG,3177.43,3162.87,3163.5,-0.458,-2212.4,328.77,0.63,134775.46,-1.38%,134089.29,19540.84,17.13,2025-11
1016,2025-11-15 04:45:00,2025-11-15 04:45:00,SHORT,3162.87,3173.19,3172.56,-0.327,-1643.84,323.46,0.63,133131.62,-0.98%,132445.45,19301.29,18.14,2025-11
1017,2025-11-15 05:00:00,2025-11-15 05:00:00,LONG,3173.19,3161.98,3162.62,-0.353,-1730.66,319.52,0.63,131400.96,-1.06%,130714.79,19049.08,19.21,2025-11
1018,2025-11-15 05:15:00,2025-11-15 05:15:00,SHORT,3161.98,3174.29,3173.65,-0.389,-1849.27,315.36,0.63,129551.7,-1.17%,128865.52,18779.58,20.35,2025-11
1019,2025-11-15 08:00:00,2025-11-15 08:00:00,LONG,3174.29,3167.56,3168.19,-0.212,-1134.49,310.92,0.63,128417.21,-0.64%,127731.03,18614.25,21.04,2025-11
1020,2025-11-15 10:30:00,2025-11-15 10:30:00,SHORT,3167.56,3168.82,3168.19,-0.04,-461.66,308.2,0.63,127955.54,-0.12%,127269.37,18546.97,21.33,2025-11
1021,2025-11-15 11:45:00,2025-11-15 11:45:00,LONG,3168.82,3151.24,3151.87,-0.555,-2436.53,307.09,0.63,125519.01,-1.66%,124832.84,18191.9,22.83,2025-11
1022,2025-11-15 13:00:00,2025-11-15 13:00:00,SHORT,3151.24,3171.81,3171.18,-0.653,-2758.85,301.25,0.63,122760.17,-1.96%,122073.99,17789.85,24.52,2025-11
1023,2025-11-15 20:30:00,2025-11-15 20:30:00,LONG,3171.81,3180.56,3181.2,0.276,721.64,294.62,0.64,123481.8,0.83%,122795.63,17895.02,24.08,2025-11
1024,2025-11-16 02:15:00,2025-11-16 02:15:00,SHORT,3180.56,3172.77,3172.13,0.245,611.7,296.36,0.63,124093.5,0.74%,123407.33,17984.16,23.7,2025-11
1025,2025-11-16 11:00:00,2025-11-16 11:00:00,LONG,3172.77,3225.24,3225.88,1.654,5859.21,297.82,0.65,129952.71,4.96%,129266.54,18838.02,20.1,2025-11
1026,2025-11-17 00:15:00,2025-11-17 00:15:00,SHORT,3225.24,3122.77,3122.14,3.177,12074.58,311.89,0.62,142027.28,9.53%,141341.12,20597.65,12.68,2025-11
1027,2025-11-17 13:00:00,2025-11-17 13:00:00,LONG,3122.77,3174.73,3175.36,1.664,6748.75,340.87,0.64,148776.03,4.99%,148089.87,21581.15,8.53,2025-11
1028,2025-11-17 14:30:00,2025-11-17 14:30:00,SHORT,3174.73,3142.89,3142.26,1.003,4119.6,357.06,0.63,152895.63,3.01%,152209.47,22181.5,5.99,2025-11
1029,2025-11-17 14:45:00,2025-11-17 14:45:00,LONG,3142.89,3145.98,3146.61,0.098,84.64,366.95,0.63,152980.27,0.3%,152294.11,22193.83,5.94,2025-11
1030,2025-11-18 07:30:00,2025-11-18 07:30:00,SHORT,3145.98,3029.55,3028.94,3.701,16618.2,367.15,0.61,169598.46,11.1%,168912.31,24615.6,0.0,2025-11
1031,2025-11-18 13:30:00,2025-11-18 13:30:00,LONG,3029.55,3021.7,3022.31,-0.259,-1724.77,407.04,0.6,167873.7,-0.78%,167187.54,24364.25,1.02,2025-11
1032,2025-11-18 14:15:00,2025-11-18 14:15:00,SHORT,3021.7,3049.87,3049.26,-0.932,-5097.66,402.9,0.61,162776.04,-2.8%,162089.88,23621.37,4.02,2025-11
1033,2025-11-18 21:30:00,2025-11-18 21:30:00,LONG,3049.87,3113.55,3114.17,2.088,9805.48,390.66,0.62,172581.52,6.26%,171895.36,25050.32,0.0,2025-11
1034,2025-11-18 22:00:00,2025-11-18 22:00:00,SHORT,3113.55,3108.81,3108.18,0.152,374.59,414.2,0.62,172956.11,0.46%,172269.95,25104.91,0.0,2025-11
1035,2025-11-19 00:00:00,2025-11-19 00:00:00,LONG,3108.81,3114.88,3115.5,0.195,598.88,415.09,0.62,173554.99,0.59%,172868.83,25192.19,0.0,2025-11
1036,2025-11-19 01:15:00,2025-11-19 01:15:00,SHORT,3114.88,3104.8,3104.18,0.324,1268.98,416.53,0.62,174823.97,0.97%,174137.81,25377.12,0.0,2025-11
1037,2025-11-19 03:15:00,2025-11-19 03:15:00,LONG,3104.8,3092.9,3093.52,-0.383,-2429.26,419.58,0.62,172394.71,-1.15%,171708.55,25023.1,1.39,2025-11
1038,2025-11-19 07:45:00,2025-11-19 07:45:00,SHORT,3092.9,3086.83,3086.21,0.196,601.52,413.75,0.62,172996.22,0.59%,172310.07,25110.76,1.05,2025-11
1039,2025-11-19 09:00:00,2025-11-19 09:00:00,LONG,3086.83,3067.0,3067.62,-0.642,-3748.41,415.19,0.61,169247.81,-1.93%,168561.66,24564.5,3.19,2025-11
1040,2025-11-19 10:00:00,2025-11-19 10:00:00,SHORT,3067.0,3102.85,3102.23,-1.169,-6341.17,406.19,0.62,162906.64,-3.51%,162220.49,23640.4,6.82,2025-11
1041,2025-11-19 13:30:00,2025-11-19 13:30:00,LONG,3102.85,3084.15,3084.77,-0.603,-3336.41,390.98,0.62,159570.23,-1.81%,158884.08,23154.19,8.73,2025-11
1042,2025-11-19 15:00:00,2025-11-19 15:00:00,SHORT,3084.15,3084.13,3083.51,0.001,-378.96,382.97,0.62,159191.27,0.0%,158505.12,23098.96,8.94,2025-11
1043,2025-11-19 15:15:00,2025-11-19 15:15:00,LONG,3084.13,3059.03,3059.64,-0.814,-4268.09,382.06,0.61,154923.18,-2.44%,154237.03,22476.97,11.38,2025-11
1044,2025-11-19 23:00:00,2025-11-19 23:00:00,SHORT,3059.03,2999.85,2999.25,1.935,8619.87,371.82,0.6,163543.06,5.8%,162856.9,23733.15,6.45,2025-11
1045,2025-11-20 06:30:00,2025-11-20 06:30:00,LONG,2999.85,3020.52,3021.12,0.689,2987.84,392.5,0.6,166530.9,2.07%,165844.74,24168.57,4.74,2025-11
1046,2025-11-20 07:00:00,2025-11-20 07:00:00,SHORT,3020.52,3030.95,3030.35,-0.345,-2125.25,399.67,0.61,164405.64,-1.04%,163719.49,23858.85,5.96,2025-11
1047,2025-11-20 09:15:00,2025-11-20 09:15:00,LONG,3030.95,3020.94,3021.54,-0.33,-2024.51,394.57,0.6,162381.14,-0.99%,161694.98,23563.82,7.12,2025-11
1048,2025-11-20 12:45:00,2025-11-20 12:45:00,SHORT,3020.94,3029.36,3028.75,-0.279,-1748.06,389.71,0.61,160633.07,-0.84%,159946.92,23309.07,8.12,2025-11
1049,2025-11-20 14:00:00,2025-11-20 14:00:00,LONG,3029.36,2979.53,2980.13,-1.645,-8311.46,385.52,0.6,152321.61,-4.93%,151635.46,22097.84,12.87,2025-11
1050,2025-11-21 14:30:00,2025-11-21 14:30:00,SHORT,2979.53,2746.15,2745.6,7.833,35427.94,365.57,0.55,187749.55,23.5%,187063.4,27260.76,0.0,2025-11
1051,2025-11-21 15:00:00,2025-11-21 15:00:00,LONG,2746.15,2746.92,2747.47,0.028,-293.51,450.6,0.55,187456.04,0.08%,186769.89,27217.99,0.16,2025-11
1052,2025-11-21 16:45:00,2025-11-21 16:45:00,SHORT,2746.92,2743.28,2742.73,0.133,295.41,449.89,0.55,187751.45,0.4%,187065.3,27261.04,0.0,2025-11
1053,2025-11-21 18:00:00,2025-11-21 18:00:00,LONG,2743.28,2754.4,2754.95,0.406,1834.11,450.6,0.55,189585.56,1.22%,188899.41,27528.32,0.0,2025-11
1054,2025-11-21 18:30:00,2025-11-21 18:30:00,SHORT,2754.4,2772.64,2772.08,-0.662,-4219.81,455.01,0.55,185365.74,-1.99%,184679.6,26913.37,2.23,2025-11
1055,2025-11-21 19:30:00,2025-11-21 19:30:00,LONG,2772.64,2756.27,2756.82,-0.59,-3726.7,444.88,0.55,181639.04,-1.77%,180952.9,26370.28,4.19,2025-11
1056,2025-11-21 21:15:00,2025-11-21 21:15:00,SHORT,2756.27,2765.92,2765.37,-0.35,-2342.94,435.93,0.55,179296.1,-1.05%,178609.96,26028.84,5.43,2025-11
1057,2025-11-21 22:15:00,2025-11-21 22:15:00,LONG,2765.92,2752.78,2753.33,-0.475,-2985.01,430.31,0.55,176311.09,-1.42%,175624.95,25593.83,7.0,2025-11
1058,2025-11-21 23:15:00,2025-11-21 23:15:00,SHORT,2752.78,2746.73,2746.18,0.22,740.02,423.15,0.55,177051.11,0.66%,176364.97,25701.68,6.61,2025-11
1059,2025-11-22 02:15:00,2025-11-22 02:15:00,LONG,2746.73,2750.67,2751.22,0.143,336.6,424.92,0.55,177387.71,0.43%,176701.57,25750.73,6.43,2025-11
1060,2025-11-22 06:15:00,2025-11-22 06:15:00,SHORT,2750.67,2752.83,2752.28,-0.079,-845.11,425.73,0.55,176542.6,-0.24%,175856.46,25627.57,6.88,2025-11
1061,2025-11-22 08:00:00,2025-11-22 08:00:00,LONG,2752.83,2747.97,2748.52,-0.177,-1360.21,423.7,0.55,175182.39,-0.53%,174496.25,25429.35,7.6,2025-11
1062,2025-11-22 14:00:00,2025-11-22 14:00:00,SHORT,2747.97,2730.57,2730.02,0.633,2906.88,420.44,0.55,178089.27,1.9%,177403.13,25852.97,6.06,2025-11
1063,2025-11-22 15:30:00,2025-11-22 15:30:00,LONG,2730.57,2736.48,2737.03,0.217,729.94,427.41,0.55,178819.21,0.65%,178133.07,25959.34,5.68,2025-11
1064,2025-11-22 15:45:00,2025-11-22 15:45:00,SHORT,2736.48,2741.74,2741.19,-0.192,-1458.69,429.17,0.55,177360.52,-0.58%,176674.38,25746.77,6.45,2025-11
1065,2025-11-22 20:30:00,2025-11-22 20:30:00,LONG,2741.74,2748.91,2749.46,0.262,966.84,425.67,0.55,178327.36,0.79%,177641.22,25887.67,5.94,2025-11
1066,2025-11-22 21:15:00,2025-11-22 21:15:00,SHORT,2748.91,2746.98,2746.43,0.07,-52.31,427.99,0.55,178275.05,0.21%,177588.91,25880.04,5.97,2025-11
1067,2025-11-23 07:15:00,2025-11-23 07:15:00,LONG,2746.98,2794.9,2795.46,1.744,8901.39,427.86,0.56,187176.44,5.23%,186490.3,27177.24,1.27,2025-11
1068,2025-11-23 08:00:00,2025-11-23 08:00:00,SHORT,2794.9,2805.1,2804.54,-0.365,-2498.93,449.22,0.56,184677.51,-1.1%,183991.37,26813.07,2.59,2025-11
1069,2025-11-23 16:45:00,2025-11-23 16:45:00,LONG,2805.1,2818.89,2819.45,0.492,2280.36,443.23,0.56,186957.87,1.47%,186271.73,27145.39,1.39,2025-11
1070,2025-11-23 18:30:00,2025-11-23 18:30:00,SHORT,2818.89,2815.21,2814.65,0.13,282.55,448.7,0.56,187240.42,0.39%,186554.28,27186.57,1.24,2025-11
1071,2025-11-23 23:00:00,2025-11-23 23:00:00,LONG,2815.21,2826.9,2827.46,0.415,1882.15,449.38,0.57,189122.58,1.25%,188436.43,27460.85,0.24,2025-11
1072,2025-11-24 02:00:00,2025-11-24 02:00:00,SHORT,2826.9,2821.49,2820.93,0.191,631.67,453.89,0.56,189754.25,0.57%,189068.1,27552.91,0.0,2025-11
1073,2025-11-24 04:15:00,2025-11-24 04:15:00,LONG,2821.49,2845.74,2846.31,0.859,4436.66,455.41,0.57,194190.91,2.58%,193504.76,28199.46,0.0,2025-11
1074,2025-11-24 05:00:00,2025-11-24 05:00:00,SHORT,2845.74,2841.82,2841.25,0.138,335.72,466.06,0.57,194526.63,0.41%,193840.48,28248.39,0.0,2025-11
1075,2025-11-24 07:45:00,2025-11-24 07:45:00,LONG,2841.82,2832.74,2833.31,-0.32,-2331.46,466.86,0.57,192195.17,-0.96%,191509.02,27908.62,1.2,2025-11
1076,2025-11-24 08:45:00,2025-11-24 08:45:00,SHORT,2832.74,2838.55,2837.98,-0.205,-1642.79,461.27,0.57,190552.38,-0.61%,189866.23,27669.22,2.04,2025-11
1077,2025-11-24 09:00:00,2025-11-24 09:00:00,LONG,2838.55,2829.04,2829.6,-0.335,-2372.66,457.33,0.57,188179.72,-1.01%,187493.57,27323.45,3.26,2025-11
1078,2025-11-24 15:30:00,2025-11-24 15:30:00,SHORT,2829.04,2846.22,2845.65,-0.607,-3881.14,451.63,0.57,184298.59,-1.82%,183612.43,26757.85,5.26,2025-11
1079,2025-11-25 01:45:00,2025-11-25 01:45:00,LONG,2846.22,2926.97,2927.56,2.837,15244.32,442.32,0.59,199542.9,8.51%,198856.75,28979.41,0.0,2025-11
1080,2025-11-25 02:30:00,2025-11-25 02:30:00,SHORT,2926.97,2925.44,2924.85,0.053,-164.55,478.9,0.58,199378.35,0.16%,198692.2,28955.43,0.08,2025-11
1081,2025-11-25 03:30:00,2025-11-25 03:30:00,LONG,2925.44,2916.98,2917.56,-0.289,-2207.62,478.51,0.58,197170.73,-0.87%,196484.58,28633.71,1.19,2025-11
1082,2025-11-25 04:00:00,2025-11-25 04:00:00,SHORT,2916.98,2921.97,2921.38,-0.171,-1484.54,473.21,0.58,195686.19,-0.51%,195000.04,28417.37,1.93,2025-11
1083,2025-11-25 05:15:00,2025-11-25 05:15:00,LONG,2921.97,2919.63,2920.22,-0.08,-938.44,469.65,0.58,194747.75,-0.24%,194061.6,28280.61,2.4,2025-11
1084,2025-11-25 05:30:00,2025-11-25 05:30:00,SHORT,2919.63,2931.13,2930.54,-0.394,-2767.47,467.39,0.59,191980.28,-1.18%,191294.13,27877.31,3.79,2025-11
1085,2025-11-25 06:15:00,2025-11-25 06:15:00,LONG,2931.13,2914.94,2915.52,-0.552,-3641.5,460.75,0.58,188338.78,-1.66%,187652.63,27346.63,5.61,2025-11
1086,2025-11-25 12:00:00,2025-11-25 12:00:00,SHORT,2914.94,2898.01,2897.43,0.581,2830.36,452.01,0.58,191169.14,1.74%,190482.99,27759.1,4.2,2025-11
1087,2025-11-25 13:30:00,2025-11-25 13:30:00,LONG,2898.01,2917.24,2917.82,0.664,3347.04,458.81,0.58,194516.19,1.99%,193830.03,28246.87,2.52,2025-11
1088,2025-11-25 14:00:00,2025-11-25 14:00:00,SHORT,2917.24,2919.39,2918.81,-0.074,-897.38,466.84,0.58,193618.81,-0.22%,192932.65,28116.09,2.97,2025-11
1089,2025-11-25 14:30:00,2025-11-25 14:30:00,LONG,2919.39,2900.52,2901.1,-0.646,-4219.65,464.69,0.58,189399.16,-1.94%,188713.0,27501.16,5.08,2025-11
1090,2025-11-25 15:30:00,2025-11-25 15:30:00,SHORT,2900.52,2905.36,2904.78,-0.167,-1402.53,454.56,0.58,187996.63,-0.5%,187310.47,27296.77,5.79,2025-11
1091,2025-11-25 19:00:00,2025-11-25 19:00:00,LONG,2905.36,2911.48,2912.06,0.211,737.82,451.19,0.58,188734.46,0.63%,188048.29,27404.29,5.42,2025-11
1092,2025-11-25 21:15:00,2025-11-25 21:15:00,SHORT,2911.48,2939.16,2938.57,-0.95,-5834.72,452.96,0.59,182899.73,-2.85%,182213.57,26554.0,8.34,2025-11
1093,2025-11-25 22:00:00,2025-11-25 22:00:00,LONG,2939.16,2921.95,2922.54,-0.585,-3650.09,438.96,0.58,179249.64,-1.76%,178563.48,26022.07,10.17,2025-11
1094,2025-11-25 22:15:00,2025-11-25 22:15:00,SHORT,2921.95,2923.13,2922.55,-0.04,-647.09,430.2,0.58,178602.55,-0.12%,177916.39,25927.77,10.49,2025-11
1095,2025-11-26 03:30:00,2025-11-26 03:30:00,LONG,2923.13,2951.68,2952.27,0.977,4804.37,428.65,0.59,183406.92,2.93%,182720.76,26627.91,8.09,2025-11
1096,2025-11-26 05:15:00,2025-11-26 05:15:00,SHORT,2951.68,2945.5,2944.91,0.209,712.5,440.18,0.59,184119.41,0.63%,183433.26,26731.74,7.73,2025-11
1097,2025-11-26 06:15:00,2025-11-26 06:15:00,LONG,2945.5,2941.39,2941.98,-0.14,-1212.5,441.89,0.59,182906.91,-0.42%,182220.76,26555.04,8.34,2025-11
1098,2025-11-26 13:30:00,2025-11-26 13:30:00,SHORT,2941.39,2921.38,2920.79,0.68,3294.19,438.98,0.58,186201.1,2.04%,185514.95,27035.11,6.69,2025-11
1099,2025-11-27 08:00:00,2025-11-27 08:00:00,LONG,2921.38,3027.91,3028.52,3.647,19924.04,446.88,0.61,206125.13,10.94%,205438.99,29938.64,0.0,2025-11
1100,2025-11-27 09:15:00,2025-11-27 09:15:00,SHORT,3027.91,3033.51,3032.91,-0.185,-1638.11,494.7,0.61,204487.02,-0.55%,203800.88,29699.92,0.79,2025-11
1101,2025-11-27 12:00:00,2025-11-27 12:00:00,LONG,3033.51,3023.29,3023.9,-0.337,-2557.51,490.77,0.6,201929.51,-1.01%,201243.37,29327.21,2.04,2025-11
