Trade number,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net PnL USDT,Net PnL %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative PnL USDT,Cumulative PnL %
481,Entry long,2026-04-06 05:00,long,2061.02,0.9703,1999.807706,-0.98,-0.05,4.39,0.22,-4.16,-0.21,287.63,0.03
482,Exit short,2026-04-06 07:15,long,2108.21,0.9708,1999.857708,-46.79,-2.34,9.72,0.49,-56.39,-2.82,240.83,0.02
482,Entry short,2026-04-06 05:45,short,2060.01,0.9708,1999.857708,-46.79,-2.34,9.72,0.49,-56.39,-2.82,240.83,0.02
483,Exit long,2026-04-06 12:30,short,2132.75,0.9486,1999.848006,23.28,1.16,37.02,1.85,-0.36,-0.02,264.11,0.03
483,Entry long,2026-04-06 07:15,long,2108.21,0.9486,1999.848006,23.28,1.16,37.02,1.85,-0.36,-0.02,264.11,0.03
484,Exit short,2026-04-06 15:30,long,2131.23,0.9377,1999.879675,1.43,0.07,11.92,0.60,-5.86,-0.29,265.54,0.03
484,Entry short,2026-04-06 12:30,short,2132.75,0.9377,1999.879675,1.43,0.07,11.92,0.60,-5.86,-0.29,265.54,0.03
485,Exit long,2026-04-06 21:30,short,2142.13,0.9384,1999.946232,10.23,0.51,40.88,2.04,-0.91,-0.05,275.77,0.03
485,Entry long,2026-04-06 15:30,long,2131.23,0.9384,1999.946232,10.23,0.51,40.88,2.04,-0.91,-0.05,275.77,0.03
486,Exit short,2026-04-06 23:00,long,2167.2,0.9336,1999.892568,-23.41,-1.17,4.08,0.20,-24.43,-1.22,252.36,0.03
486,Entry short,2026-04-06 21:30,short,2142.13,0.9336,1999.892568,-23.41,-1.17,4.08,0.20,-24.43,-1.22,252.36,0.03
487,Exit long,2026-04-07 01:15,short,2134.62,0.9228,1999.89216,-30.06,-1.50,2.21,0.11,-40.23,-2.01,222.3,0.02
487,Entry long,2026-04-06 23:00,long,2167.2,0.9228,1999.89216,-30.06,-1.50,2.21,0.11,-40.23,-2.01,222.3,0.02
488,Exit short,2026-04-07 02:45,long,2144.84,0.9369,1999.925478,-9.58,-0.48,3.21,0.16,-13.01,-0.65,212.72,0.02
488,Entry short,2026-04-07 01:15,short,2134.62,0.9369,1999.925478,-9.58,-0.48,3.21,0.16,-13.01,-0.65,212.72,0.02
489,Exit long,2026-04-07 05:45,short,2139.54,0.9324,1999.848816,-4.94,-0.25,9.53,0.48,-8.3,-0.41,207.78,0.02
489,Entry long,2026-04-07 02:45,long,2144.84,0.9324,1999.848816,-4.94,-0.25,9.53,0.48,-8.3,-0.41,207.78,0.02
490,Exit short,2026-04-07 09:30,long,2110.12,0.9347,1999.828038,27.5,1.38,48.64,2.43,-1.32,-0.07,235.28,0.02
490,Entry short,2026-04-07 05:45,short,2139.54,0.9347,1999.828038,27.5,1.38,48.64,2.43,-1.32,-0.07,235.28,0.02
491,Exit long,2026-04-07 10:15,short,2106.16,0.9478,1999.971736,-3.75,-0.19,0.32,0.02,-15.62,-0.78,231.52,0.02
491,Entry long,2026-04-07 09:30,long,2110.12,0.9478,1999.971736,-3.75,-0.19,0.32,0.02,-15.62,-0.78,231.52,0.02
492,Exit short,2026-04-07 11:00,long,2106.64,0.9495,1999.79892,-0.46,-0.02,3.34,0.17,-5.19,-0.26,231.07,0.02
492,Entry short,2026-04-07 10:15,short,2106.16,0.9495,1999.79892,-0.46,-0.02,3.34,0.17,-5.19,-0.26,231.07,0.02
493,Exit long,2026-04-07 14:00,short,2100.45,0.9493,1999.833352,-5.88,-0.29,11.93,0.60,-7.16,-0.36,225.19,0.02
493,Entry long,2026-04-07 11:00,long,2106.64,0.9493,1999.833352,-5.88,-0.29,11.93,0.60,-7.16,-0.36,225.19,0.02
494,Exit short,2026-04-07 16:15,long,2109.28,0.9521,1999.838445,-8.41,-0.42,3.58,0.18,-12.09,-0.60,216.79,0.02
494,Entry short,2026-04-07 14:00,short,2100.45,0.9521,1999.838445,-8.41,-0.42,3.58,0.18,-12.09,-0.60,216.79,0.02
495,Exit long,2026-04-07 18:30,short,2099.11,0.9481,1999.808368,-9.64,-0.48,23.28,1.16,-11.85,-0.59,207.14,0.02
495,Entry long,2026-04-07 16:15,long,2109.28,0.9481,1999.808368,-9.64,-0.48,23.28,1.16,-11.85,-0.59,207.14,0.02
496,Exit short,2026-04-07 23:45,long,2080.06,0.9527,1999.822097,18.15,0.91,37.03,1.85,-0.8,-0.04,225.29,0.02
496,Entry short,2026-04-07 18:30,short,2099.11,0.9527,1999.822097,18.15,0.91,37.03,1.85,-0.8,-0.04,225.29,0.02
497,Exit long,2026-04-08 11:00,short,2233.39,0.9615,1999.97769,147.43,7.37,186.35,9.32,-2.44,-0.12,372.72,0.04
497,Entry long,2026-04-07 23:45,long,2080.06,0.9615,1999.97769,147.43,7.37,186.35,9.32,-2.44,-0.12,372.72,0.04
498,Exit short,2026-04-08 12:30,long,2248.82,0.8954,1999.777406,-13.82,-0.69,1.24,0.06,-17.11,-0.86,358.9,0.04
498,Entry short,2026-04-08 11:00,short,2233.39,0.8954,1999.777406,-13.82,-0.69,1.24,0.06,-17.11,-0.86,358.9,0.04
499,Exit long,2026-04-08 13:15,short,2244.1,0.8893,1999.875626,-4.2,-0.21,1.46,0.07,-7.82,-0.39,354.71,0.04
499,Entry long,2026-04-08 12:30,long,2248.82,0.8893,1999.875626,-4.2,-0.21,1.46,0.07,-7.82,-0.39,354.71,0.04
500,Exit short,2026-04-08 14:45,long,2246.01,0.8912,1999.94192,-1.7,-0.09,7.67,0.38,-8.7,-0.43,353,0.04
500,Entry short,2026-04-08 13:15,short,2244.1,0.8912,1999.94192,-1.7,-0.09,7.67,0.38,-8.7,-0.43,353,0.04
501,Exit long,2026-04-08 17:45,short,2249.59,0.8904,1999.847304,3.19,0.16,15.44,0.77,-1.23,-0.06,356.19,0.04
501,Entry long,2026-04-08 14:45,long,2246.01,0.8904,1999.847304,3.19,0.16,15.44,0.77,-1.23,-0.06,356.19,0.04
502,Exit short,2026-04-08 20:45,long,2255.88,0.889,1999.88551,-5.59,-0.28,11.09,0.55,-8.66,-0.43,350.6,0.04
502,Entry short,2026-04-08 17:45,short,2249.59,0.889,1999.88551,-5.59,-0.28,11.09,0.55,-8.66,-0.43,350.6,0.04
503,Exit long,2026-04-08 22:15,short,2225.69,0.8865,1999.83762,-26.76,-1.34,13,0.65,-30.4,-1.52,323.84,0.03
503,Entry long,2026-04-08 20:45,long,2255.88,0.8865,1999.83762,-26.76,-1.34,13,0.65,-30.4,-1.52,323.84,0.03
504,Exit short,2026-04-09 00:30,long,2217.02,0.8985,1999.782465,7.79,0.39,35.11,1.76,-1.99,-0.10,331.63,0.03
504,Entry short,2026-04-08 22:15,short,2225.69,0.8985,1999.782465,7.79,0.39,35.11,1.76,-1.99,-0.10,331.63,0.03
505,Exit long,2026-04-09 02:45,short,2201.41,0.9021,1999.973742,-14.08,-0.70,20.28,1.01,-15.97,-0.80,317.54,0.03
505,Entry long,2026-04-09 00:30,long,2217.02,0.9021,1999.973742,-14.08,-0.70,20.28,1.01,-15.97,-0.80,317.54,0.03
506,Exit short,2026-04-09 04:15,long,2214.54,0.9085,1999.980985,-11.93,-0.60,3.37,0.17,-13.85,-0.69,305.62,0.03
506,Entry short,2026-04-09 02:45,short,2201.41,0.9085,1999.980985,-11.93,-0.60,3.37,0.17,-13.85,-0.69,305.62,0.03
507,Exit long,2026-04-09 05:00,short,2214.59,0.9031,1999.951074,0.05,0.00,4.26,0.21,-7.86,-0.39,305.66,0.03
507,Entry long,2026-04-09 04:15,long,2214.54,0.9031,1999.951074,0.05,0.00,4.26,0.21,-7.86,-0.39,305.66,0.03
508,Exit short,2026-04-09 05:45,long,2214.53,0.9031,1999.996229,0.05,0.00,1.46,0.07,-7.19,-0.36,305.71,0.03
508,Entry short,2026-04-09 05:00,short,2214.59,0.9031,1999.996229,0.05,0.00,1.46,0.07,-7.19,-0.36,305.71,0.03
509,Exit long,2026-04-09 06:30,short,2198.01,0.9031,1999.942043,-14.92,-0.75,0.56,0.03,-24.89,-1.24,290.8,0.03
509,Entry long,2026-04-09 05:45,long,2214.53,0.9031,1999.942043,-14.92,-0.75,0.56,0.03,-24.89,-1.24,290.8,0.03
510,Exit short,2026-04-09 11:00,long,2180.84,0.9099,1999.969299,15.62,0.78,32.77,1.64,-1.61,-0.08,306.42,0.03
510,Entry short,2026-04-09 06:30,short,2198.01,0.9099,1999.969299,15.62,0.78,32.77,1.64,-1.61,-0.08,306.42,0.03
511,Exit long,2026-04-09 14:45,short,2181.51,0.917,1999.83028,0.61,0.03,7.47,0.37,-4.81,-0.24,307.03,0.03
511,Entry long,2026-04-09 11:00,long,2180.84,0.917,1999.83028,0.61,0.03,7.47,0.37,-4.81,-0.24,307.03,0.03
512,Exit short,2026-04-09 15:30,long,2182.03,0.9167,1999.790217,-0.48,-0.02,1.01,0.05,-3.91,-0.20,306.56,0.03
512,Entry short,2026-04-09 14:45,short,2181.51,0.9167,1999.790217,-0.48,-0.02,1.01,0.05,-3.91,-0.20,306.56,0.03
513,Exit long,2026-04-09 16:15,short,2180.13,0.9165,1999.830495,-1.74,-0.09,1.76,0.09,-5.19,-0.26,304.82,0.03
513,Entry long,2026-04-09 15:30,long,2182.03,0.9165,1999.830495,-1.74,-0.09,1.76,0.09,-5.19,-0.26,304.82,0.03
514,Exit short,2026-04-09 17:00,long,2183.06,0.9173,1999.833249,-2.69,-0.13,0.38,0.02,-9.71,-0.49,302.13,0.03
514,Entry short,2026-04-09 16:15,short,2180.13,0.9173,1999.833249,-2.69,-0.13,0.38,0.02,-9.71,-0.49,302.13,0.03
515,Exit long,2026-04-09 19:15,short,2180.5,0.9161,1999.901266,-2.35,-0.12,13.41,0.67,-4.35,-0.22,299.78,0.03
515,Entry long,2026-04-09 17:00,long,2183.06,0.9161,1999.901266,-2.35,-0.12,13.41,0.67,-4.35,-0.22,299.78,0.03
516,Exit short,2026-04-09 23:00,long,2185.38,0.9172,1999.9546,-4.48,-0.22,21.27,1.06,-6.07,-0.30,295.31,0.03
516,Entry short,2026-04-09 19:15,short,2180.5,0.9172,1999.9546,-4.48,-0.22,21.27,1.06,-6.07,-0.30,295.31,0.03
517,Exit long,2026-04-10 02:45,short,2206.86,0.9151,1999.841238,19.66,0.98,40.28,2.01,-3.37,-0.17,314.96,0.03
517,Entry long,2026-04-09 23:00,long,2185.38,0.9151,1999.841238,19.66,0.98,40.28,2.01,-3.37,-0.17,314.96,0.03
518,Exit short,2026-04-10 04:15,long,2217.88,0.9062,1999.856532,-9.99,-0.50,2.24,0.11,-16,-0.80,304.98,0.03
518,Entry short,2026-04-10 02:45,short,2206.86,0.9062,1999.856532,-9.99,-0.50,2.24,0.11,-16,-0.80,304.98,0.03
519,Exit long,2026-04-10 05:00,short,2213.85,0.9017,1999.862396,-3.63,-0.18,7.63,0.38,-8.32,-0.42,301.34,0.03
519,Entry long,2026-04-10 04:15,long,2217.88,0.9017,1999.862396,-3.63,-0.18,7.63,0.38,-8.32,-0.42,301.34,0.03
520,Exit short,2026-04-10 05:45,long,2210.78,0.9034,1999.99209,2.77,0.14,5.7,0.29,-3,-0.15,304.12,0.03
520,Entry short,2026-04-10 05:00,short,2213.85,0.9034,1999.99209,2.77,0.14,5.7,0.29,-3,-0.15,304.12,0.03
521,Exit long,2026-04-10 07:15,short,2191.85,0.9046,1999.871588,-17.12,-0.86,31.86,1.59,-24.8,-1.24,286.99,0.03
521,Entry long,2026-04-10 05:45,long,2210.78,0.9046,1999.871588,-17.12,-0.86,31.86,1.59,-24.8,-1.24,286.99,0.03
522,Exit short,2026-04-10 10:15,long,2196.2,0.9124,1999.84394,-3.97,-0.20,14.37,0.72,-11.18,-0.56,283.02,0.03
522,Entry short,2026-04-10 07:15,short,2191.85,0.9124,1999.84394,-3.97,-0.20,14.37,0.72,-11.18,-0.56,283.02,0.03
523,Exit long,2026-04-10 11:00,short,2186.96,0.9106,1999.85972,-8.41,-0.42,1.16,0.06,-8.8,-0.44,274.61,0.03
523,Entry long,2026-04-10 10:15,long,2196.2,0.9106,1999.85972,-8.41,-0.42,1.16,0.06,-8.8,-0.44,274.61,0.03
524,Exit short,2026-04-10 12:30,long,2190.4,0.9145,1999.97492,-3.15,-0.16,3.91,0.20,-5.12,-0.26,271.46,0.03
524,Entry short,2026-04-10 11:00,short,2186.96,0.9145,1999.97492,-3.15,-0.16,3.91,0.20,-5.12,-0.26,271.46,0.03
525,Exit long,2026-04-10 14:45,short,2186.2,0.913,1999.8352,-3.83,-0.19,11.6,0.58,-5.84,-0.29,267.63,0.03
525,Entry long,2026-04-10 12:30,long,2190.4,0.913,1999.8352,-3.83,-0.19,11.6,0.58,-5.84,-0.29,267.63,0.03
526,Exit short,2026-04-10 17:00,long,2188.09,0.9148,1999.93576,-1.73,-0.09,8.97,0.45,-3.58,-0.18,265.9,0.03
526,Entry short,2026-04-10 14:45,short,2186.2,0.9148,1999.93576,-1.73,-0.09,8.97,0.45,-3.58,-0.18,265.9,0.03
527,Exit long,2026-04-10 23:45,short,2224.27,0.914,1999.91426,33.07,1.65,63.89,3.19,0,0.00,298.97,0.03
527,Entry long,2026-04-10 17:00,long,2188.09,0.914,1999.91426,33.07,1.65,63.89,3.19,0,0.00,298.97,0.03
528,Exit short,2026-04-11 00:30,long,2236.99,0.8991,1999.841157,-11.44,-0.57,2.53,0.13,-17.91,-0.90,287.53,0.03
528,Entry short,2026-04-10 23:45,short,2224.27,0.8991,1999.841157,-11.44,-0.57,2.53,0.13,-17.91,-0.90,287.53,0.03
529,Exit long,2026-04-11 05:45,short,2254.87,0.894,1999.86906,15.98,0.80,18.01,0.90,0,0.00,303.52,0.03
529,Entry long,2026-04-11 00:30,long,2236.99,0.894,1999.86906,15.98,0.80,18.01,0.90,0,0.00,303.52,0.03
530,Exit short,2026-04-11 10:15,long,2249.18,0.8869,1999.844203,5.05,0.25,17.79,0.89,-0.55,-0.03,308.56,0.03
530,Entry short,2026-04-11 05:45,short,2254.87,0.8869,1999.844203,5.05,0.25,17.79,0.89,-0.55,-0.03,308.56,0.03
531,Exit long,2026-04-11 12:30,short,2240.3,0.8892,1999.970856,-7.9,-0.39,2.64,0.13,-12.21,-0.61,300.67,0.03
531,Entry long,2026-04-11 10:15,long,2249.18,0.8892,1999.970856,-7.9,-0.39,2.64,0.13,-12.21,-0.61,300.67,0.03
532,Exit short,2026-04-11 15:30,long,2232.26,0.8927,1999.91581,7.18,0.36,10.09,0.50,-1.26,-0.06,307.84,0.03
532,Entry short,2026-04-11 12:30,short,2240.3,0.8927,1999.91581,7.18,0.36,10.09,0.50,-1.26,-0.06,307.84,0.03
533,Exit long,2026-04-11 16:15,short,2234,0.8959,1999.881734,1.56,0.08,2.84,0.14,-1.51,-0.08,309.4,0.03
533,Entry long,2026-04-11 15:30,long,2232.26,0.8959,1999.881734,1.56,0.08,2.84,0.14,-1.51,-0.08,309.4,0.03
534,Exit short,2026-04-11 17:45,long,2243.83,0.8952,1999.8768,-8.8,-0.44,1.67,0.08,-13.71,-0.69,300.6,0.03
534,Entry short,2026-04-11 16:15,short,2234,0.8952,1999.8768,-8.8,-0.44,1.67,0.08,-13.71,-0.69,300.6,0.03
535,Exit long,2026-04-11 21:30,short,2240.02,0.8913,1999.925679,-3.4,-0.17,2.83,0.14,-9.01,-0.45,297.21,0.03
535,Entry long,2026-04-11 17:45,long,2243.83,0.8913,1999.925679,-3.4,-0.17,2.83,0.14,-9.01,-0.45,297.21,0.03
536,Exit short,2026-04-11 22:15,long,2241.11,0.8928,1999.889856,-0.97,-0.05,1.46,0.07,-3.64,-0.18,296.23,0.03
536,Entry short,2026-04-11 21:30,short,2240.02,0.8928,1999.889856,-0.97,-0.05,1.46,0.07,-3.64,-0.18,296.23,0.03
537,Exit long,2026-04-12 05:00,short,2303.09,0.8924,1999.966564,55.31,2.77,79.26,3.96,-2.4,-0.12,351.54,0.04
537,Entry long,2026-04-11 22:15,long,2241.11,0.8924,1999.966564,55.31,2.77,79.26,3.96,-2.4,-0.12,351.54,0.04
538,Exit short,2026-04-12 06:30,long,2296.81,0.8683,1999.773047,5.45,0.27,12.21,0.61,-4.26,-0.21,357,0.04
538,Entry short,2026-04-12 05:00,short,2303.09,0.8683,1999.773047,5.45,0.27,12.21,0.61,-4.26,-0.21,357,0.04
539,Exit long,2026-04-12 07:15,short,2287.44,0.8707,1999.832467,-8.16,-0.41,0.6,0.03,-17.71,-0.89,348.84,0.03
539,Entry long,2026-04-12 06:30,long,2296.81,0.8707,1999.832467,-8.16,-0.41,0.6,0.03,-17.71,-0.89,348.84,0.03
540,Exit short,2026-04-12 14:00,long,2220.5,0.8743,1999.908792,58.53,2.93,70.28,3.51,-1.79,-0.09,407.36,0.04
540,Entry short,2026-04-12 07:15,short,2287.44,0.8743,1999.908792,58.53,2.93,70.28,3.51,-1.79,-0.09,407.36,0.04
541,Exit long,2026-04-12 19:15,short,2205.92,0.9006,1999.7823,-13.13,-0.66,0.16,0.01,-23.58,-1.18,394.23,0.04
541,Entry long,2026-04-12 14:00,long,2220.5,0.9006,1999.7823,-13.13,-0.66,0.16,0.01,-23.58,-1.18,394.23,0.04
542,Exit short,2026-04-13 00:30,long,2185.71,0.9066,1999.887072,18.32,0.92,28.03,1.40,-2.09,-0.10,412.56,0.04
542,Entry short,2026-04-12 19:15,short,2205.92,0.9066,1999.887072,18.32,0.92,28.03,1.40,-2.09,-0.10,412.56,0.04
543,Exit long,2026-04-13 04:15,short,2197.73,0.915,1999.92465,11,0.55,19.69,0.98,-1.17,-0.06,423.55,0.04
543,Entry long,2026-04-13 00:30,long,2185.71,0.915,1999.92465,11,0.55,19.69,0.98,-1.17,-0.06,423.55,0.04
544,Exit short,2026-04-13 05:00,long,2207.89,0.91,1999.9343,-9.25,-0.46,0.15,0.01,-18.56,-0.93,414.31,0.04
544,Entry short,2026-04-13 04:15,short,2197.73,0.91,1999.9343,-9.25,-0.46,0.15,0.01,-18.56,-0.93,414.31,0.04
545,Exit long,2026-04-13 06:30,short,2196.78,0.9058,1999.906762,-10.06,-0.50,4.08,0.20,-21.65,-1.08,404.25,0.04
545,Entry long,2026-04-13 05:00,long,2207.89,0.9058,1999.906762,-10.06,-0.50,4.08,0.20,-21.65,-1.08,404.25,0.04
546,Exit short,2026-04-13 08:45,long,2205.18,0.9104,1999.948512,-7.65,-0.38,9.5,0.47,-10.51,-0.53,396.6,0.04
546,Entry short,2026-04-13 06:30,short,2196.78,0.9104,1999.948512,-7.65,-0.38,9.5,0.47,-10.51,-0.53,396.6,0.04
547,Exit long,2026-04-13 10:15,short,2201.56,0.9069,1999.877742,-3.28,-0.16,3.51,0.18,-11.51,-0.58,393.32,0.04
547,Entry long,2026-04-13 08:45,long,2205.18,0.9069,1999.877742,-3.28,-0.16,3.51,0.18,-11.51,-0.58,393.32,0.04
548,Exit short,2026-04-13 12:30,long,2196.27,0.9084,1999.897104,4.81,0.24,10.41,0.52,-1.98,-0.10,398.12,0.04
548,Entry short,2026-04-13 10:15,short,2201.56,0.9084,1999.897104,4.81,0.24,10.41,0.52,-1.98,-0.10,398.12,0.04
549,Exit long,2026-04-13 13:15,short,2188.79,0.9106,1999.923462,-6.81,-0.34,0,0.00,-10.83,-0.54,391.31,0.04
549,Entry long,2026-04-13 12:30,long,2196.27,0.9106,1999.923462,-6.81,-0.34,0,0.00,-10.83,-0.54,391.31,0.04
550,Exit short,2026-04-13 14:45,long,2198.49,0.9137,1999.897423,-8.86,-0.44,6,0.30,-11.57,-0.58,382.45,0.04
550,Entry short,2026-04-13 13:15,short,2188.79,0.9137,1999.897423,-8.86,-0.44,6,0.30,-11.57,-0.58,382.45,0.04
551,Exit long,2026-04-13 15:30,short,2186.67,0.9097,1999.966353,-10.75,-0.54,1.16,0.06,-13.99,-0.70,371.69,0.04
551,Entry long,2026-04-13 14:45,long,2198.49,0.9097,1999.966353,-10.75,-0.54,1.16,0.06,-13.99,-0.70,371.69,0.04
552,Exit short,2026-04-13 17:45,long,2188.08,0.9146,1999.928382,-1.29,-0.06,6.1,0.31,-7.93,-0.40,370.4,0.04
552,Entry short,2026-04-13 15:30,short,2186.67,0.9146,1999.928382,-1.29,-0.06,6.1,0.31,-7.93,-0.40,370.4,0.04
553,Exit long,2026-04-13 18:30,short,2183.52,0.914,1999.90512,-4.17,-0.21,0.64,0.03,-8.3,-0.41,366.24,0.04
553,Entry long,2026-04-13 17:45,long,2188.08,0.914,1999.90512,-4.17,-0.21,0.64,0.03,-8.3,-0.41,366.24,0.04
554,Exit short,2026-04-13 19:15,long,2186.55,0.9159,1999.885968,-2.78,-0.14,2.17,0.11,-3.73,-0.19,363.46,0.04
554,Entry short,2026-04-13 18:30,short,2183.52,0.9159,1999.885968,-2.78,-0.14,2.17,0.11,-3.73,-0.19,363.46,0.04
555,Exit long,2026-04-13 20:45,short,2192.25,0.9146,1999.81863,5.21,0.26,12.3,0.62,-9.94,-0.50,368.67,0.04
555,Entry long,2026-04-13 19:15,long,2186.55,0.9146,1999.81863,5.21,0.26,12.3,0.62,-9.94,-0.50,368.67,0.04
556,Exit short,2026-04-13 21:30,long,2187.84,0.9123,1999.989675,4.02,0.20,9.9,0.49,-8.99,-0.45,372.7,0.04
556,Entry short,2026-04-13 20:45,short,2192.25,0.9123,1999.989675,4.02,0.20,9.9,0.49,-8.99,-0.45,372.7,0.04
557,Exit long,2026-04-13 23:45,short,2209.28,0.9141,1999.904544,19.6,0.98,44.42,2.22,-4.52,-0.23,392.3,0.04
557,Entry long,2026-04-13 21:30,long,2187.84,0.9141,1999.904544,19.6,0.98,44.42,2.22,-4.52,-0.23,392.3,0.04
558,Exit short,2026-04-14 00:30,long,2227.96,0.9052,1999.840256,-16.91,-0.85,8.4,0.42,-22.03,-1.10,375.39,0.04
558,Entry short,2026-04-13 23:45,short,2209.28,0.9052,1999.840256,-16.91,-0.85,8.4,0.42,-22.03,-1.10,375.39,0.04
559,Exit long,2026-04-14 11:00,short,2366.75,0.8976,1999.816896,124.58,6.23,149.67,7.48,-8.46,-0.42,499.96,0.05
559,Entry long,2026-04-14 00:30,long,2227.96,0.8976,1999.816896,124.58,6.23,149.67,7.48,-8.46,-0.42,499.96,0.05
560,Exit short,2026-04-14 14:45,long,2373.08,0.845,1999.90375,-5.35,-0.27,10.13,0.51,-8.39,-0.42,494.62,0.05
560,Entry short,2026-04-14 11:00,short,2366.75,0.845,1999.90375,-5.35,-0.27,10.13,0.51,-8.39,-0.42,494.62,0.05
561,Exit long,2026-04-14 18:30,short,2375.59,0.8427,1999.794516,2.12,0.11,19.34,0.97,-2.1,-0.10,496.73,0.05
561,Entry long,2026-04-14 14:45,long,2373.08,0.8427,1999.794516,2.12,0.11,19.34,0.97,-2.1,-0.10,496.73,0.05
562,Exit short,2026-04-14 22:15,long,2392.26,0.8418,1999.771662,-14.03,-0.70,6.72,0.34,-17.16,-0.86,482.7,0.05
562,Entry short,2026-04-14 18:30,short,2375.59,0.8418,1999.771662,-14.03,-0.70,6.72,0.34,-17.16,-0.86,482.7,0.05
563,Exit long,2026-04-14 23:00,short,2342.19,0.836,1999.92936,-41.86,-2.09,19.43,0.97,-49.78,-2.49,440.84,0.04
563,Entry long,2026-04-14 22:15,long,2392.26,0.836,1999.92936,-41.86,-2.09,19.43,0.97,-49.78,-2.49,440.84,0.04
564,Exit short,2026-04-15 05:45,long,2323.72,0.8539,1999.996041,15.77,0.79,33.55,1.68,-25.56,-1.28,456.61,0.05
564,Entry short,2026-04-14 23:00,short,2342.19,0.8539,1999.996041,15.77,0.79,33.55,1.68,-25.56,-1.28,456.61,0.05
565,Exit long,2026-04-15 06:30,short,2312.49,0.8606,1999.793432,-9.66,-0.48,7.43,0.37,-10.3,-0.52,446.95,0.04
565,Entry long,2026-04-15 05:45,long,2323.72,0.8606,1999.793432,-9.66,-0.48,7.43,0.37,-10.3,-0.52,446.95,0.04
566,Exit short,2026-04-15 07:15,long,2319.44,0.8648,1999.841352,-6.01,-0.30,0.41,0.02,-8.5,-0.43,440.94,0.04
566,Entry short,2026-04-15 06:30,short,2312.49,0.8648,1999.841352,-6.01,-0.30,0.41,0.02,-8.5,-0.43,440.94,0.04
567,Exit long,2026-04-15 11:00,short,2322.94,0.8622,1999.821168,3.02,0.15,20.11,1.01,-1.62,-0.08,443.95,0.04
567,Entry long,2026-04-15 07:15,long,2319.44,0.8622,1999.821168,3.02,0.15,20.11,1.01,-1.62,-0.08,443.95,0.04
568,Exit short,2026-04-15 12:30,long,2331.29,0.8609,1999.819046,-7.19,-0.36,2.04,0.10,-10.01,-0.50,436.77,0.04
568,Entry short,2026-04-15 11:00,short,2322.94,0.8609,1999.819046,-7.19,-0.36,2.04,0.10,-10.01,-0.50,436.77,0.04
569,Exit long,2026-04-15 14:00,short,2317.75,0.8578,1999.780562,-11.61,-0.58,5.95,0.30,-14.83,-0.74,425.15,0.04
569,Entry long,2026-04-15 12:30,long,2331.29,0.8578,1999.780562,-11.61,-0.58,5.95,0.30,-14.83,-0.74,425.15,0.04
570,Exit short,2026-04-15 16:15,long,2324.01,0.8629,1999.986475,-5.4,-0.27,7.98,0.40,-5.8,-0.29,419.75,0.04
570,Entry short,2026-04-15 14:00,short,2317.75,0.8629,1999.986475,-5.4,-0.27,7.98,0.40,-5.8,-0.29,419.75,0.04
571,Exit long,2026-04-15 17:45,short,2319.95,0.8605,1999.810605,-3.49,-0.17,7.74,0.39,-4.77,-0.24,416.26,0.04
571,Entry long,2026-04-15 16:15,long,2324.01,0.8605,1999.810605,-3.49,-0.17,7.74,0.39,-4.77,-0.24,416.26,0.04
572,Exit short,2026-04-15 19:15,long,2325.01,0.862,1999.7969,-4.36,-0.22,6.72,0.34,-9.74,-0.49,411.89,0.04
572,Entry short,2026-04-15 17:45,short,2319.95,0.862,1999.7969,-4.36,-0.22,6.72,0.34,-9.74,-0.49,411.89,0.04
573,Exit long,2026-04-15 23:45,short,2332.04,0.8602,1999.973602,6.05,0.30,21.03,1.05,-6.43,-0.32,417.94,0.04
573,Entry long,2026-04-15 19:15,long,2325.01,0.8602,1999.973602,6.05,0.30,21.03,1.05,-6.43,-0.32,417.94,0.04
574,Exit short,2026-04-16 00:30,long,2338.17,0.8576,1999.957504,-5.26,-0.26,2.52,0.13,-15.29,-0.76,412.68,0.04
574,Entry short,2026-04-15 23:45,short,2332.04,0.8576,1999.957504,-5.26,-0.26,2.52,0.13,-15.29,-0.76,412.68,0.04
575,Exit long,2026-04-16 05:45,short,2361.3,0.8553,1999.836801,19.78,0.99,40.58,2.03,-2.58,-0.13,432.47,0.04
575,Entry long,2026-04-16 00:30,long,2338.17,0.8553,1999.836801,19.78,0.99,40.58,2.03,-2.58,-0.13,432.47,0.04
576,Exit short,2026-04-16 06:30,long,2369.36,0.8469,1999.78497,-6.83,-0.34,0.82,0.04,-16.22,-0.81,425.64,0.04
576,Entry short,2026-04-16 05:45,short,2361.3,0.8469,1999.78497,-6.83,-0.34,0.82,0.04,-16.22,-0.81,425.64,0.04
577,Exit long,2026-04-16 07:15,short,2355.84,0.8441,1999.976776,-11.41,-0.57,3.55,0.18,-16.68,-0.83,414.23,0.04
577,Entry long,2026-04-16 06:30,long,2369.36,0.8441,1999.976776,-11.41,-0.57,3.55,0.18,-16.68,-0.83,414.23,0.04
578,Exit short,2026-04-16 11:00,long,2358,0.8489,1999.872576,-1.83,-0.09,9.17,0.46,-11.67,-0.58,412.4,0.04
578,Entry short,2026-04-16 07:15,short,2355.84,0.8489,1999.872576,-1.83,-0.09,9.17,0.46,-11.67,-0.58,412.4,0.04
