trade_no,entry_time,exit_time,dir,entry_px,exit_px,pnl
2493,2025-11-12 04:30:00,2025-11-12 05:15:00,SHORT,3434.64,3449.16,-14.52
2494,2025-11-12 05:15:00,2025-11-12 06:45:00,LONG,3449.16,3439.11,-10.05
2495,2025-11-12 06:45:00,2025-11-12 09:00:00,SHORT,3439.11,3487.48,-48.37
2496,2025-11-12 09:00:00,2025-11-12 12:45:00,LONG,3487.48,3552.36,64.88
2497,2025-11-12 12:45:00,2025-11-12 13:30:00,SHORT,3552.36,3583.55,-31.19
2498,2025-11-12 13:30:00,2025-11-12 15:00:00,LONG,3583.55,3487.62,-95.93
2499,2025-11-12 15:00:00,2025-11-12 17:15:00,SHORT,3487.62,3401.47,86.15
2500,2025-11-12 17:15:00,2025-11-12 19:30:00,LONG,3401.47,3409.61,8.14
2501,2025-11-12 19:30:00,2025-11-12 20:15:00,SHORT,3409.61,3425.65,-16.04
2502,2025-11-12 20:15:00,2025-11-12 21:00:00,LONG,3425.65,3429.19,3.54
2503,2025-11-12 21:00:00,2025-11-13 00:00:00,SHORT,3429.19,3416.07,13.12
2504,2025-11-13 00:00:00,2025-11-13 02:15:00,LONG,3416.07,3427.68,11.61
2505,2025-11-13 02:15:00,2025-11-13 03:45:00,SHORT,3427.68,3452.86,-25.18
2506,2025-11-13 03:45:00,2025-11-13 05:15:00,LONG,3452.86,3485.27,32.41
2507,2025-11-13 05:15:00,2025-11-13 06:00:00,SHORT,3485.27,3532.09,-46.82
2508,2025-11-13 06:00:00,2025-11-13 08:15:00,LONG,3532.09,3543.16,11.07
2509,2025-11-13 08:15:00,2025-11-13 10:30:00,SHORT,3543.16,3505.6,37.56
2510,2025-11-13 10:30:00,2025-11-13 12:00:00,LONG,3505.6,3484.11,-21.49
2511,2025-11-13 12:00:00,2025-11-13 12:45:00,SHORT,3484.11,3501.15,-17.04
2512,2025-11-13 12:45:00,2025-11-13 13:30:00,LONG,3501.15,3439.44,-61.71
2513,2025-11-13 13:30:00,2025-11-13 15:00:00,SHORT,3439.44,3442.64,-3.2
2514,2025-11-13 15:00:00,2025-11-13 15:45:00,LONG,3442.64,3386.85,-55.79
2515,2025-11-13 15:45:00,2025-11-13 19:30:00,SHORT,3386.85,3212.2,174.65
2516,2025-11-13 19:30:00,2025-11-13 20:15:00,LONG,3212.2,3175.43,-36.77
2517,2025-11-13 20:15:00,2025-11-13 21:45:00,SHORT,3175.43,3179.74,-4.31
2518,2025-11-13 21:45:00,2025-11-14 00:00:00,LONG,3179.74,3223.04,43.3
2519,2025-11-14 00:00:00,2025-11-14 02:15:00,SHORT,3223.04,3237.06,-14.02
2520,2025-11-14 02:15:00,2025-11-14 03:45:00,LONG,3237.06,3227.93,-9.13
2521,2025-11-14 03:45:00,2025-11-14 06:00:00,SHORT,3227.93,3174.85,53.08
2522,2025-11-14 06:00:00,2025-11-14 06:45:00,LONG,3174.85,3222.42,47.57
2523,2025-11-14 06:45:00,2025-11-14 07:30:00,SHORT,3222.42,3213.11,9.31
2524,2025-11-14 07:30:00,2025-11-14 08:15:00,LONG,3213.11,3193.92,-19.19
2525,2025-11-14 08:15:00,2025-11-14 09:00:00,SHORT,3193.92,3200.01,-6.09
2526,2025-11-14 09:00:00,2025-11-14 09:45:00,LONG,3200.01,3156.43,-43.58
2527,2025-11-14 09:45:00,2025-11-14 10:30:00,SHORT,3156.43,3189.05,-32.62
2528,2025-11-14 10:30:00,2025-11-14 11:15:00,LONG,3189.05,3155.78,-33.27
2529,2025-11-14 11:15:00,2025-11-14 14:15:00,SHORT,3155.78,3134.47,21.31
2530,2025-11-14 14:15:00,2025-11-14 18:00:00,LONG,3134.47,3203.5,69.03
2531,2025-11-14 18:00:00,2025-11-14 19:30:00,SHORT,3203.5,3190.01,13.49
2532,2025-11-14 19:30:00,2025-11-14 20:15:00,LONG,3190.01,3170.22,-19.79
2533,2025-11-14 20:15:00,2025-11-14 21:45:00,SHORT,3170.22,3167.44,2.78
2534,2025-11-14 21:45:00,2025-11-14 23:15:00,LONG,3167.44,3107.0,-60.44
2535,2025-11-14 23:15:00,2025-11-15 00:45:00,SHORT,3107.0,3141.26,-34.26
2536,2025-11-15 00:45:00,2025-11-15 03:45:00,LONG,3141.26,3179.16,37.9
2537,2025-11-15 03:45:00,2025-11-15 06:00:00,SHORT,3179.16,3180.86,-1.7
2538,2025-11-15 06:00:00,2025-11-15 06:45:00,LONG,3180.86,3175.53,-5.33
2539,2025-11-15 06:45:00,2025-11-15 07:30:00,SHORT,3175.53,3173.34,2.19
2540,2025-11-15 07:30:00,2025-11-15 08:15:00,LONG,3173.34,3158.31,-15.03
2541,2025-11-15 08:15:00,2025-11-15 09:45:00,SHORT,3158.31,3152.99,5.32
2542,2025-11-15 09:45:00,2025-11-15 12:00:00,LONG,3152.99,3159.11,6.12
2543,2025-11-15 12:00:00,2025-11-15 13:30:00,SHORT,3159.11,3177.56,-18.45
2544,2025-11-15 13:30:00,2025-11-15 15:00:00,LONG,3177.56,3183.9,6.34
2545,2025-11-15 15:00:00,2025-11-15 17:15:00,SHORT,3183.9,3200.07,-16.17
2546,2025-11-15 17:15:00,2025-11-15 18:45:00,LONG,3200.07,3208.1,8.03
2547,2025-11-15 18:45:00,2025-11-15 22:30:00,SHORT,3208.1,3164.72,43.38
2548,2025-11-15 22:30:00,2025-11-16 00:00:00,LONG,3164.72,3160.21,-4.51
2549,2025-11-16 00:00:00,2025-11-16 00:45:00,SHORT,3160.21,3152.59,7.62
2550,2025-11-16 00:45:00,2025-11-16 01:30:00,LONG,3152.59,3143.78,-8.81
2551,2025-11-16 01:30:00,2025-11-16 02:15:00,SHORT,3143.78,3178.0,-34.22
2552,2025-11-16 02:15:00,2025-11-16 04:30:00,LONG,3178.0,3190.72,12.72
2553,2025-11-16 04:30:00,2025-11-16 05:15:00,SHORT,3190.72,3208.39,-17.67
2554,2025-11-16 05:15:00,2025-11-16 06:00:00,LONG,3208.39,3212.16,3.77
2555,2025-11-16 06:00:00,2025-11-16 06:45:00,SHORT,3212.16,3201.21,10.95
2556,2025-11-16 06:45:00,2025-11-16 07:30:00,LONG,3201.21,3211.4,10.19
2557,2025-11-16 07:30:00,2025-11-16 09:00:00,SHORT,3211.4,3214.69,-3.29
2558,2025-11-16 09:00:00,2025-11-16 10:30:00,LONG,3214.69,3235.41,20.72
2559,2025-11-16 10:30:00,2025-11-16 12:45:00,SHORT,3235.41,3168.99,66.42
2560,2025-11-16 12:45:00,2025-11-16 13:30:00,LONG,3168.99,3146.82,-22.17
2561,2025-11-16 13:30:00,2025-11-16 14:15:00,SHORT,3146.82,3156.28,-9.46
2562,2025-11-16 14:15:00,2025-11-16 16:30:00,LONG,3156.28,3071.03,-85.25
2563,2025-11-16 16:30:00,2025-11-16 18:00:00,SHORT,3071.03,3117.13,-46.1
2564,2025-11-16 18:00:00,2025-11-16 18:45:00,LONG,3117.13,3060.44,-56.69
2565,2025-11-16 18:45:00,2025-11-16 19:30:00,SHORT,3060.44,3099.37,-38.93
2566,2025-11-16 19:30:00,2025-11-16 21:00:00,LONG,3099.37,3072.09,-27.28
2567,2025-11-16 21:00:00,2025-11-16 22:30:00,SHORT,3072.09,3066.01,6.08
2568,2025-11-16 22:30:00,2025-11-16 23:15:00,LONG,3066.01,3091.09,25.08
2569,2025-11-16 23:15:00,2025-11-17 00:00:00,SHORT,3091.09,3094.83,-3.74
2570,2025-11-17 00:00:00,2025-11-17 05:15:00,LONG,3094.83,3190.71,95.88
2571,2025-11-17 05:15:00,2025-11-17 06:00:00,SHORT,3190.71,3176.2,14.51
2572,2025-11-17 06:00:00,2025-11-17 06:45:00,LONG,3176.2,3194.0,17.8
2573,2025-11-17 06:45:00,2025-11-17 07:30:00,SHORT,3194.0,3201.64,-7.64
2574,2025-11-17 07:30:00,2025-11-17 08:15:00,LONG,3201.64,3197.96,-3.68
2575,2025-11-17 08:15:00,2025-11-17 11:15:00,SHORT,3197.96,3208.01,-10.05
2576,2025-11-17 11:15:00,2025-11-17 12:45:00,LONG,3208.01,3183.7,-24.31
2577,2025-11-17 12:45:00,2025-11-17 15:00:00,SHORT,3183.7,3136.55,47.15
2578,2025-11-17 15:00:00,2025-11-17 15:45:00,LONG,3136.55,3121.04,-15.51
2579,2025-11-17 15:45:00,2025-11-17 17:15:00,SHORT,3121.04,3099.77,21.27
2580,2025-11-17 17:15:00,2025-11-17 18:00:00,LONG,3099.77,3057.83,-41.94
2581,2025-11-17 18:00:00,2025-11-17 21:00:00,SHORT,3057.83,3020.34,37.49
2582,2025-11-17 21:00:00,2025-11-17 21:45:00,LONG,3020.34,3009.25,-11.09
2583,2025-11-17 21:45:00,2025-11-17 22:30:00,SHORT,3009.25,3030.46,-21.21
2584,2025-11-17 22:30:00,2025-11-17 23:15:00,LONG,3030.46,3017.81,-12.65
2585,2025-11-17 23:15:00,2025-11-18 00:00:00,SHORT,3017.81,3034.54,-16.73
2586,2025-11-18 00:00:00,2025-11-18 00:45:00,LONG,3034.54,3032.85,-1.69
2587,2025-11-18 00:45:00,2025-11-18 03:45:00,SHORT,3032.85,3023.97,8.88
2588,2025-11-18 03:45:00,2025-11-18 04:30:00,LONG,3023.97,2975.29,-48.68
2589,2025-11-18 04:30:00,2025-11-18 05:15:00,SHORT,2975.29,3014.19,-38.9
2590,2025-11-18 05:15:00,2025-11-18 06:45:00,LONG,3014.19,2989.76,-24.43
2591,2025-11-18 06:45:00,2025-11-18 07:30:00,SHORT,2989.76,3025.99,-36.23
2592,2025-11-18 07:30:00,2025-11-18 11:15:00,LONG,3025.99,3063.32,37.33
2593,2025-11-18 11:15:00,2025-11-18 12:45:00,SHORT,3063.32,3049.76,13.56
2594,2025-11-18 12:45:00,2025-11-18 13:30:00,LONG,3049.76,3038.87,-10.89
2595,2025-11-18 13:30:00,2025-11-18 15:00:00,SHORT,3038.87,3079.98,-41.11
2596,2025-11-18 15:00:00,2025-11-18 17:15:00,LONG,3079.98,3125.35,45.37
2597,2025-11-18 17:15:00,2025-11-18 18:45:00,SHORT,3125.35,3160.46,-35.11
2598,2025-11-18 18:45:00,2025-11-18 20:15:00,LONG,3160.46,3147.86,-12.6
2599,2025-11-18 20:15:00,2025-11-18 22:30:00,SHORT,3147.86,3123.48,24.38
2600,2025-11-18 22:30:00,2025-11-18 23:15:00,LONG,3123.48,3118.53,-4.95
2601,2025-11-18 23:15:00,2025-11-19 00:00:00,SHORT,3118.53,3103.43,15.1
2602,2025-11-19 00:00:00,2025-11-19 03:45:00,LONG,3103.43,3073.02,-30.41
2603,2025-11-19 03:45:00,2025-11-19 06:45:00,SHORT,3073.02,3041.15,31.87
2604,2025-11-19 06:45:00,2025-11-19 09:00:00,LONG,3041.15,3067.42,26.27
2605,2025-11-19 09:00:00,2025-11-19 09:45:00,SHORT,3067.42,3088.24,-20.82
2606,2025-11-19 09:45:00,2025-11-19 12:00:00,LONG,3088.24,3087.87,-0.37
2607,2025-11-19 12:00:00,2025-11-19 12:45:00,SHORT,3087.87,3100.82,-12.95
2608,2025-11-19 12:45:00,2025-11-19 14:15:00,LONG,3100.82,3027.52,-73.3
2609,2025-11-19 14:15:00,2025-11-19 15:00:00,SHORT,3027.52,3086.29,-58.77
2610,2025-11-19 15:00:00,2025-11-19 15:45:00,LONG,3086.29,2973.16,-113.13
2611,2025-11-19 15:45:00,2025-11-19 20:15:00,SHORT,2973.16,2919.58,53.58
2612,2025-11-19 20:15:00,2025-11-20 01:30:00,LONG,2919.58,3040.83,121.25
2613,2025-11-20 01:30:00,2025-11-20 02:15:00,SHORT,3040.83,3034.07,6.76
2614,2025-11-20 02:15:00,2025-11-20 04:30:00,LONG,3034.07,3026.94,-7.13
2615,2025-11-20 04:30:00,2025-11-20 05:15:00,SHORT,3026.94,3037.37,-10.43
2616,2025-11-20 05:15:00,2025-11-20 06:00:00,LONG,3037.37,3037.25,-0.12
2617,2025-11-20 06:00:00,2025-11-20 07:30:00,SHORT,3037.25,3033.67,3.58
2618,2025-11-20 07:30:00,2025-11-20 08:15:00,LONG,3033.67,3036.24,2.57
2619,2025-11-20 08:15:00,2025-11-20 10:30:00,SHORT,3036.24,3008.91,27.33
2620,2025-11-20 10:30:00,2025-11-20 13:30:00,LONG,3008.91,3001.8,-7.11
2621,2025-11-20 13:30:00,2025-11-20 15:00:00,SHORT,3001.8,2973.07,28.73
2622,2025-11-20 15:00:00,2025-11-20 16:30:00,LONG,2973.07,2868.4,-104.67
2623,2025-11-20 16:30:00,2025-11-20 18:00:00,SHORT,2868.4,2858.8,9.6
2624,2025-11-20 18:00:00,2025-11-20 18:45:00,LONG,2858.8,2813.66,-45.14
2625,2025-11-20 18:45:00,2025-11-20 19:30:00,SHORT,2813.66,2834.51,-20.85
2626,2025-11-20 19:30:00,2025-11-20 20:15:00,LONG,2834.51,2851.56,17.05
2627,2025-11-20 20:15:00,2025-11-20 21:45:00,SHORT,2851.56,2879.65,-28.09
2628,2025-11-20 21:45:00,2025-11-20 23:15:00,LONG,2879.65,2864.45,-15.2
2629,2025-11-20 23:15:00,2025-11-21 00:45:00,SHORT,2864.45,2861.08,3.37
2630,2025-11-21 00:45:00,2025-11-21 02:15:00,LONG,2861.08,2838.19,-22.89
2631,2025-11-21 02:15:00,2025-11-21 03:45:00,SHORT,2838.19,2809.18,29.01
2632,2025-11-21 03:45:00,2025-11-21 06:00:00,LONG,2809.18,2808.64,-0.54
2633,2025-11-21 06:00:00,2025-11-21 08:15:00,SHORT,2808.64,2736.4,72.24
2634,2025-11-21 08:15:00,2025-11-21 09:45:00,LONG,2736.4,2681.42,-54.98
2635,2025-11-21 09:45:00,2025-11-21 11:15:00,SHORT,2681.42,2710.79,-29.37
2636,2025-11-21 11:15:00,2025-11-21 12:00:00,LONG,2710.79,2686.17,-24.62
2637,2025-11-21 12:00:00,2025-11-21 12:45:00,SHORT,2686.17,2727.59,-41.42
2638,2025-11-21 12:45:00,2025-11-21 14:15:00,LONG,2727.59,2727.57,-0.02
2639,2025-11-21 14:15:00,2025-11-21 15:00:00,SHORT,2727.57,2742.18,-14.61
2640,2025-11-21 15:00:00,2025-11-21 15:45:00,LONG,2742.18,2705.32,-36.86
2641,2025-11-21 15:45:00,2025-11-21 16:30:00,SHORT,2705.32,2714.61,-9.29
2642,2025-11-21 16:30:00,2025-11-21 18:00:00,LONG,2714.61,2730.29,15.68
2643,2025-11-21 18:00:00,2025-11-21 18:45:00,SHORT,2730.29,2779.15,-48.86
2644,2025-11-21 18:45:00,2025-11-21 20:15:00,LONG,2779.15,2711.28,-67.87
2645,2025-11-21 20:15:00,2025-11-21 21:00:00,SHORT,2711.28,2745.26,-33.98
2646,2025-11-21 21:00:00,2025-11-21 22:30:00,LONG,2745.26,2745.48,0.22
2647,2025-11-21 22:30:00,2025-11-22 00:00:00,SHORT,2745.48,2777.49,-32.01
2648,2025-11-22 00:00:00,2025-11-22 02:15:00,LONG,2777.49,2757.02,-20.47
2649,2025-11-22 02:15:00,2025-11-22 05:15:00,SHORT,2757.02,2737.12,19.9
2650,2025-11-22 05:15:00,2025-11-22 08:15:00,LONG,2737.12,2729.01,-8.11
2651,2025-11-22 08:15:00,2025-11-22 11:15:00,SHORT,2729.01,2736.32,-7.31
2652,2025-11-22 11:15:00,2025-11-22 12:45:00,LONG,2736.32,2721.08,-15.24
2653,2025-11-22 12:45:00,2025-11-22 14:15:00,SHORT,2721.08,2745.31,-24.23
2654,2025-11-22 14:15:00,2025-11-22 15:45:00,LONG,2745.31,2738.92,-6.39
2655,2025-11-22 15:45:00,2025-11-22 16:30:00,SHORT,2738.92,2756.25,-17.33
2656,2025-11-22 16:30:00,2025-11-22 17:15:00,LONG,2756.25,2756.49,0.24
2657,2025-11-22 17:15:00,2025-11-22 20:15:00,SHORT,2756.49,2754.72,1.77
2658,2025-11-22 20:15:00,2025-11-22 21:00:00,LONG,2754.72,2739.74,-14.98
2659,2025-11-22 21:00:00,2025-11-22 21:45:00,SHORT,2739.74,2747.5,-7.76
2660,2025-11-22 21:45:00,2025-11-23 00:00:00,LONG,2747.5,2779.09,31.59
2661,2025-11-23 00:00:00,2025-11-23 01:30:00,SHORT,2779.09,2803.23,-24.14
2662,2025-11-23 01:30:00,2025-11-23 06:45:00,LONG,2803.23,2810.33,7.1
2663,2025-11-23 06:45:00,2025-11-23 08:15:00,SHORT,2810.33,2807.14,3.19
2664,2025-11-23 08:15:00,2025-11-23 10:30:00,LONG,2807.14,2810.82,3.68
2665,2025-11-23 10:30:00,2025-11-23 12:00:00,SHORT,2810.82,2828.28,-17.46
2666,2025-11-23 12:00:00,2025-11-23 14:15:00,LONG,2828.28,2829.27,0.99
2667,2025-11-23 14:15:00,2025-11-23 15:45:00,SHORT,2829.27,2836.5,-7.23
2668,2025-11-23 15:45:00,2025-11-23 16:30:00,LONG,2836.5,2830.99,-5.51
2669,2025-11-23 16:30:00,2025-11-23 18:45:00,SHORT,2830.99,2808.87,22.12
2670,2025-11-23 18:45:00,2025-11-23 21:00:00,LONG,2808.87,2823.01,14.14
2671,2025-11-23 21:00:00,2025-11-23 22:30:00,SHORT,2823.01,2830.8,-7.79
2672,2025-11-23 22:30:00,2025-11-23 23:15:00,LONG,2830.8,2806.2,-24.6
2673,2025-11-23 23:15:00,2025-11-24 00:45:00,SHORT,2806.2,2788.34,17.86
2674,2025-11-24 00:45:00,2025-11-24 04:30:00,LONG,2788.34,2827.8,39.46
2675,2025-11-24 04:30:00,2025-11-24 05:15:00,SHORT,2827.8,2877.93,-50.13
2676,2025-11-24 05:15:00,2025-11-24 06:45:00,LONG,2877.93,2839.43,-38.5
2677,2025-11-24 06:45:00,2025-11-24 09:00:00,SHORT,2839.43,2815.44,23.99
2678,2025-11-24 09:00:00,2025-11-24 09:45:00,LONG,2815.44,2797.72,-17.72
2679,2025-11-24 09:45:00,2025-11-24 10:30:00,SHORT,2797.72,2801.73,-4.01
2680,2025-11-24 10:30:00,2025-11-24 12:45:00,LONG,2801.73,2803.86,2.13
2681,2025-11-24 12:45:00,2025-11-24 13:30:00,SHORT,2803.86,2826.95,-23.09
2682,2025-11-24 13:30:00,2025-11-24 14:15:00,LONG,2826.95,2798.36,-28.59
2683,2025-11-24 14:15:00,2025-11-24 15:00:00,SHORT,2798.36,2833.39,-35.03
2684,2025-11-24 15:00:00,2025-11-24 21:00:00,LONG,2833.39,2968.21,134.82
2685,2025-11-24 21:00:00,2025-11-24 23:15:00,SHORT,2968.21,2967.59,0.62
2686,2025-11-24 23:15:00,2025-11-25 00:00:00,LONG,2967.59,2939.54,-28.05
2687,2025-11-25 00:00:00,2025-11-25 00:45:00,SHORT,2939.54,2943.03,-3.49
2688,2025-11-25 00:45:00,2025-11-25 01:30:00,LONG,2943.03,2937.08,-5.95
2689,2025-11-25 01:30:00,2025-11-25 03:00:00,SHORT,2937.08,2924.42,12.66
2690,2025-11-25 03:00:00,2025-11-25 03:45:00,LONG,2924.42,2911.99,-12.43
2691,2025-11-25 03:45:00,2025-11-25 04:30:00,SHORT,2911.99,2931.92,-19.93
2692,2025-11-25 04:30:00,2025-11-25 05:15:00,LONG,2931.92,2921.62,-10.3
2693,2025-11-25 05:15:00,2025-11-25 09:45:00,SHORT,2921.62,2891.89,29.73
2694,2025-11-25 09:45:00,2025-11-25 12:00:00,LONG,2891.89,2921.88,29.99
2695,2025-11-25 12:00:00,2025-11-25 12:45:00,SHORT,2921.88,2927.14,-5.26
2696,2025-11-25 12:45:00,2025-11-25 14:15:00,LONG,2927.14,2913.41,-13.73
2697,2025-11-25 14:15:00,2025-11-25 15:45:00,SHORT,2913.41,2895.45,17.96
2698,2025-11-25 15:45:00,2025-11-25 18:00:00,LONG,2895.45,2945.94,50.49
2699,2025-11-25 18:00:00,2025-11-25 20:15:00,SHORT,2945.94,2931.37,14.57
2700,2025-11-25 20:15:00,2025-11-26 00:00:00,LONG,2931.37,2954.49,23.12
2701,2025-11-26 00:00:00,2025-11-26 01:30:00,SHORT,2954.49,2977.59,-23.1
2702,2025-11-26 01:30:00,2025-11-26 03:00:00,LONG,2977.59,2956.36,-21.23
2703,2025-11-26 03:00:00,2025-11-26 04:30:00,SHORT,2956.36,2934.49,21.87
2704,2025-11-26 04:30:00,2025-11-26 08:15:00,LONG,2934.49,2924.73,-9.76
2705,2025-11-26 08:15:00,2025-11-26 10:30:00,SHORT,2924.73,2912.52,12.21
2706,2025-11-26 10:30:00,2025-11-26 12:45:00,LONG,2912.52,2901.6,-10.92
2707,2025-11-26 12:45:00,2025-11-26 13:30:00,SHORT,2901.6,2923.93,-22.33
2708,2025-11-26 13:30:00,2025-11-26 15:00:00,LONG,2923.93,2927.56,3.63
2709,2025-11-26 15:00:00,2025-11-26 16:30:00,SHORT,2927.56,2949.0,-21.44
2710,2025-11-26 16:30:00,2025-11-26 17:15:00,LONG,2949.0,2975.85,26.85
2711,2025-11-26 17:15:00,2025-11-26 18:00:00,SHORT,2975.85,3038.65,-62.8
2712,2025-11-26 18:00:00,2025-11-26 18:45:00,LONG,3038.65,3034.22,-4.43
2713,2025-11-26 18:45:00,2025-11-26 21:00:00,SHORT,3034.22,3017.6,16.62
2714,2025-11-26 21:00:00,2025-11-26 22:30:00,LONG,3017.6,3021.99,4.39
2715,2025-11-26 22:30:00,2025-11-26 23:15:00,SHORT,3021.99,3018.58,3.41
2716,2025-11-26 23:15:00,2025-11-27 03:00:00,LONG,3018.58,3043.01,24.43
2717,2025-11-27 03:00:00,2025-11-27 06:45:00,SHORT,3043.01,3028.04,14.97
2718,2025-11-27 06:45:00,2025-11-27 08:15:00,LONG,3028.04,3022.93,-5.11
2719,2025-11-27 08:15:00,2025-11-27 09:00:00,SHORT,3022.93,3026.93,-4.0
2720,2025-11-27 09:00:00,2025-11-27 12:00:00,LONG,3026.93,3025.57,-1.36
2721,2025-11-27 12:00:00,2025-11-27 15:00:00,SHORT,3025.57,2992.66,32.91
2722,2025-11-27 15:00:00,2025-11-27 17:15:00,LONG,2992.66,3016.56,23.9
2723,2025-11-27 17:15:00,2025-11-27 18:00:00,SHORT,3016.56,3022.1,-5.54
2724,2025-11-27 18:00:00,2025-11-27 19:30:00,LONG,3022.1,3035.88,13.78
2725,2025-11-27 19:30:00,2025-11-27 20:15:00,SHORT,3035.88,3037.23,-1.35
2726,2025-11-27 20:15:00,2025-11-27 21:00:00,LONG,3037.23,3037.97,0.74
2727,2025-11-27 21:00:00,2025-11-27 23:15:00,SHORT,3037.97,3012.61,25.36
2728,2025-11-27 23:15:00,2025-11-28 00:45:00,LONG,3012.61,3014.62,2.01
2729,2025-11-28 00:45:00,2025-11-28 02:15:00,SHORT,3014.62,2999.28,15.34
2730,2025-11-28 02:15:00,2025-11-28 03:45:00,LONG,2999.28,3008.63,9.35
2731,2025-11-28 03:45:00,2025-11-28 04:30:00,SHORT,3008.63,3015.13,-6.5
2732,2025-11-28 04:30:00,2025-11-28 06:45:00,LONG,3015.13,3010.01,-5.12
2733,2025-11-28 06:45:00,2025-11-28 07:30:00,SHORT,3010.01,3010.52,-0.51
2734,2025-11-28 07:30:00,2025-11-28 09:45:00,LONG,3010.52,3055.27,44.75
2735,2025-11-28 09:45:00,2025-11-28 12:45:00,SHORT,3055.27,3036.08,19.19
2736,2025-11-28 12:45:00,2025-11-28 15:00:00,LONG,3036.08,3067.12,31.04
2737,2025-11-28 15:00:00,2025-11-28 18:00:00,SHORT,3067.12,3046.66,20.46
2738,2025-11-28 18:00:00,2025-11-28 20:15:00,LONG,3046.66,3053.76,7.1
2739,2025-11-28 20:15:00,2025-11-28 21:00:00,SHORT,3053.76,3053.2,0.56
2740,2025-11-28 21:00:00,2025-11-28 21:45:00,LONG,3053.2,3036.55,-16.65
2741,2025-11-28 21:45:00,2025-11-28 23:15:00,SHORT,3036.55,3037.36,-0.81
2742,2025-11-28 23:15:00,2025-11-29 00:00:00,LONG,3037.36,3034.23,-3.13
2743,2025-11-29 00:00:00,2025-11-29 00:45:00,SHORT,3034.23,3035.95,-1.72
2744,2025-11-29 00:45:00,2025-11-29 01:30:00,LONG,3035.95,3035.88,-0.07
2745,2025-11-29 01:30:00,2025-11-29 04:30:00,SHORT,3035.88,3031.21,4.67
2746,2025-11-29 04:30:00,2025-11-29 06:00:00,LONG,3031.21,3036.5,5.29
2747,2025-11-29 06:00:00,2025-11-29 08:15:00,SHORT,3036.5,3005.96,30.54
2748,2025-11-29 08:15:00,2025-11-29 09:45:00,LONG,3005.96,3002.05,-3.91
2749,2025-11-29 09:45:00,2025-11-29 10:30:00,SHORT,3002.05,3002.67,-0.62
2750,2025-11-29 10:30:00,2025-11-29 11:15:00,LONG,3002.67,2996.85,-5.82
2751,2025-11-29 11:15:00,2025-11-29 12:00:00,SHORT,2996.85,2995.06,1.79
2752,2025-11-29 12:00:00,2025-11-29 14:15:00,LONG,2995.06,2994.87,-0.19
2753,2025-11-29 14:15:00,2025-11-29 15:45:00,SHORT,2994.87,3007.41,-12.54
2754,2025-11-29 15:45:00,2025-11-29 16:30:00,LONG,3007.41,3001.83,-5.58
2755,2025-11-29 16:30:00,2025-11-29 18:45:00,SHORT,3001.83,2994.72,7.11
2756,2025-11-29 18:45:00,2025-11-29 20:15:00,LONG,2994.72,2991.11,-3.61
2757,2025-11-29 20:15:00,2025-11-29 21:00:00,SHORT,2991.11,2988.37,2.74
2758,2025-11-29 21:00:00,2025-11-29 22:30:00,LONG,2988.37,2990.45,2.08
2759,2025-11-29 22:30:00,2025-11-30 00:45:00,SHORT,2990.45,2997.31,-6.86
2760,2025-11-30 00:45:00,2025-11-30 03:00:00,LONG,2997.31,2989.8,-7.51
2761,2025-11-30 03:00:00,2025-11-30 03:45:00,SHORT,2989.8,3001.69,-11.89
2762,2025-11-30 03:45:00,2025-11-30 04:30:00,LONG,3001.69,2998.02,-3.67
2763,2025-11-30 04:30:00,2025-11-30 06:00:00,SHORT,2998.02,2989.44,8.58
2764,2025-11-30 06:00:00,2025-11-30 08:15:00,LONG,2989.44,3009.01,19.57
2765,2025-11-30 08:15:00,2025-11-30 09:45:00,SHORT,3009.01,3010.16,-1.15
2766,2025-11-30 09:45:00,2025-11-30 11:15:00,LONG,3010.16,3004.85,-5.31
2767,2025-11-30 11:15:00,2025-11-30 12:45:00,SHORT,3004.85,3025.99,-21.14
2768,2025-11-30 12:45:00,2025-11-30 15:00:00,LONG,3025.99,3030.19,4.2
2769,2025-11-30 15:00:00,2025-11-30 16:30:00,SHORT,3030.19,3044.33,-14.14
2770,2025-11-30 16:30:00,2025-11-30 17:15:00,LONG,3044.33,3035.19,-9.14
2771,2025-11-30 17:15:00,2025-11-30 18:00:00,SHORT,3035.19,3034.74,0.45
2772,2025-11-30 18:00:00,2025-11-30 18:45:00,LONG,3034.74,3036.9,2.16
2773,2025-11-30 18:45:00,2025-11-30 20:15:00,SHORT,3036.9,3029.95,6.95
2774,2025-11-30 20:15:00,2025-11-30 21:00:00,LONG,3029.95,3020.7,-9.25
2775,2025-11-30 21:00:00,2025-11-30 22:30:00,SHORT,3020.7,3026.18,-5.48
2776,2025-11-30 22:30:00,2025-11-30 23:15:00,LONG,3026.18,3008.6,-17.58
2777,2025-11-30 23:15:00,2025-12-01 02:15:00,SHORT,3008.6,2853.59,155.01
2778,2025-12-01 02:15:00,2025-12-01 03:00:00,LONG,2853.59,2825.42,-28.17
2779,2025-12-01 03:00:00,2025-12-01 03:45:00,SHORT,2825.42,2825.77,-0.35
2780,2025-12-01 03:45:00,2025-12-01 04:30:00,LONG,2825.77,2814.65,-11.12
2781,2025-12-01 04:30:00,2025-12-01 06:00:00,SHORT,2814.65,2829.6,-14.95
2782,2025-12-01 06:00:00,2025-12-01 08:15:00,LONG,2829.6,2837.75,8.15
