trade_no,entry_time,exit_time,dir,entry_px,exit_px,pnl
592,2025-09-26 09:15:00,2025-09-26 12:30:00,SHORT,3927.48,3919.8,7.68
593,2025-09-26 12:30:00,2025-09-27 05:00:00,LONG,3919.8,4016.43,96.63
594,2025-09-27 05:00:00,2025-09-27 12:30:00,SHORT,4016.43,4003.04,13.39
595,2025-09-27 12:30:00,2025-09-27 15:00:00,LONG,4003.04,4009.0,5.96
596,2025-09-27 15:00:00,2025-09-27 15:15:00,SHORT,4009.0,4009.86,-0.86
597,2025-09-27 15:15:00,2025-09-27 17:00:00,LONG,4009.86,4001.94,-7.92
598,2025-09-27 17:00:00,2025-09-27 20:30:00,SHORT,4001.94,4007.35,-5.41
599,2025-09-27 20:30:00,2025-09-28 01:00:00,LONG,4007.35,4006.17,-1.18
600,2025-09-28 01:00:00,2025-09-28 05:15:00,SHORT,4006.17,4008.01,-1.84
601,2025-09-28 05:15:00,2025-09-28 06:15:00,LONG,4008.01,4006.36,-1.65
602,2025-09-28 06:15:00,2025-09-28 13:45:00,SHORT,4006.36,4012.95,-6.59
603,2025-09-28 13:45:00,2025-09-29 07:15:00,LONG,4012.95,4089.73,76.78
604,2025-09-29 07:15:00,2025-09-29 07:30:00,SHORT,4089.73,4101.92,-12.19
605,2025-09-29 07:30:00,2025-09-29 10:45:00,LONG,4101.92,4114.98,13.06
606,2025-09-29 10:45:00,2025-09-29 13:30:00,SHORT,4114.98,4123.05,-8.07
607,2025-09-29 13:30:00,2025-09-30 04:45:00,LONG,4123.05,4190.33,67.28
608,2025-09-30 04:45:00,2025-09-30 19:45:00,SHORT,4190.33,4144.42,45.91
609,2025-09-30 19:45:00,2025-09-30 23:00:00,LONG,4144.42,4126.69,-17.72
610,2025-09-30 23:00:00,2025-10-01 00:45:00,SHORT,4126.69,4134.95,-8.26
611,2025-10-01 00:45:00,2025-10-01 03:45:00,LONG,4134.95,4131.03,-3.92
612,2025-10-01 03:45:00,2025-10-01 04:00:00,SHORT,4131.03,4135.9,-4.87
613,2025-10-01 04:00:00,2025-10-01 04:45:00,LONG,4135.9,4137.44,1.53
614,2025-10-01 04:45:00,2025-10-01 05:00:00,SHORT,4137.44,4150.36,-12.92
615,2025-10-01 05:00:00,2025-10-01 06:15:00,LONG,4150.36,4132.52,-17.84
616,2025-10-01 06:15:00,2025-10-01 08:00:00,SHORT,4132.52,4152.87,-20.36
617,2025-10-01 08:00:00,2025-10-01 21:30:00,LONG,4152.87,4311.07,158.2
618,2025-10-01 21:30:00,2025-10-01 22:00:00,SHORT,4311.07,4316.49,-5.41
619,2025-10-01 22:00:00,2025-10-02 14:30:00,LONG,4316.49,4399.26,82.78
620,2025-10-02 14:30:00,2025-10-02 15:00:00,SHORT,4399.26,4394.6,4.67
621,2025-10-02 15:00:00,2025-10-03 06:45:00,LONG,4394.6,4466.24,71.65
622,2025-10-03 06:45:00,2025-10-03 10:15:00,SHORT,4466.24,4482.01,-15.77
623,2025-10-03 10:15:00,2025-10-03 11:00:00,LONG,4482.01,4482.71,0.7
624,2025-10-03 11:00:00,2025-10-03 12:30:00,SHORT,4482.71,4483.19,-0.48
625,2025-10-03 12:30:00,2025-10-03 13:00:00,LONG,4483.19,4474.08,-9.11
626,2025-10-03 13:00:00,2025-10-03 13:15:00,SHORT,4474.08,4478.7,-4.62
627,2025-10-03 13:15:00,2025-10-03 13:30:00,LONG,4478.7,4476.78,-1.92
628,2025-10-03 13:30:00,2025-10-03 15:15:00,SHORT,4476.78,4486.57,-9.78
629,2025-10-03 15:15:00,2025-10-03 17:45:00,LONG,4486.57,4472.13,-14.44
630,2025-10-03 17:45:00,2025-10-03 19:15:00,SHORT,4472.13,4527.82,-55.69
631,2025-10-03 19:15:00,2025-10-04 00:15:00,LONG,4527.82,4499.57,-28.25
632,2025-10-04 00:15:00,2025-10-04 06:15:00,SHORT,4499.57,4514.69,-15.12
633,2025-10-04 06:15:00,2025-10-04 07:45:00,LONG,4514.69,4498.23,-16.46
634,2025-10-04 07:45:00,2025-10-04 10:15:00,SHORT,4498.23,4502.81,-4.58
635,2025-10-04 10:15:00,2025-10-04 10:30:00,LONG,4502.81,4495.14,-7.67
636,2025-10-04 10:30:00,2025-10-04 13:00:00,SHORT,4495.14,4486.58,8.55
637,2025-10-04 13:00:00,2025-10-04 14:45:00,LONG,4486.58,4491.31,4.72
638,2025-10-04 14:45:00,2025-10-04 20:15:00,SHORT,4491.31,4479.24,12.06
639,2025-10-04 20:15:00,2025-10-04 20:45:00,LONG,4479.24,4478.32,-0.92
640,2025-10-04 20:45:00,2025-10-04 21:00:00,SHORT,4478.32,4480.79,-2.46
641,2025-10-04 21:00:00,2025-10-05 00:45:00,LONG,4480.79,4474.11,-6.68
642,2025-10-05 00:45:00,2025-10-05 01:00:00,SHORT,4474.11,4478.32,-4.21
643,2025-10-05 01:00:00,2025-10-05 12:30:00,LONG,4478.32,4534.68,56.37
644,2025-10-05 12:30:00,2025-10-06 01:15:00,SHORT,4534.68,4522.13,12.56
645,2025-10-06 01:15:00,2025-10-06 05:00:00,LONG,4522.13,4516.23,-5.89
646,2025-10-06 05:00:00,2025-10-06 05:15:00,SHORT,4516.23,4521.89,-5.66
647,2025-10-06 05:15:00,2025-10-07 01:45:00,LONG,4521.89,4674.98,153.09
648,2025-10-07 01:45:00,2025-10-07 04:15:00,SHORT,4674.98,4690.88,-15.89
649,2025-10-07 04:15:00,2025-10-07 06:15:00,LONG,4690.88,4690.48,-0.4
650,2025-10-07 06:15:00,2025-10-07 10:00:00,SHORT,4690.48,4689.1,1.38
651,2025-10-07 10:00:00,2025-10-07 13:30:00,LONG,4689.1,4738.14,49.03
652,2025-10-07 13:30:00,2025-10-08 08:15:00,SHORT,4738.14,4470.93,267.21
653,2025-10-08 08:15:00,2025-10-08 13:30:00,LONG,4470.93,4465.46,-5.47
654,2025-10-08 13:30:00,2025-10-08 13:45:00,SHORT,4465.46,4469.57,-4.11
655,2025-10-08 13:45:00,2025-10-08 14:30:00,LONG,4469.57,4462.37,-7.2
656,2025-10-08 14:30:00,2025-10-08 16:45:00,SHORT,4462.37,4477.55,-15.17
657,2025-10-08 16:45:00,2025-10-09 01:00:00,LONG,4477.55,4502.14,24.59
658,2025-10-09 01:00:00,2025-10-09 21:00:00,SHORT,4502.14,4347.5,154.64
659,2025-10-09 21:00:00,2025-10-10 05:00:00,LONG,4347.5,4328.72,-18.79
660,2025-10-10 05:00:00,2025-10-10 05:15:00,SHORT,4328.72,4345.74,-17.03
661,2025-10-10 05:15:00,2025-10-10 06:15:00,LONG,4345.74,4354.86,9.12
662,2025-10-10 06:15:00,2025-10-10 13:00:00,SHORT,4354.86,4357.36,-2.5
663,2025-10-10 13:00:00,2025-10-10 14:15:00,LONG,4357.36,4332.23,-25.13
664,2025-10-10 14:15:00,2025-10-11 09:00:00,SHORT,4332.23,3837.39,494.84
665,2025-10-11 09:00:00,2025-10-11 14:15:00,LONG,3837.39,3802.5,-34.89
666,2025-10-11 14:15:00,2025-10-11 15:00:00,SHORT,3802.5,3830.66,-28.16
667,2025-10-11 15:00:00,2025-10-11 19:00:00,LONG,3830.66,3806.73,-23.93
668,2025-10-11 19:00:00,2025-10-12 03:15:00,SHORT,3806.73,3781.33,25.4
669,2025-10-12 03:15:00,2025-10-13 04:00:00,LONG,3781.33,4127.69,346.36
670,2025-10-13 04:00:00,2025-10-13 04:45:00,SHORT,4127.69,4142.46,-14.77
671,2025-10-13 04:45:00,2025-10-13 05:00:00,LONG,4142.46,4128.42,-14.04
672,2025-10-13 05:00:00,2025-10-13 06:00:00,SHORT,4128.42,4142.74,-14.32
673,2025-10-13 06:00:00,2025-10-13 09:00:00,LONG,4142.74,4160.52,17.78
674,2025-10-13 09:00:00,2025-10-13 09:30:00,SHORT,4160.52,4162.87,-2.34
675,2025-10-13 09:30:00,2025-10-13 11:00:00,LONG,4162.87,4141.02,-21.84
676,2025-10-13 11:00:00,2025-10-13 13:45:00,SHORT,4141.02,4164.8,-23.78
677,2025-10-13 13:45:00,2025-10-13 14:00:00,LONG,4164.8,4132.68,-32.12
678,2025-10-13 14:00:00,2025-10-13 16:00:00,SHORT,4132.68,4157.07,-24.4
679,2025-10-13 16:00:00,2025-10-14 02:00:00,LONG,4157.07,4194.79,37.72
680,2025-10-14 02:00:00,2025-10-14 15:30:00,SHORT,4194.79,4012.53,182.26
681,2025-10-14 15:30:00,2025-10-15 03:15:00,LONG,4012.53,4087.0,74.47
682,2025-10-15 03:15:00,2025-10-15 04:45:00,SHORT,4087.0,4118.39,-31.39
683,2025-10-15 04:45:00,2025-10-15 05:15:00,LONG,4118.39,4104.87,-13.52
684,2025-10-15 05:15:00,2025-10-15 08:00:00,SHORT,4104.87,4132.97,-28.1
685,2025-10-15 08:00:00,2025-10-15 11:15:00,LONG,4132.97,4099.31,-33.67
686,2025-10-15 11:15:00,2025-10-16 01:00:00,SHORT,4099.31,3993.46,105.85
687,2025-10-16 01:00:00,2025-10-16 08:30:00,LONG,3993.46,3983.03,-10.42
688,2025-10-16 08:30:00,2025-10-16 09:00:00,SHORT,3983.03,4005.87,-22.84
689,2025-10-16 09:00:00,2025-10-16 09:15:00,LONG,4005.87,3990.22,-15.65
690,2025-10-16 09:15:00,2025-10-16 09:45:00,SHORT,3990.22,4042.1,-51.89
691,2025-10-16 09:45:00,2025-10-16 13:45:00,LONG,4042.1,4039.42,-2.68
692,2025-10-16 13:45:00,2025-10-16 14:30:00,SHORT,4039.42,4022.72,16.7
693,2025-10-16 14:30:00,2025-10-16 14:45:00,LONG,4022.72,4022.27,-0.46
694,2025-10-16 14:45:00,2025-10-17 01:00:00,SHORT,4022.27,3939.58,82.68
695,2025-10-17 01:00:00,2025-10-17 01:30:00,LONG,3939.58,3916.97,-22.62
696,2025-10-17 01:30:00,2025-10-17 02:30:00,SHORT,3916.97,3916.0,0.96
697,2025-10-17 02:30:00,2025-10-17 06:15:00,LONG,3916.0,3883.88,-32.13
698,2025-10-17 06:15:00,2025-10-17 16:00:00,SHORT,3883.88,3823.29,60.59
699,2025-10-17 16:00:00,2025-10-18 04:30:00,LONG,3823.29,3847.26,23.97
700,2025-10-18 04:30:00,2025-10-18 05:00:00,SHORT,3847.26,3853.49,-6.24
701,2025-10-18 05:00:00,2025-10-18 13:30:00,LONG,3853.49,3865.31,11.82
702,2025-10-18 13:30:00,2025-10-18 17:15:00,SHORT,3865.31,3880.01,-14.69
703,2025-10-18 17:15:00,2025-10-19 00:30:00,LONG,3880.01,3876.26,-3.75
704,2025-10-19 00:30:00,2025-10-19 03:15:00,SHORT,3876.26,3874.74,1.52
705,2025-10-19 03:15:00,2025-10-19 06:30:00,LONG,3874.74,3880.08,5.34
706,2025-10-19 06:30:00,2025-10-19 08:00:00,SHORT,3880.08,3895.55,-15.47
707,2025-10-19 08:00:00,2025-10-20 00:00:00,LONG,3895.55,3969.96,74.41
708,2025-10-20 00:00:00,2025-10-20 03:30:00,SHORT,3969.96,3974.36,-4.4
709,2025-10-20 03:30:00,2025-10-20 14:00:00,LONG,3974.36,4027.53,53.17
710,2025-10-20 14:00:00,2025-10-20 14:15:00,SHORT,4027.53,4038.88,-11.34
711,2025-10-20 14:15:00,2025-10-20 14:30:00,LONG,4038.88,4027.96,-10.91
712,2025-10-20 14:30:00,2025-10-21 12:15:00,SHORT,4027.96,3896.4,131.57
713,2025-10-21 12:15:00,2025-10-21 12:45:00,LONG,3896.4,3903.84,7.44
714,2025-10-21 12:45:00,2025-10-21 14:00:00,SHORT,3903.84,3886.39,17.44
715,2025-10-21 14:00:00,2025-10-21 21:15:00,LONG,3886.39,3945.38,58.99
716,2025-10-21 21:15:00,2025-10-22 13:00:00,SHORT,3945.38,3858.13,87.26
717,2025-10-22 13:00:00,2025-10-22 13:30:00,LONG,3858.13,3837.43,-20.69
718,2025-10-22 13:30:00,2025-10-22 13:45:00,SHORT,3837.43,3856.42,-18.99
719,2025-10-22 13:45:00,2025-10-22 14:00:00,LONG,3856.42,3853.89,-2.53
720,2025-10-22 14:00:00,2025-10-22 14:45:00,SHORT,3853.89,3826.81,27.07
721,2025-10-22 14:45:00,2025-10-22 16:15:00,LONG,3826.81,3815.57,-11.25
722,2025-10-22 16:15:00,2025-10-23 00:45:00,SHORT,3815.57,3819.75,-4.18
723,2025-10-23 00:45:00,2025-10-23 12:00:00,LONG,3819.75,3852.18,32.43
724,2025-10-23 12:00:00,2025-10-23 15:00:00,SHORT,3852.18,3867.64,-15.46
725,2025-10-23 15:00:00,2025-10-23 19:00:00,LONG,3867.64,3855.28,-12.36
726,2025-10-23 19:00:00,2025-10-24 00:30:00,SHORT,3855.28,3857.34,-2.06
727,2025-10-24 00:30:00,2025-10-24 13:30:00,LONG,3857.34,3944.21,86.88
728,2025-10-24 13:30:00,2025-10-24 19:15:00,SHORT,3944.21,3934.28,9.94
729,2025-10-24 19:15:00,2025-10-24 19:30:00,LONG,3934.28,3925.44,-8.84
730,2025-10-24 19:30:00,2025-10-24 20:00:00,SHORT,3925.44,3936.84,-11.41
731,2025-10-24 20:00:00,2025-10-24 21:00:00,LONG,3936.84,3931.35,-5.49
732,2025-10-24 21:00:00,2025-10-24 21:15:00,SHORT,3931.35,3933.93,-2.58
733,2025-10-24 21:15:00,2025-10-24 23:00:00,LONG,3933.93,3930.16,-3.77
734,2025-10-24 23:00:00,2025-10-24 23:15:00,SHORT,3930.16,3932.19,-2.02
735,2025-10-24 23:15:00,2025-10-25 00:45:00,LONG,3932.19,3917.0,-15.19
736,2025-10-25 00:45:00,2025-10-25 01:15:00,SHORT,3917.0,3930.15,-13.15
737,2025-10-25 01:15:00,2025-10-25 15:00:00,LONG,3930.15,3934.3,4.15
738,2025-10-25 15:00:00,2025-10-25 17:00:00,SHORT,3934.3,3937.39,-3.08
739,2025-10-25 17:00:00,2025-10-25 17:15:00,LONG,3937.39,3934.39,-2.99
740,2025-10-25 17:15:00,2025-10-25 18:15:00,SHORT,3934.39,3942.51,-8.12
741,2025-10-25 18:15:00,2025-10-26 01:45:00,LONG,3942.51,3944.7,2.19
742,2025-10-26 01:45:00,2025-10-26 07:30:00,SHORT,3944.7,3945.07,-0.37
743,2025-10-26 07:30:00,2025-10-27 08:15:00,LONG,3945.07,4174.66,229.59
744,2025-10-27 08:15:00,2025-10-27 08:30:00,SHORT,4174.66,4177.18,-2.51
745,2025-10-27 08:30:00,2025-10-27 08:45:00,LONG,4177.18,4161.59,-15.59
746,2025-10-27 08:45:00,2025-10-27 16:00:00,SHORT,4161.59,4184.6,-23.02
747,2025-10-27 16:00:00,2025-10-27 20:00:00,LONG,4184.6,4179.35,-5.25
748,2025-10-27 20:00:00,2025-10-28 08:15:00,SHORT,4179.35,4119.73,59.62
749,2025-10-28 08:15:00,2025-10-28 09:15:00,LONG,4119.73,4106.87,-12.87
750,2025-10-28 09:15:00,2025-10-28 09:30:00,SHORT,4106.87,4116.99,-10.12
751,2025-10-28 09:30:00,2025-10-28 12:15:00,LONG,4116.99,4106.87,-10.12
752,2025-10-28 12:15:00,2025-10-28 12:30:00,SHORT,4106.87,4112.08,-5.21
753,2025-10-28 12:30:00,2025-10-28 14:30:00,LONG,4112.08,4142.3,30.22
754,2025-10-28 14:30:00,2025-10-28 16:30:00,SHORT,4142.3,4132.21,10.1
755,2025-10-28 16:30:00,2025-10-28 18:30:00,LONG,4132.21,4112.41,-19.8
756,2025-10-28 18:30:00,2025-10-29 05:15:00,SHORT,4112.41,4021.75,90.66
757,2025-10-29 05:15:00,2025-10-29 09:00:00,LONG,4021.75,3998.4,-23.35
758,2025-10-29 09:00:00,2025-10-29 11:00:00,SHORT,3998.4,3996.96,1.44
759,2025-10-29 11:00:00,2025-10-29 13:30:00,LONG,3996.96,4015.85,18.89
760,2025-10-29 13:30:00,2025-10-29 17:30:00,SHORT,4015.85,3980.38,35.47
761,2025-10-29 17:30:00,2025-10-29 18:00:00,LONG,3980.38,3997.96,17.58
762,2025-10-29 18:00:00,2025-10-30 02:15:00,SHORT,3997.96,3943.4,54.57
763,2025-10-30 02:15:00,2025-10-30 03:45:00,LONG,3943.4,3929.16,-14.23
764,2025-10-30 03:45:00,2025-10-30 07:00:00,SHORT,3929.16,3925.03,4.13
765,2025-10-30 07:00:00,2025-10-30 08:45:00,LONG,3925.03,3925.78,0.76
766,2025-10-30 08:45:00,2025-10-30 23:30:00,SHORT,3925.78,3792.97,132.81
767,2025-10-30 23:30:00,2025-10-31 13:30:00,LONG,3792.97,3840.32,47.35
768,2025-10-31 13:30:00,2025-10-31 13:45:00,SHORT,3840.32,3854.14,-13.82
769,2025-10-31 13:45:00,2025-10-31 16:45:00,LONG,3854.14,3835.34,-18.81
770,2025-10-31 16:45:00,2025-10-31 18:30:00,SHORT,3835.34,3836.12,-0.79
771,2025-10-31 18:30:00,2025-10-31 21:00:00,LONG,3836.12,3848.78,12.65
772,2025-10-31 21:00:00,2025-11-01 01:15:00,SHORT,3848.78,3854.18,-5.4
773,2025-11-01 01:15:00,2025-11-01 01:30:00,LONG,3854.18,3848.72,-5.45
774,2025-11-01 01:30:00,2025-11-01 03:30:00,SHORT,3848.72,3862.56,-13.84
775,2025-11-01 03:30:00,2025-11-01 13:30:00,LONG,3862.56,3871.66,9.1
776,2025-11-01 13:30:00,2025-11-01 13:45:00,SHORT,3871.66,3868.41,3.26
777,2025-11-01 13:45:00,2025-11-01 14:00:00,LONG,3868.41,3863.85,-4.55
778,2025-11-01 14:00:00,2025-11-01 14:30:00,SHORT,3863.85,3874.04,-10.18
779,2025-11-01 14:30:00,2025-11-01 17:15:00,LONG,3874.04,3871.21,-2.82
780,2025-11-01 17:15:00,2025-11-01 18:30:00,SHORT,3871.21,3877.33,-6.11
781,2025-11-01 18:30:00,2025-11-01 21:30:00,LONG,3877.33,3877.7,0.38
782,2025-11-01 21:30:00,2025-11-02 02:30:00,SHORT,3877.7,3880.5,-2.79
783,2025-11-02 02:30:00,2025-11-02 09:30:00,LONG,3880.5,3894.95,14.46
784,2025-11-02 09:30:00,2025-11-02 11:30:00,SHORT,3894.95,3888.57,6.38
785,2025-11-02 11:30:00,2025-11-02 12:15:00,LONG,3888.57,3880.32,-8.25
786,2025-11-02 12:15:00,2025-11-02 23:00:00,SHORT,3880.32,3861.29,19.03
787,2025-11-02 23:00:00,2025-11-03 01:00:00,LONG,3861.29,3851.41,-9.88
788,2025-11-03 01:00:00,2025-11-03 14:45:00,SHORT,3851.41,3729.93,121.48
789,2025-11-03 14:45:00,2025-11-03 15:00:00,LONG,3729.93,3719.85,-10.08
790,2025-11-03 15:00:00,2025-11-04 03:00:00,SHORT,3719.85,3637.63,82.22
791,2025-11-04 03:00:00,2025-11-04 05:15:00,LONG,3637.63,3617.89,-19.74
792,2025-11-04 05:15:00,2025-11-04 14:45:00,SHORT,3617.89,3545.4,72.49
793,2025-11-04 14:45:00,2025-11-04 15:45:00,LONG,3545.4,3521.15,-24.25
794,2025-11-04 15:45:00,2025-11-05 02:45:00,SHORT,3521.15,3326.16,194.99
795,2025-11-05 02:45:00,2025-11-05 10:45:00,LONG,3326.16,3283.27,-42.89
796,2025-11-05 10:45:00,2025-11-05 11:15:00,SHORT,3283.27,3308.75,-25.48
797,2025-11-05 11:15:00,2025-11-06 00:15:00,LONG,3308.75,3402.45,93.7
798,2025-11-06 00:15:00,2025-11-06 02:45:00,SHORT,3402.45,3429.05,-26.6
799,2025-11-06 02:45:00,2025-11-06 05:00:00,LONG,3429.05,3444.52,15.47
800,2025-11-06 05:00:00,2025-11-07 01:45:00,SHORT,3444.52,3316.14,128.38
801,2025-11-07 01:45:00,2025-11-07 09:00:00,LONG,3316.14,3332.92,16.78
802,2025-11-07 09:00:00,2025-11-07 16:15:00,SHORT,3332.92,3303.51,29.41
803,2025-11-07 16:15:00,2025-11-08 07:15:00,LONG,3303.51,3428.72,125.21
804,2025-11-08 07:15:00,2025-11-08 08:30:00,SHORT,3428.72,3463.71,-34.99
805,2025-11-08 08:30:00,2025-11-08 09:45:00,LONG,3463.71,3448.99,-14.71
806,2025-11-08 09:45:00,2025-11-08 10:15:00,SHORT,3448.99,3445.35,3.64
807,2025-11-08 10:15:00,2025-11-08 11:30:00,LONG,3445.35,3444.12,-1.24
808,2025-11-08 11:30:00,2025-11-08 21:30:00,SHORT,3444.12,3409.04,35.07
809,2025-11-08 21:30:00,2025-11-08 22:00:00,LONG,3409.04,3400.5,-8.54
810,2025-11-08 22:00:00,2025-11-08 22:15:00,SHORT,3400.5,3405.05,-4.55
811,2025-11-08 22:15:00,2025-11-09 00:00:00,LONG,3405.05,3395.53,-9.52
812,2025-11-09 00:00:00,2025-11-09 05:00:00,SHORT,3395.53,3382.35,13.18
813,2025-11-09 05:00:00,2025-11-09 10:00:00,LONG,3382.35,3391.92,9.57
814,2025-11-09 10:00:00,2025-11-09 11:00:00,SHORT,3391.92,3410.86,-18.95
815,2025-11-09 11:00:00,2025-11-10 08:00:00,LONG,3410.86,3600.45,189.59
816,2025-11-10 08:00:00,2025-11-10 08:15:00,SHORT,3600.45,3610.55,-10.09
817,2025-11-10 08:15:00,2025-11-10 08:30:00,LONG,3610.55,3596.62,-13.93
818,2025-11-10 08:30:00,2025-11-10 09:15:00,SHORT,3596.62,3601.71,-5.09
819,2025-11-10 09:15:00,2025-11-10 11:45:00,LONG,3601.71,3611.81,10.1
820,2025-11-10 11:45:00,2025-11-10 13:30:00,SHORT,3611.81,3616.69,-4.88
821,2025-11-10 13:30:00,2025-11-10 14:00:00,LONG,3616.69,3604.69,-11.99
822,2025-11-10 14:00:00,2025-11-10 22:45:00,SHORT,3604.69,3565.66,39.03
823,2025-11-10 22:45:00,2025-11-11 05:00:00,LONG,3565.66,3563.91,-1.75
824,2025-11-11 05:00:00,2025-11-11 09:00:00,SHORT,3563.91,3572.89,-8.98
825,2025-11-11 09:00:00,2025-11-11 09:30:00,LONG,3572.89,3568.03,-4.86
826,2025-11-11 09:30:00,2025-11-11 11:00:00,SHORT,3568.03,3570.19,-2.16
827,2025-11-11 11:00:00,2025-11-11 11:45:00,LONG,3570.19,3572.89,2.7
828,2025-11-11 11:45:00,2025-11-11 12:00:00,SHORT,3572.89,3582.36,-9.47
829,2025-11-11 12:00:00,2025-11-11 12:15:00,LONG,3582.36,3570.3,-12.05
830,2025-11-11 12:15:00,2025-11-12 04:45:00,SHORT,3570.3,3441.25,129.06
831,2025-11-12 04:45:00,2025-11-12 06:45:00,LONG,3441.25,3439.76,-1.49
832,2025-11-12 06:45:00,2025-11-12 07:00:00,SHORT,3439.76,3444.81,-5.05
833,2025-11-12 07:00:00,2025-11-12 07:45:00,LONG,3444.81,3441.02,-3.79
834,2025-11-12 07:45:00,2025-11-12 08:00:00,SHORT,3441.02,3437.69,3.33
835,2025-11-12 08:00:00,2025-11-12 15:30:00,LONG,3437.69,3454.42,16.74
836,2025-11-12 15:30:00,2025-11-13 01:30:00,SHORT,3454.42,3453.95,0.47
837,2025-11-13 01:30:00,2025-11-13 01:45:00,LONG,3453.95,3434.15,-19.8
838,2025-11-13 01:45:00,2025-11-13 02:30:00,SHORT,3434.15,3445.04,-10.88
839,2025-11-13 02:30:00,2025-11-13 03:00:00,LONG,3445.04,3420.9,-24.14
840,2025-11-13 03:00:00,2025-11-13 03:15:00,SHORT,3420.9,3415.84,5.06
841,2025-11-13 03:15:00,2025-11-13 13:15:00,LONG,3415.84,3479.29,63.45
842,2025-11-13 13:15:00,2025-11-14 06:45:00,SHORT,3479.29,3175.06,304.23
843,2025-11-14 06:45:00,2025-11-14 09:15:00,LONG,3175.06,3182.78,7.72
844,2025-11-14 09:15:00,2025-11-14 14:30:00,SHORT,3182.78,3162.29,20.5
845,2025-11-14 14:30:00,2025-11-14 15:00:00,LONG,3162.29,3162.52,0.24
846,2025-11-14 15:00:00,2025-11-14 15:15:00,SHORT,3162.52,3204.55,-42.02
847,2025-11-14 15:15:00,2025-11-14 18:30:00,LONG,3204.55,3172.2,-32.35
848,2025-11-14 18:30:00,2025-11-14 19:15:00,SHORT,3172.2,3217.0,-44.8
849,2025-11-14 19:15:00,2025-11-14 20:30:00,LONG,3217.0,3149.96,-67.03
850,2025-11-14 20:30:00,2025-11-14 22:30:00,SHORT,3149.96,3186.78,-36.82
851,2025-11-14 22:30:00,2025-11-14 22:45:00,LONG,3186.78,3156.87,-29.91
852,2025-11-14 22:45:00,2025-11-15 01:45:00,SHORT,3156.87,3176.79,-19.92
853,2025-11-15 01:45:00,2025-11-15 04:30:00,LONG,3176.79,3163.5,-13.3
854,2025-11-15 04:30:00,2025-11-15 05:15:00,SHORT,3163.5,3173.65,-10.15
855,2025-11-15 05:15:00,2025-11-15 08:15:00,LONG,3173.65,3158.18,-15.47
856,2025-11-15 08:15:00,2025-11-15 10:30:00,SHORT,3158.18,3168.19,-10.0
857,2025-11-15 10:30:00,2025-11-15 11:45:00,LONG,3168.19,3151.87,-16.31
858,2025-11-15 11:45:00,2025-11-15 13:00:00,SHORT,3151.87,3171.18,-19.3
859,2025-11-15 13:00:00,2025-11-15 20:30:00,LONG,3171.18,3181.2,10.02
860,2025-11-15 20:30:00,2025-11-15 21:00:00,SHORT,3181.2,3183.26,-2.06
861,2025-11-15 21:00:00,2025-11-15 21:30:00,LONG,3183.26,3168.22,-15.04
862,2025-11-15 21:30:00,2025-11-16 03:15:00,SHORT,3168.22,3209.68,-41.47
863,2025-11-16 03:15:00,2025-11-16 11:15:00,LONG,3209.68,3187.8,-21.88
864,2025-11-16 11:15:00,2025-11-17 00:15:00,SHORT,3187.8,3122.14,65.66
865,2025-11-17 00:15:00,2025-11-17 13:00:00,LONG,3122.14,3175.36,53.22
866,2025-11-17 13:00:00,2025-11-18 07:30:00,SHORT,3175.36,3028.94,146.42
867,2025-11-18 07:30:00,2025-11-19 00:00:00,LONG,3028.94,3115.5,86.56
868,2025-11-19 00:00:00,2025-11-19 02:00:00,SHORT,3115.5,3117.17,-1.67
869,2025-11-19 02:00:00,2025-11-19 03:15:00,LONG,3117.17,3093.52,-23.65
870,2025-11-19 03:15:00,2025-11-19 08:15:00,SHORT,3093.52,3094.49,-0.97
871,2025-11-19 08:15:00,2025-11-19 08:30:00,LONG,3094.49,3084.54,-9.95
872,2025-11-19 08:30:00,2025-11-19 10:00:00,SHORT,3084.54,3102.23,-17.69
873,2025-11-19 10:00:00,2025-11-19 13:30:00,LONG,3102.23,3084.77,-17.46
874,2025-11-19 13:30:00,2025-11-19 15:00:00,SHORT,3084.77,3083.51,1.26
875,2025-11-19 15:00:00,2025-11-19 15:15:00,LONG,3083.51,3059.64,-23.87
876,2025-11-19 15:15:00,2025-11-19 23:00:00,SHORT,3059.64,2999.25,60.39
877,2025-11-19 23:00:00,2025-11-20 09:15:00,LONG,2999.25,3021.54,22.29
878,2025-11-20 09:15:00,2025-11-21 14:30:00,SHORT,3021.54,2745.6,275.94
879,2025-11-21 14:30:00,2025-11-21 15:00:00,LONG,2745.6,2747.47,1.86
880,2025-11-21 15:00:00,2025-11-21 16:45:00,SHORT,2747.47,2742.73,4.74
881,2025-11-21 16:45:00,2025-11-21 18:00:00,LONG,2742.73,2754.95,12.23
882,2025-11-21 18:00:00,2025-11-21 18:30:00,SHORT,2754.95,2772.08,-17.13
883,2025-11-21 18:30:00,2025-11-21 20:15:00,LONG,2772.08,2727.6,-44.48
884,2025-11-21 20:15:00,2025-11-21 20:30:00,SHORT,2727.6,2731.82,-4.21
885,2025-11-21 20:30:00,2025-11-21 22:45:00,LONG,2731.82,2733.42,1.6
886,2025-11-21 22:45:00,2025-11-21 23:15:00,SHORT,2733.42,2746.18,-12.76
887,2025-11-21 23:15:00,2025-11-22 02:30:00,LONG,2746.18,2747.07,0.89
