Trade number,类型,日期和时间,信号,价格 USDT,大小（数量）,大小（价值）,Net PnL USDT,Net PnL %,有利波动 USDT,有利波动 %,不利波动 USDT,不利波动 %,Cumulative PnL USDT,Cumulative PnL %
1601,空头进场,2026-01-15 21:30,VltClsSE,3362.78,1,3362.78,-15.88,-0.47,5.85,0.17,-15.88,-0.47,1129.76,0.11
1602,多头出场,2026-01-15 22:15,VltClsSE,3370.96,1,3378.66,-7.7,-0.23,5.53,0.16,-7.7,-0.23,1122.06,0.11
1602,多头进场,2026-01-15 21:45,VltClsLE,3378.66,1,3378.66,-7.7,-0.23,5.53,0.16,-7.7,-0.23,1122.06,0.11
1603,空头出场,2026-01-15 22:45,VltClsLE,3349.71,1,3370.96,21.25,0.63,48.39,1.44,-2.85,-0.08,1143.31,0.11
1603,空头进场,2026-01-15 22:15,VltClsSE,3370.96,1,3370.96,21.25,0.63,48.39,1.44,-2.85,-0.08,1143.31,0.11
1604,多头出场,2026-01-15 23:15,VltClsSE,3331.06,1,3349.71,-18.65,-0.56,8.98,0.27,-18.65,-0.56,1124.66,0.11
1604,多头进场,2026-01-15 22:45,VltClsLE,3349.71,1,3349.71,-18.65,-0.56,8.98,0.27,-18.65,-0.56,1124.66,0.11
1605,空头出场,2026-01-16 06:00,VltClsLE,3305.89,1,3331.06,25.17,0.76,57.34,1.72,-10.98,-0.33,1149.83,0.11
1605,空头进场,2026-01-15 23:15,VltClsSE,3331.06,1,3331.06,25.17,0.76,57.34,1.72,-10.98,-0.33,1149.83,0.11
1606,多头出场,2026-01-16 08:45,VltClsSE,3320.32,1,3305.89,14.43,0.44,20.9,0.63,-9.24,-0.28,1164.26,0.12
1606,多头进场,2026-01-16 06:00,VltClsLE,3305.89,1,3305.89,14.43,0.44,20.9,0.63,-9.24,-0.28,1164.26,0.12
1607,空头出场,2026-01-16 09:30,VltClsLE,3317.57,1,3320.32,2.75,0.08,18.33,0.55,0,0.00,1167.01,0.12
1607,空头进场,2026-01-16 08:45,VltClsSE,3320.32,1,3320.32,2.75,0.08,18.33,0.55,0,0.00,1167.01,0.12
1608,多头出场,2026-01-16 10:00,VltClsSE,3306.54,1,3317.57,-11.03,-0.33,3.94,0.12,-11.03,-0.33,1155.98,0.12
1608,多头进场,2026-01-16 09:30,VltClsLE,3317.57,1,3317.57,-11.03,-0.33,3.94,0.12,-11.03,-0.33,1155.98,0.12
1609,空头出场,2026-01-16 10:15,VltClsLE,3308.79,1,3306.54,-2.25,-0.07,14.65,0.44,-2.25,-0.07,1153.73,0.12
1609,空头进场,2026-01-16 10:00,VltClsSE,3306.54,1,3306.54,-2.25,-0.07,14.65,0.44,-2.25,-0.07,1153.73,0.12
1610,多头出场,2026-01-16 10:30,VltClsSE,3299.89,1,3308.79,-8.9,-0.27,0.29,0.01,-8.9,-0.27,1144.83,0.11
1610,多头进场,2026-01-16 10:15,VltClsLE,3308.79,1,3308.79,-8.9,-0.27,0.29,0.01,-8.9,-0.27,1144.83,0.11
1611,空头出场,2026-01-16 12:15,VltClsLE,3302.49,1,3299.89,-2.6,-0.08,6.11,0.19,-8.07,-0.24,1142.23,0.11
1611,空头进场,2026-01-16 10:30,VltClsSE,3299.89,1,3299.89,-2.6,-0.08,6.11,0.19,-8.07,-0.24,1142.23,0.11
1612,多头出场,2026-01-16 12:30,VltClsSE,3293.72,1,3302.49,-8.77,-0.27,2.51,0.08,-8.77,-0.27,1133.46,0.11
1612,多头进场,2026-01-16 12:15,VltClsLE,3302.49,1,3302.49,-8.77,-0.27,2.51,0.08,-8.77,-0.27,1133.46,0.11
1613,空头出场,2026-01-16 13:30,VltClsLE,3299.67,1,3293.72,-5.95,-0.18,16.68,0.51,-5.95,-0.18,1127.51,0.11
1613,空头进场,2026-01-16 12:30,VltClsSE,3293.72,1,3293.72,-5.95,-0.18,16.68,0.51,-5.95,-0.18,1127.51,0.11
1614,多头出场,2026-01-16 15:15,VltClsSE,3310.64,1,3299.67,10.97,0.33,17.32,0.52,0,0.00,1138.48,0.11
1614,多头进场,2026-01-16 13:30,VltClsLE,3299.67,1,3299.67,10.97,0.33,17.32,0.52,0,0.00,1138.48,0.11
1615,空头出场,2026-01-16 15:45,VltClsLE,3308.99,1,3310.64,1.65,0.05,8.43,0.25,0,0.00,1140.13,0.11
1615,空头进场,2026-01-16 15:15,VltClsSE,3310.64,1,3310.64,1.65,0.05,8.43,0.25,0,0.00,1140.13,0.11
1616,多头出场,2026-01-16 18:00,VltClsSE,3303.94,1,3308.99,-5.05,-0.15,10.98,0.33,-5.05,-0.15,1135.08,0.11
1616,多头进场,2026-01-16 15:45,VltClsLE,3308.99,1,3308.99,-5.05,-0.15,10.98,0.33,-5.05,-0.15,1135.08,0.11
1617,空头出场,2026-01-16 19:45,VltClsLE,3304.54,1,3303.94,-0.6,-0.02,10.61,0.32,-2.68,-0.08,1134.48,0.11
1617,空头进场,2026-01-16 18:00,VltClsSE,3303.94,1,3303.94,-0.6,-0.02,10.61,0.32,-2.68,-0.08,1134.48,0.11
1618,多头出场,2026-01-16 20:45,VltClsSE,3306.81,1,3304.54,2.27,0.07,9.72,0.29,-4.05,-0.12,1136.75,0.11
1618,多头进场,2026-01-16 19:45,VltClsLE,3304.54,1,3304.54,2.27,0.07,9.72,0.29,-4.05,-0.12,1136.75,0.11
1619,空头出场,2026-01-16 22:15,VltClsLE,3310.32,1,3306.81,-3.51,-0.11,11.29,0.34,-6.95,-0.21,1133.24,0.11
1619,空头进场,2026-01-16 20:45,VltClsSE,3306.81,1,3306.81,-3.51,-0.11,11.29,0.34,-6.95,-0.21,1133.24,0.11
1620,多头出场,2026-01-16 22:30,VltClsSE,3307.18,1,3310.32,-3.14,-0.09,8.29,0.25,-3.14,-0.09,1130.1,0.11
1620,多头进场,2026-01-16 22:15,VltClsLE,3310.32,1,3310.32,-3.14,-0.09,8.29,0.25,-3.14,-0.09,1130.1,0.11
1621,空头出场,2026-01-16 22:45,VltClsLE,3305.52,1,3307.18,1.66,0.05,16.54,0.50,0,0.00,1131.76,0.11
1621,空头进场,2026-01-16 22:30,VltClsSE,3307.18,1,3307.18,1.66,0.05,16.54,0.50,0,0.00,1131.76,0.11
1622,多头出场,2026-01-16 23:15,VltClsSE,3294.84,1,3305.52,-10.68,-0.32,5.84,0.18,-18.34,-0.55,1121.08,0.11
1622,多头进场,2026-01-16 22:45,VltClsLE,3305.52,1,3305.52,-10.68,-0.32,5.84,0.18,-18.34,-0.55,1121.08,0.11
1623,空头出场,2026-01-17 03:30,VltClsLE,3274.92,1,3294.84,19.92,0.60,41.83,1.27,0,0.00,1141,0.11
1623,空头进场,2026-01-16 23:15,VltClsSE,3294.84,1,3294.84,19.92,0.60,41.83,1.27,0,0.00,1141,0.11
1624,多头出场,2026-01-17 04:00,VltClsSE,3271.91,1,3274.92,-3.01,-0.09,2.95,0.09,-3.93,-0.12,1137.99,0.11
1624,多头进场,2026-01-17 03:30,VltClsLE,3274.92,1,3274.92,-3.01,-0.09,2.95,0.09,-3.93,-0.12,1137.99,0.11
1625,空头出场,2026-01-17 04:15,VltClsLE,3278.96,1,3271.91,-7.05,-0.22,7.49,0.23,-7.05,-0.22,1130.94,0.11
1625,空头进场,2026-01-17 04:00,VltClsSE,3271.91,1,3271.91,-7.05,-0.22,7.49,0.23,-7.05,-0.22,1130.94,0.11
1626,多头出场,2026-01-17 06:00,VltClsSE,3288.86,1,3278.96,9.9,0.30,20.08,0.61,0,0.00,1140.84,0.11
1626,多头进场,2026-01-17 04:15,VltClsLE,3278.96,1,3278.96,9.9,0.30,20.08,0.61,0,0.00,1140.84,0.11
1627,空头出场,2026-01-17 06:45,VltClsLE,3292.72,1,3288.86,-3.86,-0.12,5.86,0.18,-3.86,-0.12,1136.98,0.11
1627,空头进场,2026-01-17 06:00,VltClsSE,3288.86,1,3288.86,-3.86,-0.12,5.86,0.18,-3.86,-0.12,1136.98,0.11
1628,多头出场,2026-01-17 08:00,VltClsSE,3292.02,1,3292.72,-0.7,-0.02,7.17,0.22,-0.7,-0.02,1136.28,0.11
1628,多头进场,2026-01-17 06:45,VltClsLE,3292.72,1,3292.72,-0.7,-0.02,7.17,0.22,-0.7,-0.02,1136.28,0.11
1629,空头出场,2026-01-17 10:30,VltClsLE,3288.63,1,3292.02,3.39,0.10,8.06,0.24,-3.7,-0.11,1139.67,0.11
1629,空头进场,2026-01-17 08:00,VltClsSE,3292.02,1,3292.02,3.39,0.10,8.06,0.24,-3.7,-0.11,1139.67,0.11
1630,多头出场,2026-01-17 11:30,VltClsSE,3288.27,1,3288.63,-0.36,-0.01,4.01,0.12,-1.53,-0.05,1139.31,0.11
1630,多头进场,2026-01-17 10:30,VltClsLE,3288.63,1,3288.63,-0.36,-0.01,4.01,0.12,-1.53,-0.05,1139.31,0.11
1631,空头出场,2026-01-17 12:45,VltClsLE,3291.29,1,3288.27,-3.02,-0.09,2.28,0.07,-4.03,-0.12,1136.29,0.11
1631,空头进场,2026-01-17 11:30,VltClsSE,3288.27,1,3288.27,-3.02,-0.09,2.28,0.07,-4.03,-0.12,1136.29,0.11
1632,多头出场,2026-01-17 13:45,VltClsSE,3291.63,1,3291.29,0.34,0.01,2.83,0.09,-1.54,-0.05,1136.63,0.11
1632,多头进场,2026-01-17 12:45,VltClsLE,3291.29,1,3291.29,0.34,0.01,2.83,0.09,-1.54,-0.05,1136.63,0.11
1633,空头出场,2026-01-17 14:30,VltClsLE,3290.92,1,3291.63,0.71,0.02,4.64,0.14,0,0.00,1137.34,0.11
1633,空头进场,2026-01-17 13:45,VltClsSE,3291.63,1,3291.63,0.71,0.02,4.64,0.14,0,0.00,1137.34,0.11
1634,多头出场,2026-01-17 15:00,VltClsSE,3289.12,1,3290.92,-1.8,-0.05,2.4,0.07,-1.8,-0.05,1135.54,0.11
1634,多头进场,2026-01-17 14:30,VltClsLE,3290.92,1,3290.92,-1.8,-0.05,2.4,0.07,-1.8,-0.05,1135.54,0.11
1635,空头出场,2026-01-17 16:00,VltClsLE,3293.49,1,3289.12,-4.37,-0.13,1.74,0.05,-4.37,-0.13,1131.17,0.11
1635,空头进场,2026-01-17 15:00,VltClsSE,3289.12,1,3289.12,-4.37,-0.13,1.74,0.05,-4.37,-0.13,1131.17,0.11
1636,多头出场,2026-01-17 17:00,VltClsSE,3294.38,1,3293.49,0.89,0.03,3.11,0.09,-4.48,-0.14,1132.06,0.11
1636,多头进场,2026-01-17 16:00,VltClsLE,3293.49,1,3293.49,0.89,0.03,3.11,0.09,-4.48,-0.14,1132.06,0.11
1637,空头出场,2026-01-17 17:30,VltClsLE,3298.16,1,3294.38,-3.78,-0.11,0.91,0.03,-3.78,-0.11,1128.28,0.11
1637,空头进场,2026-01-17 17:00,VltClsSE,3294.38,1,3294.38,-3.78,-0.11,0.91,0.03,-3.78,-0.11,1128.28,0.11
1638,多头出场,2026-01-17 18:15,VltClsSE,3297.44,1,3298.16,-0.72,-0.02,5.61,0.17,-0.72,-0.02,1127.56,0.11
1638,多头进场,2026-01-17 17:30,VltClsLE,3298.16,1,3298.16,-0.72,-0.02,5.61,0.17,-0.72,-0.02,1127.56,0.11
1639,空头出场,2026-01-17 19:00,VltClsLE,3298.73,1,3297.44,-1.29,-0.04,2.16,0.07,-1.29,-0.04,1126.27,0.11
1639,空头进场,2026-01-17 18:15,VltClsSE,3297.44,1,3297.44,-1.29,-0.04,2.16,0.07,-1.29,-0.04,1126.27,0.11
1640,多头出场,2026-01-17 20:15,VltClsSE,3301.56,1,3298.73,2.83,0.09,7.66,0.23,-6.28,-0.19,1129.1,0.11
1640,多头进场,2026-01-17 19:00,VltClsLE,3298.73,1,3298.73,2.83,0.09,7.66,0.23,-6.28,-0.19,1129.1,0.11
1641,空头出场,2026-01-17 21:15,VltClsLE,3303.8,1,3301.56,-2.24,-0.07,1.79,0.05,-2.24,-0.07,1126.86,0.11
1641,空头进场,2026-01-17 20:15,VltClsSE,3301.56,1,3301.56,-2.24,-0.07,1.79,0.05,-2.24,-0.07,1126.86,0.11
1642,多头出场,2026-01-17 22:00,VltClsSE,3301.86,1,3303.8,-1.94,-0.06,0.98,0.03,-2.84,-0.09,1124.92,0.11
1642,多头进场,2026-01-17 21:15,VltClsLE,3303.8,1,3303.8,-1.94,-0.06,0.98,0.03,-2.84,-0.09,1124.92,0.11
1643,空头出场,2026-01-17 22:15,VltClsLE,3310.63,1,3301.86,-8.77,-0.27,0.24,0.01,-8.77,-0.27,1116.15,0.11
1643,空头进场,2026-01-17 22:00,VltClsSE,3301.86,1,3301.86,-8.77,-0.27,0.24,0.01,-8.77,-0.27,1116.15,0.11
1644,多头出场,2026-01-17 23:45,VltClsSE,3323.09,1,3310.63,12.46,0.38,19.44,0.59,-4.15,-0.13,1128.61,0.11
1644,多头进场,2026-01-17 22:15,VltClsLE,3310.63,1,3310.63,12.46,0.38,19.44,0.59,-4.15,-0.13,1128.61,0.11
1645,空头出场,2026-01-18 02:15,VltClsLE,3320.06,1,3323.09,3.03,0.09,10.87,0.33,-7.17,-0.22,1131.64,0.11
1645,空头进场,2026-01-17 23:45,VltClsSE,3323.09,1,3323.09,3.03,0.09,10.87,0.33,-7.17,-0.22,1131.64,0.11
1646,多头出场,2026-01-18 03:15,VltClsSE,3315.08,1,3320.06,-4.98,-0.15,0.82,0.02,-4.98,-0.15,1126.66,0.11
1646,多头进场,2026-01-18 02:15,VltClsLE,3320.06,1,3320.06,-4.98,-0.15,0.82,0.02,-4.98,-0.15,1126.66,0.11
1647,空头出场,2026-01-18 03:30,VltClsLE,3318.83,1,3315.08,-3.75,-0.11,0.08,0.00,-3.75,-0.11,1122.91,0.11
1647,空头进场,2026-01-18 03:15,VltClsSE,3315.08,1,3315.08,-3.75,-0.11,0.08,0.00,-3.75,-0.11,1122.91,0.11
1648,多头出场,2026-01-18 03:45,VltClsSE,3316.27,1,3318.83,-2.56,-0.08,2.25,0.07,-2.56,-0.08,1120.35,0.11
1648,多头进场,2026-01-18 03:30,VltClsLE,3318.83,1,3318.83,-2.56,-0.08,2.25,0.07,-2.56,-0.08,1120.35,0.11
1649,空头出场,2026-01-18 04:15,VltClsLE,3317.7,1,3316.27,-1.43,-0.04,1.39,0.04,-1.43,-0.04,1118.92,0.11
1649,空头进场,2026-01-18 03:45,VltClsSE,3316.27,1,3316.27,-1.43,-0.04,1.39,0.04,-1.43,-0.04,1118.92,0.11
1650,多头出场,2026-01-18 04:30,VltClsSE,3315.39,1,3317.7,-2.31,-0.07,2.63,0.08,-2.31,-0.07,1116.61,0.11
1650,多头进场,2026-01-18 04:15,VltClsLE,3317.7,1,3317.7,-2.31,-0.07,2.63,0.08,-2.31,-0.07,1116.61,0.11
1651,空头出场,2026-01-18 07:00,VltClsLE,3306.45,1,3315.39,8.94,0.27,17.95,0.54,-2.85,-0.09,1125.55,0.11
1651,空头进场,2026-01-18 04:30,VltClsSE,3315.39,1,3315.39,8.94,0.27,17.95,0.54,-2.85,-0.09,1125.55,0.11
1652,多头出场,2026-01-18 08:30,VltClsSE,3309.11,1,3306.45,2.66,0.08,7.98,0.24,-1.3,-0.04,1128.21,0.11
1652,多头进场,2026-01-18 07:00,VltClsLE,3306.45,1,3306.45,2.66,0.08,7.98,0.24,-1.3,-0.04,1128.21,0.11
1653,空头出场,2026-01-18 09:15,VltClsLE,3306.18,1,3309.11,2.93,0.09,10.11,0.31,0,0.00,1131.14,0.11
1653,空头进场,2026-01-18 08:30,VltClsSE,3309.11,1,3309.11,2.93,0.09,10.11,0.31,0,0.00,1131.14,0.11
1654,多头出场,2026-01-18 09:30,VltClsSE,3301.93,1,3306.18,-4.25,-0.13,0.72,0.02,-4.25,-0.13,1126.89,0.11
1654,多头进场,2026-01-18 09:15,VltClsLE,3306.18,1,3306.18,-4.25,-0.13,0.72,0.02,-4.25,-0.13,1126.89,0.11
1655,空头出场,2026-01-18 11:15,VltClsLE,3308.92,1,3301.93,-6.99,-0.21,5.59,0.17,-6.99,-0.21,1119.9,0.11
1655,空头进场,2026-01-18 09:30,VltClsSE,3301.93,1,3301.93,-6.99,-0.21,5.59,0.17,-6.99,-0.21,1119.9,0.11
1656,多头出场,2026-01-18 12:15,VltClsSE,3312.34,1,3308.92,3.42,0.10,10.58,0.32,0,0.00,1123.32,0.11
1656,多头进场,2026-01-18 11:15,VltClsLE,3308.92,1,3308.92,3.42,0.10,10.58,0.32,0,0.00,1123.32,0.11
1657,空头出场,2026-01-18 13:45,VltClsLE,3318.32,1,3312.34,-5.98,-0.18,2.69,0.08,-5.98,-0.18,1117.34,0.11
1657,空头进场,2026-01-18 12:15,VltClsSE,3312.34,1,3312.34,-5.98,-0.18,2.69,0.08,-5.98,-0.18,1117.34,0.11
1658,多头出场,2026-01-18 14:15,VltClsSE,3314.71,1,3318.32,-3.61,-0.11,0.04,0.00,-3.61,-0.11,1113.73,0.11
1658,多头进场,2026-01-18 13:45,VltClsLE,3318.32,1,3318.32,-3.61,-0.11,0.04,0.00,-3.61,-0.11,1113.73,0.11
1659,空头出场,2026-01-18 16:15,VltClsLE,3310.86,1,3314.71,3.85,0.12,11.19,0.34,-1.4,-0.04,1117.58,0.11
1659,空头进场,2026-01-18 14:15,VltClsSE,3314.71,1,3314.71,3.85,0.12,11.19,0.34,-1.4,-0.04,1117.58,0.11
1660,多头出场,2026-01-18 18:00,VltClsSE,3319.62,1,3310.86,8.76,0.26,14.39,0.43,-1.45,-0.04,1126.34,0.11
1660,多头进场,2026-01-18 16:15,VltClsLE,3310.86,1,3310.86,8.76,0.26,14.39,0.43,-1.45,-0.04,1126.34,0.11
1661,空头出场,2026-01-18 20:15,VltClsLE,3322.56,1,3319.62,-2.94,-0.09,1.15,0.03,-6.58,-0.20,1123.4,0.11
1661,空头进场,2026-01-18 18:00,VltClsSE,3319.62,1,3319.62,-2.94,-0.09,1.15,0.03,-6.58,-0.20,1123.4,0.11
1662,多头出场,2026-01-18 20:45,VltClsSE,3322.35,1,3322.56,-0.21,-0.01,4.57,0.14,-0.21,-0.01,1123.19,0.11
1662,多头进场,2026-01-18 20:15,VltClsLE,3322.56,1,3322.56,-0.21,-0.01,4.57,0.14,-0.21,-0.01,1123.19,0.11
1663,空头出场,2026-01-18 21:30,VltClsLE,3322.6,1,3322.35,-0.25,-0.01,7.71,0.23,-0.34,-0.01,1122.94,0.11
1663,空头进场,2026-01-18 20:45,VltClsSE,3322.35,1,3322.35,-0.25,-0.01,7.71,0.23,-0.34,-0.01,1122.94,0.11
1664,多头出场,2026-01-18 22:30,VltClsSE,3330.44,1,3322.6,7.84,0.24,25.15,0.76,0,0.00,1130.78,0.11
1664,多头进场,2026-01-18 21:30,VltClsLE,3322.6,1,3322.6,7.84,0.24,25.15,0.76,0,0.00,1130.78,0.11
1665,空头出场,2026-01-19 00:30,VltClsLE,3336.66,1,3330.44,-6.22,-0.19,11.42,0.34,-7.26,-0.22,1124.56,0.11
1665,空头进场,2026-01-18 22:30,VltClsSE,3330.44,1,3330.44,-6.22,-0.19,11.42,0.34,-7.26,-0.22,1124.56,0.11
1666,多头出场,2026-01-19 02:00,VltClsSE,3340.08,1,3336.66,3.42,0.10,9.34,0.28,-4.55,-0.14,1127.98,0.11
1666,多头进场,2026-01-19 00:30,VltClsLE,3336.66,1,3336.66,3.42,0.10,9.34,0.28,-4.55,-0.14,1127.98,0.11
1667,空头出场,2026-01-19 02:15,VltClsLE,3348.29,1,3340.08,-8.21,-0.25,2.93,0.09,-8.21,-0.25,1119.77,0.11
1667,空头进场,2026-01-19 02:00,VltClsSE,3340.08,1,3340.08,-8.21,-0.25,2.93,0.09,-8.21,-0.25,1119.77,0.11
1668,多头出场,2026-01-19 04:30,VltClsSE,3347.09,1,3348.29,-1.2,-0.04,20.53,0.61,-6.29,-0.19,1118.57,0.11
1668,多头进场,2026-01-19 02:15,VltClsLE,3348.29,1,3348.29,-1.2,-0.04,20.53,0.61,-6.29,-0.19,1118.57,0.11
1669,空头出场,2026-01-19 06:00,VltClsLE,3345.54,1,3347.09,1.55,0.05,10.17,0.30,0,0.00,1120.12,0.11
1669,空头进场,2026-01-19 04:30,VltClsSE,3347.09,1,3347.09,1.55,0.05,10.17,0.30,0,0.00,1120.12,0.11
1670,多头出场,2026-01-19 06:15,VltClsSE,3347.83,1,3345.54,2.29,0.07,10.72,0.32,0,0.00,1122.41,0.11
1670,多头进场,2026-01-19 06:00,VltClsLE,3345.54,1,3345.54,2.29,0.07,10.72,0.32,0,0.00,1122.41,0.11
1671,空头出场,2026-01-19 10:15,VltClsLE,3209.94,1,3347.83,137.89,4.12,170.15,5.08,-3.17,-0.09,1260.3,0.13
1671,空头进场,2026-01-19 06:15,VltClsSE,3347.83,1,3347.83,137.89,4.12,170.15,5.08,-3.17,-0.09,1260.3,0.13
1672,多头出场,2026-01-19 11:15,VltClsSE,3199.21,1,3209.94,-10.73,-0.33,6.54,0.20,-10.73,-0.33,1249.57,0.12
1672,多头进场,2026-01-19 10:15,VltClsLE,3209.94,1,3209.94,-10.73,-0.33,6.54,0.20,-10.73,-0.33,1249.57,0.12
1673,空头出场,2026-01-19 13:30,VltClsLE,3207.86,1,3199.21,-8.65,-0.27,4.02,0.13,-18.81,-0.59,1240.92,0.12
1673,空头进场,2026-01-19 11:15,VltClsSE,3199.21,1,3199.21,-8.65,-0.27,4.02,0.13,-18.81,-0.59,1240.92,0.12
1674,多头出场,2026-01-19 14:00,VltClsSE,3196.24,1,3207.86,-11.62,-0.36,4.31,0.13,-11.62,-0.36,1229.3,0.12
1674,多头进场,2026-01-19 13:30,VltClsLE,3207.86,1,3207.86,-11.62,-0.36,4.31,0.13,-11.62,-0.36,1229.3,0.12
1675,空头出场,2026-01-19 15:45,VltClsLE,3208.47,1,3196.24,-12.23,-0.38,8.36,0.26,-12.23,-0.38,1217.07,0.12
1675,空头进场,2026-01-19 14:00,VltClsSE,3196.24,1,3196.24,-12.23,-0.38,8.36,0.26,-12.23,-0.38,1217.07,0.12
1676,多头出场,2026-01-19 16:00,VltClsSE,3203.83,1,3208.47,-4.64,-0.14,0.95,0.03,-4.64,-0.14,1212.43,0.12
1676,多头进场,2026-01-19 15:45,VltClsLE,3208.47,1,3208.47,-4.64,-0.14,0.95,0.03,-4.64,-0.14,1212.43,0.12
1677,空头出场,2026-01-19 16:15,VltClsLE,3202.51,1,3203.83,1.32,0.04,6.53,0.20,0,0.00,1213.75,0.12
1677,空头进场,2026-01-19 16:00,VltClsSE,3203.83,1,3203.83,1.32,0.04,6.53,0.20,0,0.00,1213.75,0.12
1678,多头出场,2026-01-19 19:45,VltClsSE,3221.54,1,3202.51,19.03,0.59,28.76,0.90,0,0.00,1232.78,0.12
1678,多头进场,2026-01-19 16:15,VltClsLE,3202.51,1,3202.51,19.03,0.59,28.76,0.90,0,0.00,1232.78,0.12
1679,空头出场,2026-01-19 20:30,VltClsLE,3234,1,3221.54,-12.46,-0.39,2.06,0.06,-12.46,-0.39,1220.32,0.12
1679,空头进场,2026-01-19 19:45,VltClsSE,3221.54,1,3221.54,-12.46,-0.39,2.06,0.06,-12.46,-0.39,1220.32,0.12
1680,多头出场,2026-01-19 20:45,VltClsSE,3223.92,1,3234,-10.08,-0.31,2.26,0.07,-10.08,-0.31,1210.24,0.12
1680,多头进场,2026-01-19 20:30,VltClsLE,3234,1,3234,-10.08,-0.31,2.26,0.07,-10.08,-0.31,1210.24,0.12
1681,空头出场,2026-01-19 21:30,VltClsLE,3220.93,1,3223.92,2.99,0.09,10.83,0.34,-1.2,-0.04,1213.23,0.12
1681,空头进场,2026-01-19 20:45,VltClsSE,3223.92,1,3223.92,2.99,0.09,10.83,0.34,-1.2,-0.04,1213.23,0.12
1682,多头出场,2026-01-19 22:00,VltClsSE,3212.98,1,3220.93,-7.95,-0.25,0.81,0.03,-7.95,-0.25,1205.28,0.12
1682,多头进场,2026-01-19 21:30,VltClsLE,3220.93,1,3220.93,-7.95,-0.25,0.81,0.03,-7.95,-0.25,1205.28,0.12
1683,空头出场,2026-01-19 23:00,VltClsLE,3219.93,1,3212.98,-6.95,-0.22,10.13,0.32,-6.95,-0.22,1198.33,0.12
1683,空头进场,2026-01-19 22:00,VltClsSE,3212.98,1,3212.98,-6.95,-0.22,10.13,0.32,-6.95,-0.22,1198.33,0.12
1684,多头出场,2026-01-19 23:15,VltClsSE,3212.8,1,3219.93,-7.13,-0.22,1.04,0.03,-7.13,-0.22,1191.2,0.12
1684,多头进场,2026-01-19 23:00,VltClsLE,3219.93,1,3219.93,-7.13,-0.22,1.04,0.03,-7.13,-0.22,1191.2,0.12
1685,空头出场,2026-01-20 00:45,VltClsLE,3223.37,1,3212.8,-10.57,-0.33,2.47,0.08,-10.57,-0.33,1180.63,0.12
1685,空头进场,2026-01-19 23:15,VltClsSE,3212.8,1,3212.8,-10.57,-0.33,2.47,0.08,-10.57,-0.33,1180.63,0.12
1686,多头出场,2026-01-20 01:30,VltClsSE,3219.13,1,3223.37,-4.24,-0.13,3.8,0.12,-4.82,-0.15,1176.39,0.12
1686,多头进场,2026-01-20 00:45,VltClsLE,3223.37,1,3223.37,-4.24,-0.13,3.8,0.12,-4.82,-0.15,1176.39,0.12
1687,空头出场,2026-01-20 02:30,VltClsLE,3215.18,1,3219.13,3.95,0.12,10.63,0.33,-1.95,-0.06,1180.34,0.12
1687,空头进场,2026-01-20 01:30,VltClsSE,3219.13,1,3219.13,3.95,0.12,10.63,0.33,-1.95,-0.06,1180.34,0.12
1688,多头出场,2026-01-20 02:45,VltClsSE,3211.79,1,3215.18,-3.39,-0.11,2.14,0.07,-3.39,-0.11,1176.95,0.12
1688,多头进场,2026-01-20 02:30,VltClsLE,3215.18,1,3215.18,-3.39,-0.11,2.14,0.07,-3.39,-0.11,1176.95,0.12
1689,空头出场,2026-01-20 03:00,VltClsLE,3219.86,1,3211.79,-8.07,-0.25,0.14,0.00,-8.07,-0.25,1168.88,0.12
1689,空头进场,2026-01-20 02:45,VltClsSE,3211.79,1,3211.79,-8.07,-0.25,0.14,0.00,-8.07,-0.25,1168.88,0.12
1690,多头出场,2026-01-20 04:30,VltClsSE,3219.05,1,3219.86,-0.81,-0.03,5.57,0.17,-3.77,-0.12,1168.07,0.12
1690,多头进场,2026-01-20 03:00,VltClsLE,3219.86,1,3219.86,-0.81,-0.03,5.57,0.17,-3.77,-0.12,1168.07,0.12
1691,空头出场,2026-01-20 05:00,VltClsLE,3218.36,1,3219.05,0.69,0.02,6.97,0.22,0,0.00,1168.76,0.12
1691,空头进场,2026-01-20 04:30,VltClsSE,3219.05,1,3219.05,0.69,0.02,6.97,0.22,0,0.00,1168.76,0.12
1692,多头出场,2026-01-20 06:00,VltClsSE,3208.37,1,3218.36,-9.99,-0.31,3.13,0.10,-9.99,-0.31,1158.77,0.12
1692,多头进场,2026-01-20 05:00,VltClsLE,3218.36,1,3218.36,-9.99,-0.31,3.13,0.10,-9.99,-0.31,1158.77,0.12
1693,空头出场,2026-01-20 06:15,VltClsLE,3205.91,1,3208.37,2.46,0.08,18.22,0.57,0,0.00,1161.23,0.12
1693,空头进场,2026-01-20 06:00,VltClsSE,3208.37,1,3208.37,2.46,0.08,18.22,0.57,0,0.00,1161.23,0.12
1694,多头出场,2026-01-20 06:45,VltClsSE,3193.08,1,3205.91,-12.83,-0.40,5.61,0.17,-12.83,-0.40,1148.4,0.11
1694,多头进场,2026-01-20 06:15,VltClsLE,3205.91,1,3205.91,-12.83,-0.40,5.61,0.17,-12.83,-0.40,1148.4,0.11
1695,空头出场,2026-01-20 07:30,VltClsLE,3196.34,1,3193.08,-3.26,-0.10,27.7,0.87,-4.83,-0.15,1145.14,0.11
