交易 #,类型,日期和时间,信号,价格 USDT,大小（数量）,大小（价值）,净损益 USDT,净损益 %,有利波动 USDT,有利波动 %,不利波动 USDT,不利波动 %,累计P&L USDT,累计P&L %
184,空头出场,2026-05-06 21:30,Close entry(s) order short,2368.51,0.8391,1999.902549,12.49,0.62,15.42,0.77,-3.59,-0.18,-449.25,-0.04
184,空头进场,2026-05-06 21:00,short,2383.39,0.8391,1999.902549,12.49,0.62,15.42,0.77,-3.59,-0.18,-449.25,-0.04
185,多头出场,2026-05-08 19:30,Close entry(s) order long,2295.38,0.8557,1999.882141,-35.73,-1.79,8.35,0.42,-61.2,-3.06,-484.98,-0.05
185,多头进场,2026-05-07 14:30,long,2337.13,0.8557,1999.882141,-35.73,-1.79,8.35,0.42,-61.2,-3.06,-484.98,-0.05
186,空头出场,2026-05-11 04:30,Close entry(s) order short,2328.76,0.8754,1999.877562,-38.72,-1.94,12.75,0.64,-74.7,-3.74,-523.7,-0.05
186,空头进场,2026-05-08 20:30,short,2284.53,0.8754,1999.877562,-38.72,-1.94,12.75,0.64,-74.7,-3.74,-523.7,-0.05
187,多头出场,2026-05-11 06:30,Close entry(s) order long,2373.78,0.8491,1999.936176,15.64,0.78,18.92,0.95,-2.79,-0.14,-508.06,-0.05
187,多头进场,2026-05-11 06:00,long,2355.36,0.8491,1999.936176,15.64,0.78,18.92,0.95,-2.79,-0.14,-508.06,-0.05
188,空头出场,2026-05-11 11:00,Close entry(s) order short,2325.69,0.8509,1999.776671,20.85,1.04,23.32,1.17,-0.44,-0.02,-487.21,-0.05
188,空头进场,2026-05-11 10:00,short,2350.19,0.8509,1999.776671,20.85,1.04,23.32,1.17,-0.44,-0.02,-487.21,-0.05
189,多头出场,2026-05-12 02:00,Close entry(s) order long,2341.49,0.8573,1999.849429,7.51,0.38,9.52,0.48,-7.76,-0.39,-479.7,-0.05
189,多头进场,2026-05-11 23:00,long,2332.73,0.8573,1999.849429,7.51,0.38,9.52,0.48,-7.76,-0.39,-479.7,-0.05
190,空头出场,2026-05-12 09:30,Close entry(s) order short,2311.41,0.8564,1999.771076,20.28,1.01,34.32,1.72,-1.07,-0.05,-459.42,-0.05
190,空头进场,2026-05-12 08:00,short,2335.09,0.8564,1999.771076,20.28,1.01,34.32,1.72,-1.07,-0.05,-459.42,-0.05
191,多头出场,2026-05-13 11:00,Close entry(s) order long,2297.78,0.8762,1999.865166,13.45,0.67,15.3,0.76,-7.96,-0.40,-445.97,-0.04
191,多头进场,2026-05-13 03:00,long,2282.43,0.8762,1999.865166,13.45,0.67,15.3,0.76,-7.96,-0.40,-445.97,-0.04
192,空头出场,2026-05-13 20:00,Close entry(s) order short,2298.24,0.8691,1999.920774,2.52,0.13,7.47,0.37,-5.79,-0.29,-443.45,-0.04
192,空头进场,2026-05-13 19:00,short,2301.14,0.8691,1999.920774,2.52,0.13,7.47,0.37,-5.79,-0.29,-443.45,-0.04
193,多头出场,2026-05-14 22:30,Close entry(s) order long,2286.99,0.8823,1999.803534,18.01,0.90,19.78,0.99,-24.65,-1.23,-425.44,-0.04
193,多头进场,2026-05-14 08:30,long,2266.58,0.8823,1999.803534,18.01,0.90,19.78,0.99,-24.65,-1.23,-425.44,-0.04
194,空头出场,2026-05-15 10:00,Close entry(s) order short,2264.49,0.8759,1999.898675,16.43,0.82,17.29,0.86,-14.93,-0.75,-409.01,-0.04
194,空头进场,2026-05-15 07:30,short,2283.25,0.8759,1999.898675,16.43,0.82,17.29,0.86,-14.93,-0.75,-409.01,-0.04
195,多头出场,2026-05-17 17:30,Close entry(s) order long,2190.23,0.8966,1999.875266,-36.12,-1.81,0.89,0.04,-60.93,-3.05,-445.13,-0.04
195,多头进场,2026-05-16 08:00,long,2230.51,0.8966,1999.875266,-36.12,-1.81,0.89,0.04,-60.93,-3.05,-445.13,-0.04
196,空头出场,2026-05-18 01:00,Close entry(s) order short,2179.61,0.9142,1999.839926,7.24,0.36,9.96,0.50,-1.45,-0.07,-437.89,-0.04
196,空头进场,2026-05-17 22:00,short,2187.53,0.9142,1999.839926,7.24,0.36,9.96,0.50,-1.45,-0.07,-437.89,-0.04
197,多头出场,2026-05-18 20:00,Close entry(s) order long,2144.92,0.9138,1999.842162,-39.81,-1.99,5.78,0.29,-88.65,-4.43,-477.7,-0.05
197,多头进场,2026-05-18 02:30,long,2188.49,0.9138,1999.842162,-39.81,-1.99,5.78,0.29,-88.65,-4.43,-477.7,-0.05
198,空头出场,2026-05-18 22:00,Close entry(s) order short,2117.05,0.9385,1999.859035,13.01,0.65,14.99,0.75,0,0.00,-464.69,-0.05
198,空头进场,2026-05-18 21:30,short,2130.91,0.9385,1999.859035,13.01,0.65,14.99,0.75,0,0.00,-464.69,-0.05
199,多头出场,2026-05-19 05:00,Close entry(s) order long,2130.87,0.9411,1999.903377,5.46,0.27,7.57,0.38,-9.86,-0.49,-459.24,-0.05
199,多头进场,2026-05-19 03:30,long,2125.07,0.9411,1999.903377,5.46,0.27,7.57,0.38,-9.86,-0.49,-459.24,-0.05
200,空头出场,2026-05-19 19:30,Close entry(s) order short,2110.85,0.9412,1999.974704,13.24,0.66,17.08,0.85,-18.9,-0.94,-445.99,-0.04
200,空头进场,2026-05-19 09:30,short,2124.92,0.9412,1999.974704,13.24,0.66,17.08,0.85,-18.9,-0.94,-445.99,-0.04
201,多头出场,2026-05-20 14:00,Close entry(s) order long,2129.41,0.9428,1999.791936,7.82,0.39,11.2,0.56,-17.94,-0.90,-438.18,-0.04
201,多头进场,2026-05-20 00:30,long,2121.12,0.9428,1999.791936,7.82,0.39,11.2,0.56,-17.94,-0.90,-438.18,-0.04
202,空头出场,2026-05-21 18:00,Close entry(s) order short,2116.87,0.9431,1999.947291,3.53,0.18,8.25,0.41,-34.79,-1.74,-434.65,-0.04
202,空头进场,2026-05-20 21:30,short,2120.61,0.9431,1999.947291,3.53,0.18,8.25,0.41,-34.79,-1.74,-434.65,-0.04
203,多头出场,2026-05-22 01:00,Close entry(s) order long,2147.41,0.9363,1999.805718,10.81,0.54,11.37,0.57,-12.21,-0.61,-423.84,-0.04
203,多头进场,2026-05-21 23:00,long,2135.86,0.9363,1999.805718,10.81,0.54,11.37,0.57,-12.21,-0.61,-423.84,-0.04
204,空头出场,2026-05-22 22:00,Close entry(s) order short,2118.24,0.9403,1999.895861,8.11,0.41,13.44,0.67,-17.78,-0.89,-415.72,-0.04
204,空头进场,2026-05-22 02:30,short,2126.87,0.9403,1999.895861,8.11,0.41,13.44,0.67,-17.78,-0.89,-415.72,-0.04
205,多头出场,2026-05-23 22:30,Close entry(s) order long,2061.64,0.9395,1999.904255,-62.99,-3.15,1.23,0.06,-112.17,-5.61,-478.71,-0.05
205,多头进场,2026-05-23 01:00,long,2128.69,0.9395,1999.904255,-62.99,-3.15,1.23,0.06,-112.17,-5.61,-478.71,-0.05
206,空头出场,2026-05-24 22:00,Close entry(s) order short,2094.17,0.9442,1999.796716,22.48,1.12,36.31,1.82,-2.49,-0.12,-456.23,-0.05
206,空头进场,2026-05-24 21:00,short,2117.98,0.9442,1999.796716,22.48,1.12,36.31,1.82,-2.49,-0.12,-456.23,-0.05
207,多头出场,2026-05-25 08:00,Close entry(s) order long,2106.24,0.9524,1999.89714,6.09,0.30,7.7,0.38,-0.14,-0.01,-450.15,-0.05
207,多头进场,2026-05-25 07:30,long,2099.85,0.9524,1999.89714,6.09,0.30,7.7,0.38,-0.14,-0.01,-450.15,-0.05
