交易 #,类型,日期和时间,信号,价格 USD,大小（数量）,大小（价值）,净损益 USD,净损益 %,有利波动 USD,有利波动 %,不利波动 USD,不利波动 %,累计P&L USD,累计P&L %
187,多头出场,2026-01-07 07:00,Close entry(s) order long,3288.08,0.6171,1999.706379,29.37,1.47,36.4,1.82,-1.28,-0.06,-299.96,-0.03
187,多头进场,2026-01-07 04:00,long,3240.49,0.6171,1999.706379,29.37,1.47,36.4,1.82,-1.28,-0.06,-299.96,-0.03
188,空头出场,2026-01-07 10:30,XS,3269.66,0.614,1999.86554,-7.71,-0.39,11.51,0.58,-8.17,-0.41,-307.67,-0.03
188,空头进场,2026-01-07 08:30,short,3257.11,0.614,1999.86554,-7.71,-0.39,11.51,0.58,-8.17,-0.41,-307.67,-0.03
189,空头出场,2026-01-07 17:00,Close entry(s) order short,3227.59,0.6143,1999.761505,17.05,0.85,21.01,1.05,-4.23,-0.21,-290.61,-0.03
189,空头进场,2026-01-07 12:30,short,3255.35,0.6143,1999.761505,17.05,0.85,21.01,1.05,-4.23,-0.21,-290.61,-0.03
190,多头出场,2026-01-08 10:30,XL,3155.52,0.6309,1999.820511,-9,-0.45,7.36,0.37,-10.82,-0.54,-299.62,-0.03
190,多头进场,2026-01-08 07:00,long,3169.79,0.6309,1999.820511,-9,-0.45,7.36,0.37,-10.82,-0.54,-299.62,-0.03
191,多头出场,2026-01-09 01:30,Close entry(s) order long,3132.24,0.641,1999.7918,7.97,0.40,10.55,0.53,-7.45,-0.37,-291.64,-0.03
191,多头进场,2026-01-09 00:30,long,3119.8,0.641,1999.7918,7.97,0.40,10.55,0.53,-7.45,-0.37,-291.64,-0.03
192,空头出场,2026-01-09 05:30,XS,3115.09,0.6422,1999.964928,-0.55,-0.03,17.5,0.88,-5.95,-0.30,-292.19,-0.03
192,空头进场,2026-01-09 03:00,short,3114.24,0.6422,1999.964928,-0.55,-0.03,17.5,0.88,-5.95,-0.30,-292.19,-0.03
193,空头出场,2026-01-09 09:00,XS,3125.28,0.6443,1999.926529,-13.69,-0.68,4.48,0.22,-13.69,-0.68,-305.88,-0.03
193,空头进场,2026-01-09 07:30,short,3104.03,0.6443,1999.926529,-13.69,-0.68,4.48,0.22,-13.69,-0.68,-305.88,-0.03
194,空头出场,2026-01-09 16:30,XS,3066.14,0.6445,1999.89639,23.77,1.19,23.77,1.19,-13.03,-0.65,-282.11,-0.03
194,空头进场,2026-01-09 09:30,short,3103.02,0.6445,1999.89639,23.77,1.19,23.77,1.19,-13.03,-0.65,-282.11,-0.03
195,空头出场,2026-01-10 10:00,XS,3086.63,0.6486,1999.86081,-2.13,-0.11,12.56,0.63,-8.08,-0.40,-284.24,-0.03
195,空头进场,2026-01-10 02:00,short,3083.35,0.6486,1999.86081,-2.13,-0.11,12.56,0.63,-8.08,-0.40,-284.24,-0.03
196,空头出场,2026-01-11 06:00,XS,3075.23,0.6476,1999.704612,8.19,0.41,8.19,0.41,-4.78,-0.24,-276.05,-0.03
196,空头进场,2026-01-10 22:30,short,3087.87,0.6476,1999.704612,8.19,0.41,8.19,0.41,-4.78,-0.24,-276.05,-0.03
197,多头出场,2026-01-11 11:30,Close entry(s) order long,3092.83,0.6478,1999.978852,3.56,0.18,4,0.20,-2.16,-0.11,-272.5,-0.03
197,多头进场,2026-01-11 08:00,long,3087.34,0.6478,1999.978852,3.56,0.18,4,0.20,-2.16,-0.11,-272.5,-0.03
198,多头出场,2026-01-12 07:00,XL,3101.75,0.6416,1999.918528,-9.84,-0.49,2.61,0.13,-9.84,-0.49,-282.33,-0.03
198,多头进场,2026-01-12 05:30,long,3117.08,0.6416,1999.918528,-9.84,-0.49,2.61,0.13,-9.84,-0.49,-282.33,-0.03
199,多头出场,2026-01-12 08:30,XL,3104.55,0.641,1999.7277,-9.71,-0.49,2.21,0.11,-9.71,-0.49,-292.04,-0.03
199,多头进场,2026-01-12 07:30,long,3119.7,0.641,1999.7277,-9.71,-0.49,2.21,0.11,-9.71,-0.49,-292.04,-0.03
200,空头出场,2026-01-12 16:30,Close entry(s) order short,3111.45,0.6387,1999.871892,12.59,0.63,21.37,1.07,-7.73,-0.39,-279.45,-0.03
200,空头进场,2026-01-12 15:30,short,3131.16,0.6387,1999.871892,12.59,0.63,21.37,1.07,-7.73,-0.39,-279.45,-0.03
201,多头出场,2026-01-13 00:00,Close entry(s) order long,3139.12,0.6419,1999.852288,15.15,0.76,15.97,0.80,-2.78,-0.14,-264.3,-0.03
201,多头进场,2026-01-12 23:00,long,3115.52,0.6419,1999.852288,15.15,0.76,15.97,0.80,-2.78,-0.14,-264.3,-0.03
202,空头出场,2026-01-13 02:00,XS,3110.93,0.6431,1999.713019,-0.93,-0.05,17.92,0.90,-0.93,-0.05,-265.23,-0.03
202,空头进场,2026-01-13 01:00,short,3109.49,0.6431,1999.713019,-0.93,-0.05,17.92,0.90,-0.93,-0.05,-265.23,-0.03
203,空头出场,2026-01-13 08:30,XS,3104.81,0.6436,1999.76174,1.51,0.08,16.74,0.84,-0.05,0.00,-263.72,-0.03
203,空头进场,2026-01-13 04:00,short,3107.15,0.6436,1999.76174,1.51,0.08,16.74,0.84,-0.05,0.00,-263.72,-0.03
204,空头出场,2026-01-13 11:00,XS,3109.8,0.6453,1999.887948,-6.87,-0.34,6.79,0.34,-6.87,-0.34,-270.59,-0.03
204,空头进场,2026-01-13 09:00,short,3099.16,0.6453,1999.887948,-6.87,-0.34,6.79,0.34,-6.87,-0.34,-270.59,-0.03
205,空头出场,2026-01-14 19:30,Close entry(s) order short,3284.43,0.6067,1999.671066,7.01,0.35,8.91,0.45,-1.07,-0.05,-263.58,-0.03
205,空头进场,2026-01-14 19:00,short,3295.98,0.6067,1999.671066,7.01,0.35,8.91,0.45,-1.07,-0.05,-263.58,-0.03
206,多头出场,2026-01-14 22:30,Close entry(s) order long,3347.62,0.6033,1999.933467,19.69,0.98,24.54,1.23,-5.05,-0.25,-243.9,-0.02
206,多头进场,2026-01-14 22:00,long,3314.99,0.6033,1999.933467,19.69,0.98,24.54,1.23,-5.05,-0.25,-243.9,-0.02
207,空头出场,2026-01-15 11:00,Close entry(s) order short,3291.97,0.5974,1999.760656,33.14,1.66,33.34,1.67,-12.04,-0.60,-210.76,-0.02
207,空头进场,2026-01-15 06:30,short,3347.44,0.5974,1999.760656,33.14,1.66,33.34,1.67,-12.04,-0.60,-210.76,-0.02
208,多头出场,2026-01-15 17:30,Close entry(s) order long,3366.25,0.6012,1999.957932,23.83,1.19,28.09,1.40,-3.54,-0.18,-186.93,-0.02
208,多头进场,2026-01-15 15:00,long,3326.61,0.6012,1999.957932,23.83,1.19,28.09,1.40,-3.54,-0.18,-186.93,-0.02
209,空头出场,2026-01-15 23:30,XS,3332.01,0.5983,1999.949376,6.41,0.32,33.65,1.68,-9.08,-0.45,-180.52,-0.02
209,空头进场,2026-01-15 22:30,short,3342.72,0.5983,1999.949376,6.41,0.32,33.65,1.68,-9.08,-0.45,-180.52,-0.02
210,多头出场,2026-01-16 10:00,XL,3300.13,0.6025,1999.739675,-11.41,-0.57,4.04,0.20,-11.41,-0.57,-191.93,-0.02
210,多头进场,2026-01-16 07:30,long,3319.07,0.6025,1999.739675,-11.41,-0.57,4.04,0.20,-11.41,-0.57,-191.93,-0.02
211,多头出场,2026-01-16 18:30,XL,3300.89,0.6045,1999.909665,-4.52,-0.23,6.34,0.32,-4.52,-0.23,-196.45,-0.02
211,多头进场,2026-01-16 13:30,long,3308.37,0.6045,1999.909665,-4.52,-0.23,6.34,0.32,-4.52,-0.23,-196.45,-0.02
212,多头出场,2026-01-16 21:30,XL,3296.74,0.604,1999.693,-8.46,-0.42,1.55,0.08,-8.46,-0.42,-204.92,-0.02
212,多头进场,2026-01-16 20:00,long,3310.75,0.604,1999.693,-8.46,-0.42,1.55,0.08,-8.46,-0.42,-204.92,-0.02
213,多头出场,2026-01-17 10:30,XL,3283.98,0.6076,1999.85464,-4.51,-0.23,4.57,0.23,-5.66,-0.28,-209.42,-0.02
213,多头进场,2026-01-17 04:30,long,3291.4,0.6076,1999.85464,-4.51,-0.23,4.57,0.23,-5.66,-0.28,-209.42,-0.02
214,多头出场,2026-01-17 19:00,XL,3293.46,0.6076,1999.70274,1.4,0.07,6.79,0.34,-3.79,-0.19,-208.02,-0.02
214,多头进场,2026-01-17 10:30,long,3291.15,0.6076,1999.70274,1.4,0.07,6.79,0.34,-3.79,-0.19,-208.02,-0.02
215,空头出场,2026-01-18 06:30,Close entry(s) order short,3300.85,0.6046,1999.696362,4,0.20,6.57,0.33,-0.05,0.00,-204.02,-0.02
215,空头进场,2026-01-18 06:00,short,3307.47,0.6046,1999.696362,4,0.20,6.57,0.33,-0.05,0.00,-204.02,-0.02
216,多头出场,2026-01-18 09:00,XL,3302.87,0.604,1999.86212,-4.93,-0.25,1.22,0.06,-5.35,-0.27,-208.95,-0.02
216,多头进场,2026-01-18 08:00,long,3311.03,0.604,1999.86212,-4.93,-0.25,1.22,0.06,-5.35,-0.27,-208.95,-0.02
217,多头出场,2026-01-18 15:00,XL,3307.74,0.6041,1999.957624,-1.75,-0.09,3.89,0.19,-1.75,-0.09,-210.7,-0.02
217,多头进场,2026-01-18 11:00,long,3310.64,0.6041,1999.957624,-1.75,-0.09,3.89,0.19,-1.75,-0.09,-210.7,-0.02
218,多头出场,2026-01-18 17:00,Close entry(s) order long,3321.28,0.6034,1999.933096,4.13,0.21,4.32,0.22,-0.68,-0.03,-206.57,-0.02
218,多头进场,2026-01-18 16:30,long,3314.44,0.6034,1999.933096,4.13,0.21,4.32,0.22,-0.68,-0.03,-206.57,-0.02
219,多头出场,2026-01-19 21:00,XL,3214.14,0.6199,1999.946176,-7.5,-0.38,5,0.25,-7.5,-0.38,-214.07,-0.02
219,多头进场,2026-01-19 20:00,long,3226.24,0.6199,1999.946176,-7.5,-0.38,5,0.25,-7.5,-0.38,-214.07,-0.02
220,多头出场,2026-01-20 02:30,XL,3208.14,0.6207,1999.901607,-8.61,-0.43,1.76,0.09,-8.61,-0.43,-222.68,-0.02
220,多头进场,2026-01-20 00:30,long,3222.01,0.6207,1999.901607,-8.61,-0.43,1.76,0.09,-8.61,-0.43,-222.68,-0.02
221,多头出场,2026-01-20 06:00,XL,3209.52,0.6213,1999.765884,-5.69,-0.28,3.48,0.17,-5.82,-0.29,-228.37,-0.02
221,多头进场,2026-01-20 03:30,long,3218.68,0.6213,1999.765884,-5.69,-0.28,3.48,0.17,-5.82,-0.29,-228.37,-0.02
222,多头出场,2026-01-21 15:30,XL,2966.9,0.669,1999.86177,-15.01,-0.75,0.35,0.02,-15.01,-0.75,-243.38,-0.02
222,多头进场,2026-01-21 13:30,long,2989.33,0.669,1999.86177,-15.01,-0.75,0.35,0.02,-15.01,-0.75,-243.38,-0.02
223,空头出场,2026-01-22 00:30,Close entry(s) order short,2888.01,0.676,1999.9798,47.69,2.38,50.8,2.54,-0.55,-0.03,-195.69,-0.02
223,空头进场,2026-01-22 00:00,short,2958.55,0.676,1999.9798,47.69,2.38,50.8,2.54,-0.55,-0.03,-195.69,-0.02
224,多头出场,2026-01-22 03:30,Close entry(s) order long,3051.2,0.671,1999.73433,47.62,2.38,56.81,2.84,-5.79,-0.29,-148.07,-0.01
224,多头进场,2026-01-22 03:00,long,2980.23,0.671,1999.73433,47.62,2.38,56.81,2.84,-5.79,-0.29,-148.07,-0.01
225,空头出场,2026-01-22 09:00,XS,3023.66,0.6714,1999.96632,-30.12,-1.51,0.08,0.00,-30.12,-1.51,-178.19,-0.02
225,空头进场,2026-01-22 07:30,short,2978.8,0.6714,1999.96632,-30.12,-1.51,0.08,0.00,-30.12,-1.51,-178.19,-0.02
226,空头出场,2026-01-22 21:30,XS,2998.87,0.6669,1999.826361,-0.12,-0.01,15.29,0.76,-10.12,-0.51,-178.31,-0.02
226,空头进场,2026-01-22 15:30,short,2998.69,0.6669,1999.826361,-0.12,-0.01,15.29,0.76,-10.12,-0.51,-178.31,-0.02
227,多头出场,2026-01-23 14:00,XL,2960.64,0.6765,1999.754295,3.12,0.16,17.43,0.87,-4.55,-0.23,-175.19,-0.02
227,多头进场,2026-01-23 09:00,long,2956.03,0.6765,1999.754295,3.12,0.16,17.43,0.87,-4.55,-0.23,-175.19,-0.02
228,多头出场,2026-01-24 00:30,Close entry(s) order long,2965.12,0.678,1999.94406,10.41,0.52,18.48,0.92,-8.38,-0.42,-164.78,-0.02
228,多头进场,2026-01-23 23:30,long,2949.77,0.678,1999.94406,10.41,0.52,18.48,0.92,-8.38,-0.42,-164.78,-0.02
229,空头出场,2026-01-24 06:30,XS,2958.58,0.6785,1999.77019,-7.63,-0.38,12.46,0.62,-7.63,-0.38,-172.41,-0.02
229,空头进场,2026-01-24 04:00,short,2947.34,0.6785,1999.77019,-7.63,-0.38,12.46,0.62,-7.63,-0.38,-172.41,-0.02
230,空头出场,2026-01-24 11:00,XS,2966.17,0.6783,1999.892937,-12.06,-0.60,1.66,0.08,-12.06,-0.60,-184.47,-0.02
230,空头进场,2026-01-24 08:00,short,2948.39,0.6783,1999.892937,-12.06,-0.60,1.66,0.08,-12.06,-0.60,-184.47,-0.02
231,空头出场,2026-01-24 22:30,XS,2951.91,0.677,1999.9257,1.48,0.07,8.74,0.44,-4.72,-0.24,-182.99,-0.02
231,空头进场,2026-01-24 15:00,short,2954.1,0.677,1999.9257,1.48,0.07,8.74,0.44,-4.72,-0.24,-182.99,-0.02
232,空头出场,2026-01-25 01:00,XS,2959.88,0.6771,1999.896102,-4.24,-0.21,3.32,0.17,-4.24,-0.21,-187.23,-0.02
232,空头进场,2026-01-24 23:30,short,2953.62,0.6771,1999.896102,-4.24,-0.21,3.32,0.17,-4.24,-0.21,-187.23,-0.02
233,空头出场,2026-01-25 06:00,XS,2955.35,0.677,1999.89862,-0.87,-0.04,5.59,0.28,-0.87,-0.04,-188.1,-0.02
233,空头进场,2026-01-25 03:00,short,2954.06,0.677,1999.89862,-0.87,-0.04,5.59,0.28,-0.87,-0.04,-188.1,-0.02
234,空头出场,2026-01-25 11:00,Close entry(s) order short,2940.89,0.6771,1999.997667,8.72,0.44,8.92,0.45,-1.26,-0.06,-179.38,-0.02
234,空头进场,2026-01-25 07:00,short,2953.77,0.6771,1999.997667,8.72,0.44,8.92,0.45,-1.26,-0.06,-179.38,-0.02
235,多头出场,2026-01-25 19:30,XL,2932.31,0.6797,1999.758964,-6.67,-0.33,0.87,0.04,-6.67,-0.33,-186.05,-0.02
235,多头进场,2026-01-25 18:00,long,2942.12,0.6797,1999.758964,-6.67,-0.33,0.87,0.04,-6.67,-0.33,-186.05,-0.02
236,空头出场,2026-01-26 12:00,XS,2869.99,0.7014,1999.789596,-13.22,-0.66,8.63,0.43,-13.22,-0.66,-199.27,-0.02
236,空头进场,2026-01-26 11:00,short,2851.14,0.7014,1999.789596,-13.22,-0.66,8.63,0.43,-13.22,-0.66,-199.27,-0.02
237,空头出场,2026-01-26 22:30,XS,2920.03,0.6934,1999.7656,-24.98,-1.25,6.66,0.33,-31.82,-1.59,-224.25,-0.02
237,空头进场,2026-01-26 22:00,short,2884,0.6934,1999.7656,-24.98,-1.25,6.66,0.33,-31.82,-1.59,-224.25,-0.02
238,空头出场,2026-01-27 05:30,XS,2922.61,0.69,1999.9443,-16.66,-0.83,3.4,0.17,-16.66,-0.83,-240.91,-0.02
238,空头进场,2026-01-27 04:30,short,2898.47,0.69,1999.9443,-16.66,-0.83,3.4,0.17,-16.66,-0.83,-240.91,-0.02
239,空头出场,2026-01-27 18:30,Close entry(s) order short,2900.46,0.6834,1999.717242,17.54,0.88,18.24,0.91,-5.71,-0.29,-223.37,-0.02
239,空头进场,2026-01-27 14:30,short,2926.13,0.6834,1999.717242,17.54,0.88,18.24,0.91,-5.71,-0.29,-223.37,-0.02
240,多头出场,2026-01-27 21:00,XL,2906.47,0.6845,1999.72568,-10.25,-0.51,1.26,0.06,-10.25,-0.51,-233.61,-0.02
240,多头进场,2026-01-27 20:00,long,2921.44,0.6845,1999.72568,-10.25,-0.51,1.26,0.06,-10.25,-0.51,-233.61,-0.02
241,多头出场,2026-01-27 23:00,XL,2910.76,0.6835,1999.82531,-10.32,-0.52,3.73,0.19,-14.33,-0.72,-243.93,-0.02
241,多头进场,2026-01-27 22:00,long,2925.86,0.6835,1999.82531,-10.32,-0.52,3.73,0.19,-14.33,-0.72,-243.93,-0.02
242,空头出场,2026-01-28 02:30,XS,2957.06,0.6833,1999.902939,-20.66,-1.03,2.25,0.11,-20.66,-1.03,-264.59,-0.03
242,空头进场,2026-01-28 01:30,short,2926.83,0.6833,1999.902939,-20.66,-1.03,2.25,0.11,-20.66,-1.03,-264.59,-0.03
243,空头出场,2026-01-28 17:30,XS,3002.43,0.668,1999.77156,-5.85,-0.29,7.24,0.36,-13.26,-0.66,-270.44,-0.03
243,空头进场,2026-01-28 12:00,short,2993.67,0.668,1999.77156,-5.85,-0.29,7.24,0.36,-13.26,-0.66,-270.44,-0.03
244,空头出场,2026-01-28 23:30,XS,3005.74,0.6646,1999.728232,2.11,0.11,18.85,0.94,-5.25,-0.26,-268.33,-0.03
244,空头进场,2026-01-28 22:30,short,3008.92,0.6646,1999.728232,2.11,0.11,18.85,0.94,-5.25,-0.26,-268.33,-0.03
245,空头出场,2026-01-29 01:30,XS,3019.95,0.6676,1999.969376,-16.15,-0.81,6.09,0.30,-16.15,-0.81,-284.48,-0.03
245,空头进场,2026-01-29 00:30,short,2995.76,0.6676,1999.969376,-16.15,-0.81,6.09,0.30,-16.15,-0.81,-284.48,-0.03
246,空头出场,2026-01-29 04:00,XS,3022.81,0.6648,1999.897896,-9.67,-0.48,9.68,0.48,-9.67,-0.48,-294.14,-0.03
246,空头进场,2026-01-29 03:00,short,3008.27,0.6648,1999.897896,-9.67,-0.48,9.68,0.48,-9.67,-0.48,-294.14,-0.03
247,空头出场,2026-01-29 06:00,XS,3022.64,0.6652,1999.963712,-10.7,-0.53,9.12,0.46,-10.7,-0.53,-304.84,-0.03
247,空头进场,2026-01-29 04:30,short,3006.56,0.6652,1999.963712,-10.7,-0.53,9.12,0.46,-10.7,-0.53,-304.84,-0.03
248,空头出场,2026-01-29 09:30,Close entry(s) order short,2988.74,0.6645,1999.7463,13.73,0.69,17.2,0.86,-1.67,-0.08,-291.11,-0.03
248,空头进场,2026-01-29 07:00,short,3009.4,0.6645,1999.7463,13.73,0.69,17.2,0.86,-1.67,-0.08,-291.11,-0.03
249,多头出场,2026-01-30 21:00,XL,2730.14,0.7257,1999.818747,-18.56,-0.93,4.65,0.23,-18.56,-0.93,-309.67,-0.03
249,多头进场,2026-01-30 19:30,long,2755.71,0.7257,1999.818747,-18.56,-0.93,4.65,0.23,-18.56,-0.93,-309.67,-0.03
250,多头出场,2026-01-31 04:00,XL,2708.32,0.731,1999.92097,-20.14,-1.01,15.39,0.77,-20.14,-1.01,-329.81,-0.03
250,多头进场,2026-01-31 02:30,long,2735.87,0.731,1999.92097,-20.14,-1.01,15.39,0.77,-20.14,-1.01,-329.81,-0.03
251,多头出场,2026-02-02 23:00,Close entry(s) order long,2365.91,0.8777,1999.971105,76.59,3.83,87.13,4.36,-5.82,-0.29,-253.22,-0.03
251,多头进场,2026-02-02 17:00,long,2278.65,0.8777,1999.971105,76.59,3.83,87.13,4.36,-5.82,-0.29,-253.22,-0.03
252,空头出场,2026-02-03 08:30,XS,2351.99,0.8622,1999.838412,-28.05,-1.40,1.78,0.09,-29.16,-1.46,-281.27,-0.03
252,空头进场,2026-02-03 04:30,short,2319.46,0.8622,1999.838412,-28.05,-1.40,1.78,0.09,-29.16,-1.46,-281.27,-0.03
253,空头出场,2026-02-03 11:30,XS,2319.84,0.8589,1999.957239,7.45,0.37,37.52,1.88,-0.01,0.00,-273.82,-0.03
253,空头进场,2026-02-03 10:00,short,2328.51,0.8589,1999.957239,7.45,0.37,37.52,1.88,-0.01,0.00,-273.82,-0.03
254,空头出场,2026-02-03 15:30,XS,2330.9,0.8577,1999.98486,0.77,0.04,29.35,1.47,-18.22,-0.91,-273.05,-0.03
254,空头进场,2026-02-03 12:00,short,2331.8,0.8577,1999.98486,0.77,0.04,29.35,1.47,-18.22,-0.91,-273.05,-0.03
255,多头出场,2026-02-03 22:30,XL,2285.14,0.8656,1999.856272,-21.84,-1.09,3.97,0.20,-21.84,-1.09,-294.89,-0.03
255,多头进场,2026-02-03 21:30,long,2310.37,0.8656,1999.856272,-21.84,-1.09,3.97,0.20,-21.84,-1.09,-294.89,-0.03
256,多头出场,2026-02-04 00:00,XL,2251.74,0.869,1999.9166,-43.15,-2.16,0.09,0.00,-43.15,-2.16,-338.04,-0.03
256,多头进场,2026-02-03 23:30,long,2301.4,0.869,1999.9166,-43.15,-2.16,0.09,0.00,-43.15,-2.16,-338.04,-0.03
257,空头出场,2026-02-04 09:00,XS,2265.47,0.8949,1999.967265,-27.4,-1.37,20.5,1.03,-27.4,-1.37,-365.44,-0.04
257,空头进场,2026-02-04 06:30,short,2234.85,0.8949,1999.967265,-27.4,-1.37,20.5,1.03,-27.4,-1.37,-365.44,-0.04
258,空头出场,2026-02-04 15:30,XS,2284.56,0.889,1999.82328,-31.15,-1.56,2.92,0.15,-38.08,-1.90,-396.59,-0.04
258,空头进场,2026-02-04 10:30,short,2249.52,0.889,1999.82328,-31.15,-1.56,2.92,0.15,-38.08,-1.90,-396.59,-0.04
259,空头出场,2026-02-04 19:30,XS,2256.89,0.8858,1999.932666,0.78,0.04,29.91,1.50,-3.63,-0.18,-395.81,-0.04
259,空头进场,2026-02-04 17:00,short,2257.77,0.8858,1999.932666,0.78,0.04,29.91,1.50,-3.63,-0.18,-395.81,-0.04
260,多头出场,2026-02-05 05:00,XL,2136.76,0.9152,1999.931648,-44.37,-2.22,3.67,0.18,-44.37,-2.22,-440.18,-0.04
260,多头进场,2026-02-05 03:30,long,2185.24,0.9152,1999.931648,-44.37,-2.22,3.67,0.18,-44.37,-2.22,-440.18,-0.04
261,多头出场,2026-02-05 18:30,XL,2093.04,0.9372,1999.816104,-38.22,-1.91,3.96,0.20,-38.22,-1.91,-478.4,-0.05
261,多头进场,2026-02-05 17:00,long,2133.82,0.9372,1999.816104,-38.22,-1.91,3.96,0.20,-38.22,-1.91,-478.4,-0.05
262,多头出场,2026-02-06 13:30,Close entry(s) order long,1954.86,1.0373,1999.924773,27.85,1.39,45.4,2.27,-53.15,-2.66,-450.55,-0.05
262,多头进场,2026-02-06 09:30,long,1928.01,1.0373,1999.924773,27.85,1.39,45.4,2.27,-53.15,-2.66,-450.55,-0.05
263,空头出场,2026-02-06 17:30,XS,1918.65,1.0498,1999.848004,-14.35,-0.72,43.61,2.18,-14.35,-0.72,-464.9,-0.05
263,空头进场,2026-02-06 14:30,short,1904.98,1.0498,1999.848004,-14.35,-0.72,43.61,2.18,-14.35,-0.72,-464.9,-0.05
264,空头出场,2026-02-07 15:00,Close entry(s) order short,2022.01,0.9774,1999.867914,23.56,1.18,51.21,2.56,-7.73,-0.39,-441.35,-0.04
264,空头进场,2026-02-07 14:30,short,2046.11,0.9774,1999.867914,23.56,1.18,51.21,2.56,-7.73,-0.39,-441.35,-0.04
265,多头出场,2026-02-07 21:30,XL,2031.99,0.974,1999.83628,-20.68,-1.03,13.15,0.66,-20.68,-1.03,-462.02,-0.05
265,多头进场,2026-02-07 20:00,long,2053.22,0.974,1999.83628,-20.68,-1.03,13.15,0.66,-20.68,-1.03,-462.02,-0.05
266,多头出场,2026-02-08 00:00,XL,2025.19,0.978,1999.85352,-19.22,-0.96,15.38,0.77,-19.22,-0.96,-481.24,-0.05
266,多头进场,2026-02-07 23:00,long,2044.84,0.978,1999.85352,-19.22,-0.96,15.38,0.77,-19.22,-0.96,-481.24,-0.05
267,空头出场,2026-02-08 16:00,XS,2089.17,0.9626,1999.859256,-11.18,-0.56,11.2,0.56,-11.18,-0.56,-492.42,-0.05
267,空头进场,2026-02-08 11:30,short,2077.56,0.9626,1999.859256,-11.18,-0.56,11.2,0.56,-11.18,-0.56,-492.42,-0.05
268,空头出场,2026-02-09 00:30,Close entry(s) order short,2079.78,0.9514,1999.909398,21.21,1.06,28.31,1.42,-12.2,-0.61,-471.21,-0.05
268,空头进场,2026-02-08 23:00,short,2102.07,0.9514,1999.909398,21.21,1.06,28.31,1.42,-12.2,-0.61,-471.21,-0.05
269,多头出场,2026-02-09 04:30,XL,2102.57,0.9485,1999.89328,-5.61,-0.28,18.49,0.92,-5.61,-0.28,-476.82,-0.05
269,多头进场,2026-02-09 02:30,long,2108.48,0.9485,1999.89328,-5.61,-0.28,18.49,0.92,-5.61,-0.28,-476.82,-0.05
270,多头出场,2026-02-09 07:00,XL,2084.69,0.9488,1999.823712,-21.87,-1.09,1.99,0.10,-21.87,-1.09,-498.69,-0.05
270,多头进场,2026-02-09 05:00,long,2107.74,0.9488,1999.823712,-21.87,-1.09,1.99,0.10,-21.87,-1.09,-498.69,-0.05
271,多头出场,2026-02-09 15:30,XL,2069.33,0.9528,1999.87956,-28.22,-1.41,1.42,0.07,-28.22,-1.41,-526.91,-0.05
271,多头进场,2026-02-09 11:30,long,2098.95,0.9528,1999.87956,-28.22,-1.41,1.42,0.07,-28.22,-1.41,-526.91,-0.05
272,多头出场,2026-02-10 00:30,Close entry(s) order long,2089.73,0.9705,1999.822005,28.26,1.41,45.11,2.26,-13.79,-0.69,-498.65,-0.05
272,多头进场,2026-02-09 23:30,long,2060.61,0.9705,1999.822005,28.26,1.41,45.11,2.26,-13.79,-0.69,-498.65,-0.05
273,空头出场,2026-02-10 13:30,Close entry(s) order short,2052.34,0.9535,1999.90904,43,2.15,49.95,2.50,-24.71,-1.24,-455.64,-0.05
273,空头进场,2026-02-10 08:30,short,2097.44,0.9535,1999.90904,43,2.15,49.95,2.50,-24.71,-1.24,-455.64,-0.05
274,多头出场,2026-02-11 02:00,XL,2018.41,0.9851,1999.831808,-11.5,-0.57,15.5,0.77,-11.5,-0.57,-467.14,-0.05
274,多头进场,2026-02-11 01:00,long,2030.08,0.9851,1999.831808,-11.5,-0.57,15.5,0.77,-11.5,-0.57,-467.14,-0.05
275,多头出场,2026-02-11 11:00,XL,2010.91,0.9891,1999.851399,-10.86,-0.54,8.92,0.45,-10.86,-0.54,-478,-0.05
275,多头进场,2026-02-11 07:30,long,2021.89,0.9891,1999.851399,-10.86,-0.54,8.92,0.45,-10.86,-0.54,-478,-0.05
276,空头出场,2026-02-11 23:00,Close entry(s) order short,1921.3,1.0295,1999.96847,21.99,1.10,41.34,2.07,-6.44,-0.32,-456.01,-0.05
276,空头进场,2026-02-11 22:30,short,1942.66,1.0295,1999.96847,21.99,1.10,41.34,2.07,-6.44,-0.32,-456.01,-0.05
277,多头出场,2026-02-12 06:00,XL,1955.23,1.0248,1999.856208,3.86,0.19,36.3,1.82,-11.86,-0.59,-452.15,-0.05
277,多头进场,2026-02-12 03:30,long,1951.46,1.0248,1999.856208,3.86,0.19,36.3,1.82,-11.86,-0.59,-452.15,-0.05
278,多头出场,2026-02-12 13:00,XL,1952.48,1.0253,1999.95018,1.93,0.10,26.46,1.32,-0.39,-0.02,-450.22,-0.05
278,多头进场,2026-02-12 08:00,long,1950.6,1.0253,1999.95018,1.93,0.10,26.46,1.32,-0.39,-0.02,-450.22,-0.05
279,多头出场,2026-02-12 19:00,Close entry(s) order long,1997.48,1.0182,1999.866984,33.97,1.70,35.72,1.79,-1.87,-0.09,-416.25,-0.04
279,多头进场,2026-02-12 16:30,long,1964.12,1.0182,1999.866984,33.97,1.70,35.72,1.79,-1.87,-0.09,-416.25,-0.04
280,空头出场,2026-02-12 23:30,Close entry(s) order short,1947.45,1.0136,1999.893616,25.96,1.30,29.15,1.46,-2.87,-0.14,-390.29,-0.04
