交易 #,类型,日期和时间,信号,价格 USD,大小（数量）,大小（价值）,净损益 USD,净损益 %,有利波动 USD,有利波动 %,不利波动 USD,不利波动 %,累计P&L USD,累计P&L %
499,多头出场,2025-11-02 07:00,short,3873,2,7761.44,-15.44,-0.20,6.04,0.08,-34.58,-0.45,5107.3,5.11
499,多头进场,2025-11-02 04:00,long,3880.72,2,7761.44,-15.44,-0.20,6.04,0.08,-34.58,-0.45,5107.3,5.11
500,空头出场,2025-11-02 10:00,long,3880.63,2,7746,-15.26,-0.20,24.1,0.31,-25.36,-0.33,5092.04,5.09
500,空头进场,2025-11-02 07:00,short,3873,2,7746,-15.26,-0.20,24.1,0.31,-25.36,-0.33,5092.04,5.09
501,多头出场,2025-11-02 19:00,short,3890.04,2,7761.26,18.82,0.24,71.9,0.93,-54.1,-0.70,5110.86,5.11
501,多头进场,2025-11-02 10:00,long,3880.63,2,7761.26,18.82,0.24,71.9,0.93,-54.1,-0.70,5110.86,5.11
502,空头出场,2025-11-03 07:00,long,3905.53,2,7780.08,-30.98,-0.40,101.24,1.30,-49.46,-0.64,5079.88,5.08
502,空头进场,2025-11-02 19:00,short,3890.04,2,7780.08,-30.98,-0.40,101.24,1.30,-49.46,-0.64,5079.88,5.08
503,多头出场,2025-11-03 10:00,short,3798.89,2,7811.06,-213.28,-2.73,17.1,0.22,-234.36,-3.00,4866.6,4.87
503,多头进场,2025-11-03 07:00,long,3905.53,2,7811.06,-213.28,-2.73,17.1,0.22,-234.36,-3.00,4866.6,4.87
504,空头出场,2025-11-04 10:00,long,3625.98,2,7597.78,345.82,4.55,476.02,6.27,-16.06,-0.21,5212.42,5.21
504,空头进场,2025-11-03 10:00,short,3798.89,2,7597.78,345.82,4.55,476.02,6.27,-16.06,-0.21,5212.42,5.21
505,多头出场,2025-11-04 13:00,short,3493.54,2,7251.96,-264.88,-3.65,49.98,0.69,-275.76,-3.80,4947.54,4.95
505,多头进场,2025-11-04 10:00,long,3625.98,2,7251.96,-264.88,-3.65,49.98,0.69,-275.76,-3.80,4947.54,4.95
506,空头出场,2025-11-04 19:00,long,3529.35,2,6987.08,-71.62,-1.03,64.02,0.92,-131.44,-1.88,4875.92,4.88
506,空头进场,2025-11-04 13:00,short,3493.54,2,6987.08,-71.62,-1.03,64.02,0.92,-131.44,-1.88,4875.92,4.88
507,多头出场,2025-11-05 01:00,short,3373.29,2,7058.7,-312.12,-4.42,114.6,1.62,-331.52,-4.70,4563.8,4.56
507,多头进场,2025-11-04 19:00,long,3529.35,2,7058.7,-312.12,-4.42,114.6,1.62,-331.52,-4.70,4563.8,4.56
508,空头出场,2025-11-05 10:00,long,3324.32,2,6746.58,97.94,1.45,626,9.28,-1.52,-0.02,4661.74,4.66
508,空头进场,2025-11-05 01:00,short,3373.29,2,6746.58,97.94,1.45,626,9.28,-1.52,-0.02,4661.74,4.66
509,多头出场,2025-11-05 16:00,short,3300.4,2,6648.64,-47.84,-0.72,55.8,0.84,-83.8,-1.26,4613.9,4.61
509,多头进场,2025-11-05 10:00,long,3324.32,2,6648.64,-47.84,-0.72,55.8,0.84,-83.8,-1.26,4613.9,4.61
510,空头出场,2025-11-05 19:00,long,3322.54,2,6600.8,-44.28,-0.67,49.78,0.75,-47.34,-0.72,4569.62,4.57
510,空头进场,2025-11-05 16:00,short,3300.4,2,6600.8,-44.28,-0.67,49.78,0.75,-47.34,-0.72,4569.62,4.57
511,多头出场,2025-11-06 13:00,short,3388.17,2,6645.08,131.26,1.98,314.38,4.73,-19.6,-0.29,4700.88,4.70
511,多头进场,2025-11-05 19:00,long,3322.54,2,6645.08,131.26,1.98,314.38,4.73,-19.6,-0.29,4700.88,4.70
512,空头出场,2025-11-07 10:00,long,3345.3,2,6776.34,85.74,1.27,283.16,4.18,-51.24,-0.76,4786.62,4.79
512,空头进场,2025-11-06 13:00,short,3388.17,2,6776.34,85.74,1.27,283.16,4.18,-51.24,-0.76,4786.62,4.79
513,多头出场,2025-11-07 16:00,short,3341.21,2,6690.6,-8.18,-0.12,46.18,0.69,-53.3,-0.80,4778.44,4.78
513,多头进场,2025-11-07 10:00,long,3345.3,2,6690.6,-8.18,-0.12,46.18,0.69,-53.3,-0.80,4778.44,4.78
514,空头出场,2025-11-08 01:00,long,3384.39,2,6682.42,-86.36,-1.29,292.34,4.37,-105.12,-1.57,4692.08,4.69
514,空头进场,2025-11-07 16:00,short,3341.21,2,6682.42,-86.36,-1.29,292.34,4.37,-105.12,-1.57,4692.08,4.69
515,多头出场,2025-11-08 19:00,short,3411.27,2,6768.78,53.76,0.79,196.76,2.91,-14.22,-0.21,4745.84,4.75
515,多头进场,2025-11-08 01:00,long,3384.39,2,6768.78,53.76,0.79,196.76,2.91,-14.22,-0.21,4745.84,4.75
516,空头出场,2025-11-09 13:00,long,3405.04,2,6822.54,12.46,0.18,113.02,1.66,-9.52,-0.14,4758.3,4.76
516,空头进场,2025-11-08 19:00,short,3411.27,2,6822.54,12.46,0.18,113.02,1.66,-9.52,-0.14,4758.3,4.76
517,多头出场,2025-11-10 16:00,short,3594.07,2,6810.08,378.06,5.55,506.18,7.43,-45.88,-0.67,5136.36,5.14
517,多头进场,2025-11-09 13:00,long,3405.04,2,6810.08,378.06,5.55,506.18,7.43,-45.88,-0.67,5136.36,5.14
518,空头出场,2025-11-10 19:00,long,3610.3,2,7188.14,-32.46,-0.45,15.38,0.21,-72.82,-1.01,5103.9,5.10
518,空头进场,2025-11-10 16:00,short,3594.07,2,7188.14,-32.46,-0.45,15.38,0.21,-72.82,-1.01,5103.9,5.10
519,多头出场,2025-11-10 22:00,short,3541.36,2,7220.6,-137.88,-1.91,23.08,0.32,-160.26,-2.22,4966.02,4.97
519,多头进场,2025-11-10 19:00,long,3610.3,2,7220.6,-137.88,-1.91,23.08,0.32,-160.26,-2.22,4966.02,4.97
520,空头出场,2025-11-11 10:00,long,3615.15,2,7082.72,-147.58,-2.08,66.86,0.94,-211.86,-2.99,4818.44,4.82
520,空头进场,2025-11-10 22:00,short,3541.36,2,7082.72,-147.58,-2.08,66.86,0.94,-211.86,-2.99,4818.44,4.82
521,多头出场,2025-11-11 13:00,short,3548.28,2,7230.3,-133.74,-1.85,35.94,0.50,-140.68,-1.95,4684.7,4.68
521,多头进场,2025-11-11 10:00,long,3615.15,2,7230.3,-133.74,-1.85,35.94,0.50,-140.68,-1.95,4684.7,4.68
522,空头出场,2025-11-11 19:00,long,3573.47,2,7096.56,-50.38,-0.71,29.14,0.41,-75.34,-1.06,4634.32,4.63
522,空头进场,2025-11-11 13:00,short,3548.28,2,7096.56,-50.38,-0.71,29.14,0.41,-75.34,-1.06,4634.32,4.63
523,多头出场,2025-11-11 22:00,short,3529.52,2,7146.94,-87.9,-1.23,38.24,0.54,-171.36,-2.40,4546.42,4.55
523,多头进场,2025-11-11 19:00,long,3573.47,2,7146.94,-87.9,-1.23,38.24,0.54,-171.36,-2.40,4546.42,4.55
524,空头出场,2025-11-12 13:00,long,3448.66,2,7059.04,161.72,2.29,249.04,3.53,-0.1,0.00,4708.14,4.71
524,空头进场,2025-11-11 22:00,short,3529.52,2,7059.04,161.72,2.29,249.04,3.53,-0.1,0.00,4708.14,4.71
525,多头出场,2025-11-13 01:00,short,3428.86,2,6897.32,-39.6,-0.57,276.66,4.01,-152.86,-2.22,4668.54,4.67
525,多头进场,2025-11-12 13:00,long,3448.66,2,6897.32,-39.6,-0.57,276.66,4.01,-152.86,-2.22,4668.54,4.67
526,空头出场,2025-11-13 10:00,long,3434.1,2,6857.72,-10.48,-0.15,113.08,1.65,-55.96,-0.82,4658.06,4.66
526,空头进场,2025-11-13 01:00,short,3428.86,2,6857.72,-10.48,-0.15,113.08,1.65,-55.96,-0.82,4658.06,4.66
527,多头出场,2025-11-13 22:00,short,3444.03,2,6868.2,19.86,0.29,261.88,3.81,-109.18,-1.59,4677.92,4.68
527,多头进场,2025-11-13 10:00,long,3434.1,2,6868.2,19.86,0.29,261.88,3.81,-109.18,-1.59,4677.92,4.68
528,空头出场,2025-11-14 22:00,long,3197.91,2,6888.06,492.24,7.15,748.84,10.87,-6.22,-0.09,5170.16,5.17
528,空头进场,2025-11-13 22:00,short,3444.03,2,6888.06,492.24,7.15,748.84,10.87,-6.22,-0.09,5170.16,5.17
529,多头出场,2025-11-15 04:00,short,3134.67,2,6395.82,-126.48,-1.98,113.98,1.78,-150.7,-2.36,5043.68,5.04
529,多头进场,2025-11-14 22:00,long,3197.91,2,6395.82,-126.48,-1.98,113.98,1.78,-150.7,-2.36,5043.68,5.04
530,空头出场,2025-11-15 10:00,long,3191.34,2,6269.34,-113.34,-1.81,90.9,1.45,-113.34,-1.81,4930.34,4.93
530,空头进场,2025-11-15 04:00,short,3134.67,2,6269.34,-113.34,-1.81,90.9,1.45,-113.34,-1.81,4930.34,4.93
531,多头出场,2025-11-15 16:00,short,3141.46,2,6382.68,-99.76,-1.56,0.62,0.01,-115.14,-1.80,4830.58,4.83
531,多头进场,2025-11-15 10:00,long,3191.34,2,6382.68,-99.76,-1.56,0.62,0.01,-115.14,-1.80,4830.58,4.83
532,空头出场,2025-11-15 22:00,long,3175.66,2,6282.92,-68.4,-1.09,9.02,0.14,-105.66,-1.68,4762.18,4.76
532,空头进场,2025-11-15 16:00,short,3141.46,2,6282.92,-68.4,-1.09,9.02,0.14,-105.66,-1.68,4762.18,4.76
533,多头出场,2025-11-16 04:00,short,3172.53,2,6351.32,-6.26,-0.10,104.84,1.65,-25.76,-0.41,4755.92,4.76
533,多头进场,2025-11-15 22:00,long,3175.66,2,6351.32,-6.26,-0.10,104.84,1.65,-25.76,-0.41,4755.92,4.76
534,空头出场,2025-11-16 10:00,long,3201.45,2,6345.06,-57.84,-0.91,82.86,1.31,-60.06,-0.95,4698.08,4.70
534,空头进场,2025-11-16 04:00,short,3172.53,2,6345.06,-57.84,-0.91,82.86,1.31,-60.06,-0.95,4698.08,4.70
535,多头出场,2025-11-16 19:00,short,3167.19,2,6402.9,-68.52,-1.07,91.52,1.43,-84.54,-1.32,4629.56,4.63
535,多头进场,2025-11-16 10:00,long,3201.45,2,6402.9,-68.52,-1.07,91.52,1.43,-84.54,-1.32,4629.56,4.63
536,空头出场,2025-11-17 10:00,long,3147.55,2,6334.38,39.28,0.62,321.28,5.07,-25.82,-0.41,4668.84,4.67
536,空头进场,2025-11-16 19:00,short,3167.19,2,6334.38,39.28,0.62,321.28,5.07,-25.82,-0.41,4668.84,4.67
537,多头出场,2025-11-17 22:00,short,3150.25,2,6295.1,5.4,0.09,144.48,2.30,-106.02,-1.68,4674.24,4.67
537,多头进场,2025-11-17 10:00,long,3147.55,2,6295.1,5.4,0.09,144.48,2.30,-106.02,-1.68,4674.24,4.67
538,空头出场,2025-11-18 16:00,long,3057.8,2,6300.5,184.9,2.93,407.22,6.46,-27.54,-0.44,4859.14,4.86
538,空头进场,2025-11-17 22:00,short,3150.25,2,6300.5,184.9,2.93,407.22,6.46,-27.54,-0.44,4859.14,4.86
539,多头出场,2025-11-19 13:00,short,3016.74,2,6115.6,-82.12,-1.34,218.22,3.57,-131.56,-2.15,4777.02,4.78
539,多头进场,2025-11-18 16:00,long,3057.8,2,6115.6,-82.12,-1.34,218.22,3.57,-131.56,-2.15,4777.02,4.78
540,空头出场,2025-11-19 16:00,long,3079.32,2,6033.48,-125.16,-2.07,13.14,0.22,-164.94,-2.73,4651.86,4.65
540,空头进场,2025-11-19 13:00,short,3016.74,2,6033.48,-125.16,-2.07,13.14,0.22,-164.94,-2.73,4651.86,4.65
541,多头出场,2025-11-19 22:00,short,3059.49,2,6158.64,-39.66,-0.64,63.16,1.03,-110.34,-1.79,4612.2,4.61
541,多头进场,2025-11-19 16:00,long,3079.32,2,6158.64,-39.66,-0.64,63.16,1.03,-110.34,-1.79,4612.2,4.61
542,空头出场,2025-11-20 07:00,long,3024.7,2,6118.98,69.58,1.14,372.6,6.09,-91.18,-1.49,4681.78,4.68
542,空头进场,2025-11-19 22:00,short,3059.49,2,6118.98,69.58,1.14,372.6,6.09,-91.18,-1.49,4681.78,4.68
543,多头出场,2025-11-20 19:00,short,3021.58,2,6049.4,-6.24,-0.10,71.26,1.18,-65.46,-1.08,4675.54,4.68
543,多头进场,2025-11-20 07:00,long,3024.7,2,6049.4,-6.24,-0.10,71.26,1.18,-65.46,-1.08,4675.54,4.68
544,空头出场,2025-11-21 22:00,long,2768.45,2,6043.16,506.26,8.38,798.3,13.21,-45.06,-0.75,5181.8,5.18
544,空头进场,2025-11-20 19:00,short,3021.58,2,6043.16,506.26,8.38,798.3,13.21,-45.06,-0.75,5181.8,5.18
545,多头出场,2025-11-22 04:00,short,2734.13,2,5536.9,-68.64,-1.24,69.34,1.25,-189.9,-3.43,5113.16,5.11
545,多头进场,2025-11-21 22:00,long,2768.45,2,5536.9,-68.64,-1.24,69.34,1.25,-189.9,-3.43,5113.16,5.11
546,空头出场,2025-11-22 07:00,long,2763.03,2,5468.26,-57.8,-1.06,45.88,0.84,-78,-1.43,5055.36,5.06
546,空头进场,2025-11-22 04:00,short,2734.13,2,5468.26,-57.8,-1.06,45.88,0.84,-78,-1.43,5055.36,5.06
547,多头出场,2025-11-22 13:00,short,2743.02,2,5526.06,-40.02,-0.72,38.96,0.71,-74.66,-1.35,5015.34,5.02
547,多头进场,2025-11-22 07:00,long,2763.03,2,5526.06,-40.02,-0.72,38.96,0.71,-74.66,-1.35,5015.34,5.02
548,空头出场,2025-11-22 22:00,long,2744.64,2,5486.04,-3.24,-0.06,79.08,1.44,-51.7,-0.94,5012.1,5.01
548,空头进场,2025-11-22 13:00,short,2743.02,2,5486.04,-3.24,-0.06,79.08,1.44,-51.7,-0.94,5012.1,5.01
549,多头出场,2025-11-23 04:00,short,2739.96,2,5489.28,-9.36,-0.17,25.42,0.46,-38.98,-0.71,5002.74,5.00
549,多头进场,2025-11-22 22:00,long,2744.64,2,5489.28,-9.36,-0.17,25.42,0.46,-38.98,-0.71,5002.74,5.00
550,空头出场,2025-11-23 07:00,long,2768.93,2,5479.92,-57.94,-1.06,8.16,0.15,-115.2,-2.10,4944.8,4.94
550,空头进场,2025-11-23 04:00,short,2739.96,2,5479.92,-57.94,-1.06,8.16,0.15,-115.2,-2.10,4944.8,4.94
551,多头出场,2025-11-24 01:00,short,2791.65,2,5537.86,45.44,0.82,175.98,3.18,-3.36,-0.06,4990.24,4.99
551,多头进场,2025-11-23 07:00,long,2768.93,2,5537.86,45.44,0.82,175.98,3.18,-3.36,-0.06,4990.24,4.99
552,空头出场,2025-11-24 04:00,long,2827.32,2,5583.3,-71.34,-1.28,0,0.00,-89.4,-1.60,4918.9,4.92
552,空头进场,2025-11-24 01:00,short,2791.65,2,5583.3,-71.34,-1.28,0,0.00,-89.4,-1.60,4918.9,4.92
553,多头出场,2025-11-24 07:00,short,2801.12,2,5654.64,-52.4,-0.93,32.72,0.58,-66.22,-1.17,4866.5,4.87
553,多头进场,2025-11-24 04:00,long,2827.32,2,5654.64,-52.4,-0.93,32.72,0.58,-66.22,-1.17,4866.5,4.87
554,空头出场,2025-11-24 10:00,long,2839.8,2,5602.24,-77.36,-1.38,76.1,1.36,-127.66,-2.28,4789.14,4.79
554,空头进场,2025-11-24 07:00,short,2801.12,2,5602.24,-77.36,-1.38,76.1,1.36,-127.66,-2.28,4789.14,4.79
555,多头出场,2025-11-24 16:00,short,2838.45,2,5679.6,-2.7,-0.05,89.68,1.58,-73.98,-1.30,4786.44,4.79
555,多头进场,2025-11-24 10:00,long,2839.8,2,5679.6,-2.7,-0.05,89.68,1.58,-73.98,-1.30,4786.44,4.79
556,空头出场,2025-11-24 22:00,long,2829.11,2,5676.9,18.68,0.33,104.38,1.84,-18.56,-0.33,4805.12,4.81
556,空头进场,2025-11-24 16:00,short,2838.45,2,5676.9,18.68,0.33,104.38,1.84,-18.56,-0.33,4805.12,4.81
557,多头出场,2025-11-25 10:00,short,2929.9,2,5658.22,201.58,3.56,308.62,5.45,-32.08,-0.57,5006.7,5.01
557,多头进场,2025-11-24 22:00,long,2829.11,2,5658.22,201.58,3.56,308.62,5.45,-32.08,-0.57,5006.7,5.01
558,空头出场,2025-11-26 01:00,long,2935.75,2,5859.8,-11.7,-0.20,145.88,2.49,-42.36,-0.72,4995,5.00
558,空头进场,2025-11-25 10:00,short,2929.9,2,5859.8,-11.7,-0.20,145.88,2.49,-42.36,-0.72,4995,5.00
559,多头出场,2025-11-26 13:00,short,2943.33,2,5871.5,15.16,0.26,91.88,1.56,-127.36,-2.17,5010.16,5.01
559,多头进场,2025-11-26 01:00,long,2935.75,2,5871.5,15.16,0.26,91.88,1.56,-127.36,-2.17,5010.16,5.01
560,空头出场,2025-11-27 01:00,long,3025.99,2,5886.66,-165.32,-2.81,110.4,1.88,-176.54,-3.00,4844.84,4.84
560,空头进场,2025-11-26 13:00,short,2943.33,2,5886.66,-165.32,-2.81,110.4,1.88,-176.54,-3.00,4844.84,4.84
561,多头出场,2025-11-27 19:00,short,3028.61,2,6051.98,5.24,0.09,90.48,1.50,-36.52,-0.60,4850.08,4.85
561,多头进场,2025-11-27 01:00,long,3025.99,2,6051.98,5.24,0.09,90.48,1.50,-36.52,-0.60,4850.08,4.85
562,空头出场,2025-11-28 01:00,long,3020.16,2,6057.22,16.9,0.28,84.1,1.39,-3.56,-0.06,4866.98,4.87
562,空头进场,2025-11-27 19:00,short,3028.61,2,6057.22,16.9,0.28,84.1,1.39,-3.56,-0.06,4866.98,4.87
563,多头出场,2025-11-28 07:00,short,3015.39,2,6040.32,-9.54,-0.16,47.78,0.79,-29.8,-0.49,4857.44,4.86
563,多头进场,2025-11-28 01:00,long,3020.16,2,6040.32,-9.54,-0.16,47.78,0.79,-29.8,-0.49,4857.44,4.86
564,空头出场,2025-11-28 13:00,long,3024.31,2,6030.78,-17.84,-0.30,42.12,0.70,-26.44,-0.44,4839.6,4.84
564,空头进场,2025-11-28 07:00,short,3015.39,2,6030.78,-17.84,-0.30,42.12,0.70,-26.44,-0.44,4839.6,4.84
565,多头出场,2025-11-28 19:00,short,3034.07,2,6048.62,19.52,0.32,98.54,1.63,-47.32,-0.78,4859.12,4.86
565,多头进场,2025-11-28 13:00,long,3024.31,2,6048.62,19.52,0.32,98.54,1.63,-47.32,-0.78,4859.12,4.86
566,空头出场,2025-11-28 22:00,long,3067.23,2,6068.14,-66.32,-1.09,15.24,0.25,-127.78,-2.11,4792.8,4.79
566,空头进场,2025-11-28 19:00,short,3034.07,2,6068.14,-66.32,-1.09,15.24,0.25,-127.78,-2.11,4792.8,4.79
567,多头出场,2025-11-29 01:00,short,3031.9,2,6134.46,-70.66,-1.15,48.48,0.79,-109.94,-1.79,4722.14,4.72
567,多头进场,2025-11-28 22:00,long,3067.23,2,6134.46,-70.66,-1.15,48.48,0.79,-109.94,-1.79,4722.14,4.72
568,空头出场,2025-11-29 04:00,long,3056.31,2,6063.8,-48.82,-0.81,13.44,0.22,-56.2,-0.93,4673.32,4.67
568,空头进场,2025-11-29 01:00,short,3031.9,2,6063.8,-48.82,-0.81,13.44,0.22,-56.2,-0.93,4673.32,4.67
569,多头出场,2025-11-29 07:00,short,3031.24,2,6112.62,-50.14,-0.82,5.72,0.09,-68.24,-1.12,4623.18,4.62
569,多头进场,2025-11-29 04:00,long,3056.31,2,6112.62,-50.14,-0.82,5.72,0.09,-68.24,-1.12,4623.18,4.62
570,空头出场,2025-11-30 04:00,long,2998.3,2,6062.48,65.88,1.09,133.32,2.20,-44.22,-0.73,4689.06,4.69
570,空头进场,2025-11-29 07:00,short,3031.24,2,6062.48,65.88,1.09,133.32,2.20,-44.22,-0.73,4689.06,4.69
571,多头出场,2025-11-30 07:00,short,2989.99,2,5996.6,-16.62,-0.28,3.44,0.06,-28.52,-0.48,4672.44,4.67
571,多头进场,2025-11-30 04:00,long,2998.3,2,5996.6,-16.62,-0.28,3.44,0.06,-28.52,-0.48,4672.44,4.67
572,空头出场,2025-11-30 10:00,long,2992.1,2,5979.98,-4.22,-0.07,1.6,0.03,-46.26,-0.77,4668.22,4.67
572,空头进场,2025-11-30 07:00,short,2989.99,2,5979.98,-4.22,-0.07,1.6,0.03,-46.26,-0.77,4668.22,4.67
573,多头出场,2025-12-01 07:00,short,2992.52,2,5984.2,0.84,0.01,122.46,2.05,-28.36,-0.47,4669.06,4.67
573,多头进场,2025-11-30 10:00,long,2992.1,2,5984.2,0.84,0.01,122.46,2.05,-28.36,-0.47,4669.06,4.67
574,空头出场,2025-12-02 07:00,long,2799.71,2,5985.04,385.62,6.44,544,9.09,-13.32,-0.22,5054.68,5.05
574,空头进场,2025-12-01 07:00,short,2992.52,2,5985.04,385.62,6.44,544,9.09,-13.32,-0.22,5054.68,5.05
575,多头出场,2025-12-04 13:00,short,3186.01,2,5599.42,772.6,13.80,882.1,15.75,-33.14,-0.59,5827.28,5.83
575,多头进场,2025-12-02 07:00,long,2799.71,2,5599.42,772.6,13.80,882.1,15.75,-33.14,-0.59,5827.28,5.83
576,空头出场,2025-12-05 10:00,long,3183.74,2,6372.02,4.54,0.07,233.68,3.67,-79.46,-1.25,5831.82,5.83
576,空头进场,2025-12-04 13:00,short,3186.01,2,6372.02,4.54,0.07,233.68,3.67,-79.46,-1.25,5831.82,5.83
577,多头出场,2025-12-05 13:00,short,3156.47,2,6367.48,-54.54,-0.86,18.36,0.29,-62.4,-0.98,5777.28,5.78
577,多头进场,2025-12-05 10:00,long,3183.74,2,6367.48,-54.54,-0.86,18.36,0.29,-62.4,-0.98,5777.28,5.78
578,空头出场,2025-12-06 13:00,long,3038.7,2,6312.94,235.54,3.73,340.14,5.39,-53.24,-0.84,6012.82,6.01
578,空头进场,2025-12-05 13:00,short,3156.47,2,6312.94,235.54,3.73,340.14,5.39,-53.24,-0.84,6012.82,6.01
579,多头出场,2025-12-06 16:00,short,3015.54,2,6077.4,-46.32,-0.76,7.86,0.13,-48.04,-0.79,5966.5,5.97
579,多头进场,2025-12-06 13:00,long,3038.7,2,6077.4,-46.32,-0.76,7.86,0.13,-48.04,-0.79,5966.5,5.97
580,空头出场,2025-12-06 19:00,long,3040.15,2,6031.08,-49.22,-0.82,0.98,0.02,-54.94,-0.91,5917.28,5.92
580,空头进场,2025-12-06 16:00,short,3015.54,2,6031.08,-49.22,-0.82,0.98,0.02,-54.94,-0.91,5917.28,5.92
581,多头出场,2025-12-07 04:00,short,3041.28,2,6080.3,2.26,0.04,58.14,0.96,-26.3,-0.43,5919.54,5.92
581,多头进场,2025-12-06 19:00,long,3040.15,2,6080.3,2.26,0.04,58.14,0.96,-26.3,-0.43,5919.54,5.92
582,空头出场,2025-12-07 10:00,long,3055.22,2,6082.56,-27.88,-0.46,24.66,0.41,-31.16,-0.51,5891.66,5.89
582,空头进场,2025-12-07 04:00,short,3041.28,2,6082.56,-27.88,-0.46,24.66,0.41,-31.16,-0.51,5891.66,5.89
583,多头出场,2025-12-07 13:00,short,3045.96,2,6110.44,-18.52,-0.30,7.52,0.12,-21.26,-0.35,5873.14,5.87
583,多头进场,2025-12-07 10:00,long,3055.22,2,6110.44,-18.52,-0.30,7.52,0.12,-21.26,-0.35,5873.14,5.87
584,空头出场,2025-12-08 01:00,long,3114.14,2,6091.92,-136.36,-2.24,241.26,3.96,-176.9,-2.90,5736.78,5.74
584,空头进场,2025-12-07 13:00,short,3045.96,2,6091.92,-136.36,-2.24,241.26,3.96,-176.9,-2.90,5736.78,5.74
585,多头出场,2025-12-08 07:00,short,3060.7,2,6228.28,-106.88,-1.72,72.46,1.16,-192.64,-3.09,5629.9,5.63
585,多头进场,2025-12-08 01:00,long,3114.14,2,6228.28,-106.88,-1.72,72.46,1.16,-192.64,-3.09,5629.9,5.63
586,空头出场,2025-12-08 10:00,long,3110.78,2,6121.4,-100.16,-1.64,37.16,0.61,-148.88,-2.43,5529.74,5.53
586,空头进场,2025-12-08 07:00,short,3060.7,2,6121.4,-100.16,-1.64,37.16,0.61,-148.88,-2.43,5529.74,5.53
587,多头出场,2025-12-08 22:00,short,3129.91,2,6221.56,38.26,0.61,140.66,2.26,-16.06,-0.26,5568,5.57
587,多头进场,2025-12-08 10:00,long,3110.78,2,6221.56,38.26,0.61,140.66,2.26,-16.06,-0.26,5568,5.57
588,空头出场,2025-12-09 04:00,long,3137.05,2,6259.82,-14.28,-0.23,95.02,1.52,-30.92,-0.49,5553.72,5.55
588,空头进场,2025-12-08 22:00,short,3129.91,2,6259.82,-14.28,-0.23,95.02,1.52,-30.92,-0.49,5553.72,5.55
589,多头出场,2025-12-09 07:00,short,3125.21,2,6274.1,-23.68,-0.38,32.74,0.52,-44.54,-0.71,5530.04,5.53
589,多头进场,2025-12-09 04:00,long,3137.05,2,6274.1,-23.68,-0.38,32.74,0.52,-44.54,-0.71,5530.04,5.53
590,空头出场,2025-12-09 16:00,long,3121.16,2,6250.42,8.1,0.13,67.04,1.07,-36.12,-0.58,5538.14,5.54
590,空头进场,2025-12-09 07:00,short,3125.21,2,6250.42,8.1,0.13,67.04,1.07,-36.12,-0.58,5538.14,5.54
591,多头出场,2025-12-10 19:00,short,3318.72,2,6242.32,395.12,6.33,551.58,8.84,-52.98,-0.85,5933.26,5.93
591,多头进场,2025-12-09 16:00,long,3121.16,2,6242.32,395.12,6.33,551.58,8.84,-52.98,-0.85,5933.26,5.93
592,空头出场,2025-12-11 01:00,long,3370.92,2,6637.44,-104.4,-1.57,26.68,0.40,-134.18,-2.02,5828.86,5.83
592,空头进场,2025-12-10 19:00,short,3318.72,2,6637.44,-104.4,-1.57,26.68,0.40,-134.18,-2.02,5828.86,5.83
593,多头出场,2025-12-11 07:00,short,3324.49,2,6741.84,-92.86,-1.38,152.18,2.26,-101.12,-1.50,5736,5.74
593,多头进场,2025-12-11 01:00,long,3370.92,2,6741.84,-92.86,-1.38,152.18,2.26,-101.12,-1.50,5736,5.74
594,空头出场,2025-12-12 04:00,long,3222.23,2,6648.98,204.52,3.08,354.26,5.33,-6.36,-0.10,5940.52,5.94
594,空头进场,2025-12-11 07:00,short,3324.49,2,6648.98,204.52,3.08,354.26,5.33,-6.36,-0.10,5940.52,5.94
595,多头出场,2025-12-12 22:00,short,3232.75,2,6444.46,21.04,0.33,102.06,1.58,-68.48,-1.06,5961.56,5.96
595,多头进场,2025-12-12 04:00,long,3222.23,2,6444.46,21.04,0.33,102.06,1.58,-68.48,-1.06,5961.56,5.96
596,空头出场,2025-12-13 16:00,long,3116.97,2,6465.5,231.56,3.58,369,5.71,0,0.00,6193.12,6.19
596,空头进场,2025-12-12 22:00,short,3232.75,2,6465.5,231.56,3.58,369,5.71,0,0.00,6193.12,6.19
597,多头出场,2025-12-14 01:00,short,3101.66,2,6233.94,-30.62,-0.49,37.38,0.60,-40.88,-0.66,6162.5,6.16
597,多头进场,2025-12-13 16:00,long,3116.97,2,6233.94,-30.62,-0.49,37.38,0.60,-40.88,-0.66,6162.5,6.16
598,空头出场,2025-12-14 04:00,long,3104.87,2,6203.32,-6.42,-0.10,3.68,0.06,-20.58,-0.33,6156.08,6.16
598,空头进场,2025-12-14 01:00,short,3101.66,2,6203.32,-6.42,-0.10,3.68,0.06,-20.58,-0.33,6156.08,6.16
599,多头出场,2025-12-14 13:00,short,3112.84,2,6209.74,15.94,0.26,51.14,0.82,-43.86,-0.71,6172.02,6.17
599,多头进场,2025-12-14 04:00,long,3104.87,2,6209.74,15.94,0.26,51.14,0.82,-43.86,-0.71,6172.02,6.17
600,空头出场,2025-12-15 10:00,long,3121.05,2,6225.68,-16.42,-0.26,164.94,2.65,-75.44,-1.21,6155.6,6.16
600,空头进场,2025-12-14 13:00,short,3112.84,2,6225.68,-16.42,-0.26,164.94,2.65,-75.44,-1.21,6155.6,6.16
